Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83C	ID83D
V1	1:Del:C:0	0.012272866800458025	0.0	0.0	0.0	0.7530873381887886	0.23463979501075344
V1	1:Del:C:1	0.3046803462727843	0.0	0.0	0.0	0.6888856040760333	0.006434049651182431
V1	1:Del:C:2	2.533444359431098e-11	0.0	0.0	0.0	0.1115352108288652	0.8884647891458003
V1	1:Del:C:3	0.7282056799260475	0.0	0.0	0.0	0.1536211849400563	0.11817313513389623
V1	1:Del:C:4	0.544316151064027	0.0	0.0	0.0	0.37999386910652944	0.07568997982944355
V1	1:Del:C:5	0.9491160782446727	0.0	0.0	0.0	1.10079880152014e-05	0.0508729137673121
V1	1:Del:T:0	0.14311951579556614	0.0	0.0	0.0	0.3374318041648279	0.5194486800396059
V1	1:Del:T:1	9.471835703219515e-15	0.0	0.0	0.0	0.9837942491154424	0.016205750884547933
V1	1:Del:T:2	0.5725406904663004	0.0	0.0	0.0	0.42745930953369976	0.0
V1	1:Del:T:3	0.2862122601824141	0.0	0.0	0.0	0.5750377702782519	0.13874996953933408
V1	1:Del:T:4	0.3148458593309851	0.0	0.0	0.0	0.677072700684171	0.008081439984843961
V1	1:Del:T:5	5.542380839563312e-15	0.0	0.0	0.0	0.9965235897663057	0.0034764102336886835
V1	1:Ins:C:0	2.45358282542798e-15	0.0	0.0	0.0	1.2965037642104937e-05	0.9999870349623555
V1	1:Ins:C:1	2.1909244251468023e-14	0.0	0.0	0.0	0.9999742328849631	2.576711501496013e-05
V1	1:Ins:C:2	4.418903413084478e-14	0.0	0.0	0.0	0.0003312982658193599	0.9996687017341365
V1	1:Ins:C:3	0.5906720598489538	0.0	0.0	0.0	6.298187232512029e-05	0.4092649582787211
V1	1:Ins:C:4	0.9391637819657933	0.0	0.0	0.0	0.013036798090988098	0.04779941994321854
V1	1:Ins:C:5	0.8640226213103058	0.0	0.0	0.0	0.08912015234342885	0.04685722634626528
V1	1:Ins:T:0	0.9927471788818146	0.0	0.0	0.0	0.0	0.007252821118185317
V1	1:Ins:T:1	0.06985773685536527	0.0	0.0	0.0	0.9301422631446348	0.0
V1	1:Ins:T:2	0.8325786322887749	0.0	0.0	0.0	0.07904728043826872	0.08837408727295629
V1	1:Ins:T:3	0.6971056630707387	0.0	0.0	0.0	0.23132252041915174	0.07157181651010953
V1	1:Ins:T:4	0.8786693772214567	0.0	0.0	0.0	0.07564041884945834	0.045690203929085044
V1	1:Ins:T:5	0.9994709076097683	0.0	0.0	0.0	0.0005289119298312444	1.8046040054488614e-07
V1	2:Del:R:0	0.6627515806482733	0.0	0.0	0.0	0.33721120882337086	3.72105283558435e-05
V1	2:Del:R:1	0.25899614830574463	0.0	0.0	0.0	0.6485209358903651	0.0924829158038904
V1	2:Del:R:2	0.31615245031517586	0.0	0.0	0.0	0.2319876315619726	0.4518599181228517
V1	2:Del:R:3	0.36580021595350465	0.0	0.0	0.0	0.6341895771295976	1.0206916897754863e-05
V1	2:Del:R:4	0.5640943359823569	0.0	0.0	0.0	0.43467524265915997	0.001230421358483036
V1	2:Del:R:5	1.08060911067526e-17	0.0	0.0	0.0	0.9961060275091796	0.003893972490820397
V1	3:Del:R:0	0.15406768745470076	0.0	0.0	0.0	0.8459323125452992	0.0
V1	3:Del:R:1	0.8933701857205504	0.0	0.0	0.0	0.0	0.10662981427944959
V1	3:Del:R:2	0.4931907095551103	0.0	0.0	0.0	0.30047769611513314	0.20633159432975656
V1	3:Del:R:3	0.8006123896682766	0.0	0.0	0.0	1.0826917772950701e-05	0.19937678341395035
V1	3:Del:R:4	2.993321483245264e-12	0.0	0.0	0.0	0.5660534741926976	0.4339465258043091
V1	3:Del:R:5	5.286333767038441e-12	0.0	0.0	0.0	0.5181587291009834	0.4818412708937303
V1	4:Del:R:0	0.9998712706930998	0.0	0.0	0.0	5.012531519267682e-05	7.860399170753087e-05
V1	4:Del:R:1	0.5277795195978807	0.0	0.0	0.0	0.4106123390296528	0.061608141372466396
V1	4:Del:R:2	2.959468473808087e-05	0.0	0.0	0.0	0.005042495133291839	0.99492791018197
V1	4:Del:R:3	2.993321504063208e-12	0.0	0.0	0.0	0.5660534781294847	0.4339465218675219
V1	4:Del:R:4	4.921003349812091e-12	0.0	0.0	0.0	0.46443093471146646	0.5355690652836126
V1	4:Del:R:5	1.0956082984545491e-05	0.0	0.0	0.0	0.9999886838694296	3.6004758577878917e-07
V1	5:Del:R:0	0.009631991799918783	0.0	0.0	0.0	0.002653823908833922	0.9877141842912471
V1	5:Del:R:1	0.6662804354780194	0.0	0.0	0.0	0.0	0.3337195645219806
V1	5:Del:R:2	0.2173057975819895	0.0	0.0	0.0	0.032568322288803804	0.7501258801292068
V1	5:Del:R:3	0.0004704266382840515	0.0	0.0	0.0	0.9995265021952087	3.0711665072877562e-06
V1	5:Del:R:4	0.06202983757978797	0.0	0.0	0.0	0.0025190400898448557	0.9354511223303672
V1	5:Del:R:5	0.09144704034744783	0.0	0.0	0.0	0.9082978265791798	0.00025513307337239594
V1	2:Ins:R:0	0.4067697291092057	0.0	0.0	0.0	0.12668635483534058	0.46654391605545376
V1	2:Ins:R:1	0.9743209936418571	0.0	0.0	0.0	0.025679006358142926	0.0
V1	2:Ins:R:2	0.23113557786329464	0.0	0.0	0.0	0.7688580971287746	6.32500793070961e-06
V1	2:Ins:R:3	0.2791160967201709	0.0	0.0	0.0	0.4736113217413808	0.24727258153844822
V1	2:Ins:R:4	0.0030544716735732835	0.0	0.0	0.0	4.4592921149677627e-07	0.9969450823972154
V1	2:Ins:R:5	0.9999958932909666	0.0	0.0	0.0	1.30110420955527e-06	2.805604823871596e-06
V1	3:Ins:R:0	0.0016010593457768353	0.0	0.0	0.0	0.8734059766969441	0.12499296395727909
