NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	61.867	25.43	14.096	15.78	0.161	0.982	40000.0
2	65.714	26.781	15.437	17.404	0.165	0.978	70000.0
3	65.21	26.42	15.203	16.719	0.156	0.98	60000.0
4	65.182	26.64	15.226	16.76	0.161	0.982	30000.0
5	66.969	27.142	15.918	17.701	0.159	0.978	40000.0
6	63.838	25.28	14.972	15.976	0.154	0.982	50000.0
7	61.498	24.627	14.278	15.439	0.151	0.983	30000.0
8	66.613	26.939	16.478	17.936	0.168	0.977	50000.0
9	68.594	28.36	16.484	18.542	0.167	0.976	30000.0
10	64.037	26.36	14.853	16.77	0.167	0.979	30000.0
