Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	80	92	23	28	42	44	0	0	15	62	0	6	30	1	9	0	0	0	0
V2	47	31	75	103	3	0	0	56	8	0	0	1	0	0	0	0	0	10	0
V3	0	144	0	0	89	0	0	0	2	0	26	36	0	19	0	0	0	14	2
V4	32	27	0	71	127	0	0	0	0	0	59	0	0	0	0	37	4	9	4
V5	124	0	0	31	46	0	0	0	0	5	0	21	28	0	8	15	0	0	0
V6	78	218	5	144	360	0	0	0	0	19	105	52	0	3	69	65	0	1	0
V7	0	9	0	0	3	0	33	0	26	4	0	3	0	0	0	5	2	7	0
V8	36	30	6	163	0	1	24	40	27	2	22	3	0	0	12	0	2	26	7
V9	114	46	0	19	15	0	0	0	0	0	4	0	3	2	1	3	0	0	0
V10	1	25	6	0	53	0	13	30	49	19	0	15	0	8	0	0	0	29	0
V11	35	17	0	63	0	1	3	0	0	7	8	0	0	7	0	0	0	1	0
V12	14	3	58	96	88	32	0	132	22	0	56	11	0	0	0	0	9	0	0
V13	65	273	47	4	46	0	0	0	1	115	12	15	0	25	0	0	20	3	8
V14	179	120	0	30	0	9	5	0	1	0	0	0	0	10	0	0	14	11	5
V15	91	1	3	12	29	52	22	21	8	0	23	2	0	0	2	23	0	15	3
V16	152	164	4	0	0	0	0	0	5	0	0	0	0	40	0	0	21	0	11
V17	0	61	21	0	4	0	64	13	65	20	0	7	17	7	6	4	0	0	7
V18	76	12	197	45	14	0	49	0	74	0	3	0	12	0	36	0	1	0	0
V19	225	0	104	65	0	0	0	0	1	0	0	0	0	0	0	1	4	26	0
V20	220	141	9	11	15	0	0	0	4	30	20	3	2	3	0	0	36	0	0
V21	27	14	99	5	42	0	3	0	0	0	6	0	0	0	5	0	0	0	0
V22	0	8	23	0	102	0	0	0	0	0	0	10	43	0	0	0	0	0	0
V23	29	118	40	9	0	0	0	0	0	0	0	0	0	18	0	0	4	0	10
V24	3	120	29	0	96	0	0	51	7	0	70	11	34	23	0	0	0	0	9
V25	0	15	133	62	64	7	49	0	0	15	19	4	0	5	18	17	0	0	0
V26	15	4	349	0	12	0	3	52	0	0	0	0	0	0	20	0	0	0	0
V27	198	0	16	28	0	21	28	26	0	0	0	0	0	0	0	0	0	0	0
V28	19	16	0	0	6	25	18	0	0	0	6	0	0	5	0	0	5	0	0
V29	64	151	0	5	0	0	0	0	11	17	2	6	0	9	6	0	5	1	0
V30	138	146	31	36	0	0	13	0	7	27	0	0	0	43	14	0	0	0	1
V31	89	22	21	3	0	34	21	0	0	0	0	0	2	9	0	0	14	3	5
V32	262	41	57	1	35	0	0	0	0	0	4	0	0	13	0	17	5	9	9
V33	38	12	62	1	16	5	21	0	10	0	0	0	6	0	18	8	0	0	0
V34	2	1	1	0	19	0	1	35	0	0	0	0	0	0	1	10	0	5	3
V35	16	135	38	14	0	26	35	9	0	0	0	0	0	0	0	1	2	0	0
V36	1	10	125	7	0	80	0	0	66	0	4	18	27	2	0	0	0	0	0
V37	2	0	40	3	0	0	10	0	8	0	4	7	3	3	0	6	0	0	0
V38	13	119	87	198	45	75	50	27	25	10	0	20	23	10	6	0	0	0	0
V39	0	1	34	43	0	17	18	51	0	0	0	5	0	0	0	0	0	0	0
V40	3	78	82	0	100	61	14	0	0	68	18	9	77	23	20	0	0	0	0
V41	14	5	0	109	28	0	0	95	4	0	0	7	0	1	7	0	7	0	10
V42	0	2	31	24	8	0	0	0	5	2	2	0	5	0	0	0	0	0	0
V43	65	30	91	89	10	0	42	0	56	36	0	10	14	0	30	2	0	0	0
V44	15	1	103	0	22	0	1	0	0	0	2	22	0	0	22	10	0	0	0
V45	265	46	65	25	14	0	0	0	77	53	14	43	7	0	0	18	0	0	0
V46	64	0	17	138	0	0	12	0	13	0	12	13	18	0	8	0	0	5	0
V47	221	23	5	33	0	2	0	0	6	0	2	0	0	15	0	0	41	0	0
V48	54	5	12	9	29	87	6	0	68	0	0	0	9	0	27	0	0	0	0
V49	8	94	165	4	19	0	0	0	0	0	8	2	16	0	14	12	0	0	0
V50	12	36	26	122	12	0	22	78	20	0	0	8	0	25	1	0	0	0	3
V51	150	7	0	0	9	0	4	0	1	0	0	5	18	0	0	4	16	0	0
V52	21	0	55	4	1	0	5	0	0	0	10	0	0	0	0	7	12	0	0
V53	232	0	2	21	124	0	4	14	2	3	0	13	0	0	0	0	24	0	0
V54	0	1	0	1	16	0	0	21	0	0	13	3	4	3	0	8	0	2	0
V55	39	24	17	0	99	0	30	95	21	25	34	42	0	0	0	0	0	0	0
V56	9	0	23	134	0	0	7	30	1	0	9	0	0	0	6	0	0	0	1
V57	131	33	67	13	0	0	1	0	0	0	0	1	0	0	11	0	3	9	0
V58	0	0	11	57	58	0	60	90	149	5	8	0	50	0	0	18	0	21	5
V59	31	185	55	102	0	73	0	0	27	46	5	0	4	10	24	0	0	0	12
V60	5	6	104	3	7	31	77	0	33	0	28	6	0	0	14	13	0	0	0
V61	0	298	35	0	0	0	0	0	0	23	2	0	0	27	5	0	0	0	12
V62	2	7	37	30	47	0	30	12	9	0	0	16	0	0	10	14	6	0	0
V63	17	145	0	32	0	202	105	0	31	28	5	2	0	35	0	3	0	0	0
V64	4	210	307	7	0	57	0	0	38	90	11	0	0	6	0	0	0	5	0
V65	0	110	23	30	9	0	0	34	0	2	0	1	0	24	0	0	0	0	0
V66	174	2	65	0	0	0	13	7	1	0	13	8	0	3	0	4	35	0	0
V67	1	9	24	56	0	0	8	0	0	0	2	0	0	0	0	0	0	17	12
V68	115	40	0	148	5	154	28	69	1	44	0	11	0	12	0	0	11	22	2
V69	0	0	34	90	1	0	0	27	2	38	0	4	0	1	0	0	0	0	4
V70	74	32	64	111	8	0	0	0	2	27	9	7	0	0	0	0	0	18	6
