Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V45	12	18	57	4	0	2	6	26	0	6	29	0	0	3	0	3	0	0	23
V46	10	3	3	0	25	0	0	1	0	0	0	0	0	0	0	2	0	1	5
V47	136	46	116	38	0	19	0	33	9	5	35	2	26	1	27	0	37	0	0
V48	19	14	3	0	8	23	0	0	0	15	3	16	0	17	4	7	0	4	0
V49	116	21	3	0	18	0	12	0	0	13	1	0	0	3	6	0	0	0	0
V50	85	161	64	59	25	9	0	15	0	0	7	0	27	3	23	53	19	8	9
V51	100	4	4	23	19	123	11	0	6	19	4	14	6	15	58	0	0	21	0
V52	40	6	28	116	7	0	48	4	135	2	6	4	31	22	0	20	0	4	11
V53	0	0	0	10	0	29	0	1	8	3	0	10	7	4	15	0	0	6	0
V54	21	2	29	0	77	105	9	14	0	27	6	92	0	0	0	0	0	0	0
V55	0	153	29	0	46	31	127	10	9	1	18	19	1	2	21	22	0	0	3
V56	1	12	0	0	4	2	0	0	0	0	0	0	1	0	5	3	0	1	2
V57	0	71	13	0	0	11	0	3	0	0	12	0	0	8	10	0	0	16	0
V58	32	4	11	1	22	3	9	7	0	2	3	5	0	0	4	0	4	0	2
V59	18	8	14	24	6	5	1	7	17	4	4	0	0	2	0	0	5	0	1
V60	40	22	7	2	14	2	27	2	0	0	3	2	10	7	0	8	4	10	1
V61	110	4	22	15	29	2	0	16	12	7	11	0	13	0	0	16	6	0	8
V62	52	106	91	0	1	2	8	47	0	10	45	4	0	0	12	10	1	10	10
V63	84	9	23	1	5	45	14	6	0	5	2	28	2	45	0	0	0	31	0
V64	11	5	33	10	16	11	2	14	3	7	8	0	8	19	13	0	6	0	12
V65	167	36	49	0	60	0	66	36	0	12	42	1	0	7	5	9	0	0	15
V66	54	76	37	0	68	1	9	2	0	0	33	0	0	0	0	30	18	0	3
V67	56	18	2	72	0	7	0	7	121	0	1	5	38	14	0	0	15	0	0
V68	43	24	15	0	0	21	4	9	0	42	14	10	0	18	20	0	12	14	0
V69	0	166	3	0	0	16	0	0	0	6	0	14	0	3	1	11	1	30	0
V70	31	20	4	4	0	89	0	6	0	14	13	17	0	17	1	0	0	0	5
V71	70	7	8	12	41	1	0	4	13	5	3	0	22	4	0	0	1	0	0
V72	0	37	63	1	1	0	0	32	3	0	32	2	7	3	0	0	0	0	0
V73	109	23	20	27	0	0	0	0	7	24	2	0	17	3	13	12	18	3	9
V74	82	60	2	20	28	1	20	0	30	9	0	13	19	2	3	0	28	9	1
V75	67	1	0	3	7	6	147	0	5	15	0	3	9	8	9	13	7	17	0
V76	79	35	108	0	0	72	0	27	9	68	29	21	0	50	15	6	0	14	0
V77	136	42	77	7	1	10	11	36	3	37	47	8	4	4	6	0	0	0	0
V78	50	60	16	0	31	5	0	6	0	7	6	15	1	7	0	0	0	12	4
V79	39	91	0	30	11	4	1	4	32	6	0	6	4	1	0	0	0	8	1
V80	43	75	19	1	0	0	0	15	1	3	7	4	1	0	4	7	17	0	0
V81	0	126	74	3	3	3	0	62	0	7	10	0	0	2	5	0	22	8	4
V82	405	33	33	0	78	6	116	95	0	72	100	20	0	0	6	0	7	0	13
V83	2	0	31	1	1	3	0	15	0	7	2	3	3	0	0	0	0	1	2
V84	31	59	40	4	12	5	27	30	1	14	8	0	0	0	7	6	0	0	32
V85	89	31	0	13	126	6	73	1	24	0	0	2	24	2	0	0	0	39	0
V86	36	0	13	9	4	9	0	9	1	0	6	6	9	2	1	14	1	0	0
V87	29	29	81	23	68	5	75	28	7	5	23	6	8	0	1	0	0	0	8
V88	41	9	30	14	59	1	17	7	23	0	15	0	15	0	0	0	6	0	4
V89	37	49	103	10	2	9	0	35	0	10	26	3	7	2	29	13	3	0	1
V90	14	95	14	0	68	23	37	4	0	4	12	18	0	10	1	24	0	0	1
V91	0	9	5	35	0	6	0	9	16	5	16	9	6	3	0	0	0	11	0
V92	187	187	16	9	28	15	44	5	12	33	11	2	8	2	17	0	37	4	1
V93	41	86	1	8	0	7	5	0	5	3	0	0	0	1	6	0	0	0	0
V94	20	61	0	13	10	5	23	0	11	7	0	0	1	0	0	0	8	2	3
V95	11	4	16	39	57	8	0	35	17	5	14	4	0	6	1	0	0	18	11
V96	60	9	0	45	0	16	0	4	2	2	0	5	13	10	4	0	0	0	0
V97	69	227	0	0	30	50	0	0	0	0	0	25	1	8	6	52	0	1	2
V98	99	205	31	1	0	9	0	4	0	6	2	7	0	0	1	0	0	0	1
V99	18	19	0	1	3	0	0	0	0	4	0	0	0	0	0	0	6	2	0
V100	58	22	9	79	32	0	50	5	5	18	3	0	6	0	0	21	0	10	5
