MutationType	ID83A	ID83B
1:Del:C:0	2.08E-02	2.08E-02
1:Del:C:1	6.74E-03	6.93E-03
1:Del:C:2	2.60E-04	2.23E-04
1:Del:C:3	6.68E-04	6.48E-04
1:Del:C:4	8.55E-04	8.96E-04
1:Del:C:5	5.96E-04	4.51E-04
1:Del:T:0	7.45E-03	7.35E-03
1:Del:T:1	3.24E-03	3.06E-03
1:Del:T:2	5.73E-03	6.05E-03
1:Del:T:3	7.07E-03	7.13E-03
1:Del:T:4	5.59E-03	6.14E-03
1:Del:T:5	1.24E-02	1.09E-02
1:Ins:C:0	1.81E-04	1.13E-04
1:Ins:C:1	7.64E-05	1.43E-04
1:Ins:C:2	7.90E-05	6.51E-05
1:Ins:C:3	2.64E-05	4.26E-05
1:Ins:C:4	1.07E-04	8.00E-05
1:Ins:C:5	1.17E-03	8.30E-04
1:Ins:T:0	8.29E-04	9.47E-04
1:Ins:T:1	7.58E-04	7.09E-04
1:Ins:T:2	1.16E-04	1.59E-04
1:Ins:T:3	1.94E-04	2.08E-04
1:Ins:T:4	4.23E-04	4.22E-04
1:Ins:T:5	2.66E-02	2.10E-02
2:Del:R:0	9.32E-04	8.63E-04
2:Del:R:1	3.82E-04	4.41E-04
2:Del:R:2	1.14E-04	1.65E-04
2:Del:R:3	6.15E-05	3.62E-05
2:Del:R:4	1.41E-05	1.81E-05
2:Del:R:5	3.26E-05	2.80E-05
3:Del:R:0	2.67E-04	2.04E-04
3:Del:R:1	2.90E-04	3.23E-04
3:Del:R:2	1.42E-04	1.71E-04
3:Del:R:3	5.12E-05	4.26E-05
3:Del:R:4	7.27E-09	6.24E-09
3:Del:R:5	7.27E-09	6.24E-09
4:Del:R:0	3.41E-04	2.64E-04
4:Del:R:1	3.24E-04	3.90E-04
4:Del:R:2	4.03E-05	5.34E-05
4:Del:R:3	7.27E-09	6.24E-09
4:Del:R:4	7.27E-09	6.24E-09
4:Del:R:5	4.56E-05	7.12E-05
5:Del:R:0	1.11E-02	1.01E-02
5:Del:R:1	8.35E-05	5.70E-05
5:Del:R:2	5.77E-05	5.58E-05
5:Del:R:3	1.68E-05	4.61E-08
5:Del:R:4	7.27E-09	6.24E-09
5:Del:R:5	7.27E-09	6.24E-09
2:Ins:R:0	1.04E-04	8.55E-05
2:Ins:R:1	7.25E-03	1.64E-02
2:Ins:R:2	8.26E-05	6.86E-05
2:Ins:R:3	6.53E-05	4.50E-05
2:Ins:R:4	8.12E-05	1.09E-04
2:Ins:R:5	6.13E-04	5.99E-04
3:Ins:R:0	5.64E-05	8.53E-05
3:Ins:R:1	1.01E-04	7.57E-05
3:Ins:R:2	3.39E-05	3.32E-05
3:Ins:R:3	7.27E-09	6.24E-09
3:Ins:R:4	2.72E-05	3.91E-05
3:Ins:R:5	1.09E-04	9.12E-05
4:Ins:R:0	1.91E-02	1.76E-02
4:Ins:R:1	1.78E-04	1.35E-04
4:Ins:R:2	4.89E-05	4.82E-05
4:Ins:R:3	2.28E-05	1.31E-05
4:Ins:R:4	6.39E-05	8.47E-05
4:Ins:R:5	1.15E-04	9.05E-05
5:Ins:R:0	1.56E-05	2.13E-05
5:Ins:R:1	1.20E-03	3.26E-03
5:Ins:R:2	4.58E-04	3.09E-04
5:Ins:R:3	2.92E-05	3.99E-05
5:Ins:R:4	2.56E-05	7.19E-06
5:Ins:R:5	7.27E-09	6.24E-09
2:Del:M:1	2.82E-04	3.34E-04
3:Del:M:1	2.91E-04	2.74E-04
3:Del:M:2	1.43E-04	1.79E-04
4:Del:M:1	3.00E-02	2.75E-02
4:Del:M:2	1.92E-04	1.28E-04
4:Del:M:3	1.82E-04	1.22E-04
5:Del:M:1	1.26E-02	1.13E-02
5:Del:M:2	6.16E-03	6.49E-03
5:Del:M:3	2.36E-03	2.03E-03
5:Del:M:4	6.77E-04	6.19E-04
5:Del:M:5	5.80E-04	4.58E-04
