Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V14	5.45E+00	6.29E-01	8.32E+00	1.17E+01	6.95E+00	3.79E-01	2.00E-01	9.99E+00	1.09E+00	3.15E+00	1.27E+01	0.00E+00	5.25E+00	6.00E-01	3.00E-01	6.76E+00
V15	1.36E+00	7.57E+00	3.79E-01	3.89E-01	4.82E-01	1.02E+01	1.93E+00	8.43E+00	9.09E+00	6.96E-01	9.98E-01	1.94E+00	1.34E+00	1.07E+01	1.57E+00	7.06E+00
V16	1.10E+01	4.68E+00	1.80E+00	4.08E+00	2.41E+00	6.11E+00	1.64E+00	7.10E+00	3.30E+00	9.48E-01	3.86E+00	2.84E+00	2.15E+00	4.94E+00	2.42E+00	1.22E+01
V17	2.54E+00	7.75E-01	3.18E+00	2.99E+00	3.68E+00	0.00E+00	3.40E+00	4.83E+00	0.00E+00	2.36E+00	3.73E+00	9.85E+00	5.39E+00	4.78E+00	1.07E+01	2.39E+00
V18	2.36E+00	6.57E+00	9.21E-01	9.21E+00	5.69E+00	0.00E+00	2.77E-01	2.60E+00	0.00E+00	8.33E-01	1.32E+01	4.82E-01	4.41E+00	5.75E+00	0.00E+00	2.24E+00
V19	3.13E+00	4.40E+00	6.18E-01	6.23E+00	5.75E+00	2.41E+00	8.30E-01	6.50E+00	3.44E+00	1.55E+00	7.80E+00	3.64E+00	4.93E+00	4.69E+00	2.69E+00	2.89E+00
V20	7.00E+00	1.97E+01	0.00E+00	1.57E+00	1.03E+00	7.04E+00	0.00E+00	7.96E+00	4.99E+00	4.07E-01	3.07E+00	6.00E-01	4.27E-01	2.29E+01	2.21E-01	7.01E+00
V21	5.93E-01	0.00E+00	4.66E+00	3.10E+00	1.27E+00	1.84E+00	4.14E+00	3.05E+00	1.82E+00	3.01E+00	3.10E+00	8.36E+00	3.77E+00	3.60E+00	8.52E+00	0.00E+00
V22	1.21E+01	9.80E-01	2.50E+00	1.00E+00	1.15E+00	1.36E+00	5.81E-01	3.93E+00	3.20E+00	2.63E+00	9.80E-01	5.54E-01	2.67E+00	1.27E+00	1.07E+00	1.30E+01
V23	9.57E-01	7.52E-01	5.54E-01	9.73E+00	2.96E+00	2.24E+00	6.99E-01	3.16E+00	1.49E+00	1.44E+00	1.06E+01	3.42E-01	1.86E+00	1.18E+00	1.05E+00	9.07E-01
V24	1.40E+00	5.86E-01	7.92E-01	0.00E+00	6.86E-01	0.00E+00	2.66E+00	0.00E+00	0.00E+00	6.83E-01	1.15E+00	3.21E+00	1.12E+00	2.02E+00	1.27E+00	3.00E-01
V25	2.49E+00	7.42E+00	1.36E+00	1.45E+00	7.34E-01	8.46E-01	6.29E-01	1.76E+00	1.41E+00	8.36E-01	3.48E+00	1.53E+00	7.02E-01	6.85E+00	1.16E+00	3.05E+00
V26	1.59E+01	0.00E+00	4.80E+00	1.33E+00	1.59E+00	0.00E+00	8.14E-01	1.38E+01	0.00E+00	5.00E+00	2.69E+00	0.00E+00	2.95E+00	0.00E+00	3.67E-01	1.51E+01
V27	1.63E-01	1.90E+00	4.99E-01	0.00E+00	8.92E-01	9.44E+00	1.21E+00	7.69E+00	7.90E+00	3.06E-01	1.34E+00	3.39E+00	1.30E+00	2.63E+00	1.50E+00	0.00E+00
V28	1.44E+00	5.77E-01	3.40E+00	6.93E+00	1.83E+00	4.33E+00	1.98E+00	4.81E+00	2.43E+00	2.29E+00	8.24E+00	1.92E+00	3.35E+00	6.40E-01	2.01E+00	6.00E-01
V29	2.53E+00	1.33E-01	0.00E+00	1.03E+01	3.39E+00	2.02E+00	2.64E+00	1.83E+00	1.54E+00	0.00E+00	1.20E+01	5.74E+00	3.57E+00	8.97E-01	4.83E+00	1.59E+00
V30	6.05E-01	1.36E+00	0.00E+00	6.80E-01	6.40E-01	2.33E-01	2.71E+00	0.00E+00	0.00E+00	1.00E-01	1.75E+00	1.74E+00	4.42E-01	8.72E-01	2.02E+00	3.00E-01
V31	2.54E+00	2.18E+01	1.56E+00	7.52E-01	1.30E+00	4.66E+01	2.24E+00	4.01E+01	2.92E+01	1.81E+00	1.26E+00	2.96E+00	1.87E+00	2.13E+01	2.17E+00	5.79E+00
V32	5.86E-01	1.53E+00	6.63E-01	9.97E+00	5.82E+00	1.95E+00	2.95E+00	6.04E+00	2.86E+00	1.33E-01	1.12E+01	0.00E+00	4.66E+00	3.61E+00	2.31E+00	4.99E-01
V33	4.73E+00	5.00E-01	1.61E+00	3.27E-01	1.16E+00	7.06E-01	2.19E+00	6.12E+00	5.00E-01	1.14E+00	3.42E-01	4.41E+00	1.14E+00	7.46E-01	5.68E+00	5.25E+00
V34	1.77E+01	1.27E+00	1.62E+00	1.18E+00	8.69E-01	8.79E-01	0.00E+00	1.02E+00	0.00E+00	2.89E+00	1.57E+00	5.17E-01	2.37E+00	6.00E-01	8.60E-01	1.85E+01
V35	2.70E+00	2.55E+01	1.12E+00	1.67E+00	1.56E+00	1.73E+00	9.19E+00	3.23E+00	2.65E+00	1.30E+00	2.68E+00	3.16E+00	4.16E+00	2.32E+01	3.87E+00	2.92E+00
V36	1.67E+00	7.86E+00	3.33E-01	3.35E-01	6.96E-01	7.70E+00	1.05E+00	7.07E+00	5.08E+00	3.07E-01	5.62E+00	2.42E+00	1.05E+00	7.09E+00	1.81E+00	4.61E+00
V37	7.45E-01	1.52E+00	5.17E-01	0.00E+00	8.82E-01	2.16E+01	4.49E+00	2.40E+01	1.82E+01	4.27E-01	3.00E-01	4.52E+00	1.63E-01	3.86E+00	2.78E+00	2.42E+01
V38	1.63E+00	5.49E+00	9.04E-01	2.35E+00	3.66E+00	1.58E+00	1.81E+00	2.40E+00	7.64E-01	6.11E-01	6.27E+00	9.09E-01	3.01E+00	2.81E+00	2.22E+00	1.30E+00
V39	2.44E+00	9.03E+00	1.14E+00	3.72E+00	1.66E+00	6.16E-01	7.39E+00	3.64E+00	3.00E-01	0.00E+00	6.05E+00	9.80E+00	5.89E+00	1.22E+01	6.16E+00	3.00E-01
V40	1.40E+00	3.85E+00	6.51E-01	2.51E+00	1.66E+00	6.80E-01	1.80E+00	1.89E+00	2.00E-01	0.00E+00	2.47E+00	2.39E+00	1.26E+00	3.75E+00	1.96E+00	1.00E+00
V41	4.28E+00	5.40E+00	0.00E+00	3.00E-01	2.04E+00	1.44E+00	7.73E+00	2.46E+00	2.55E+00	4.07E-01	4.04E+00	4.46E+00	2.37E+00	9.32E+00	3.41E+00	4.54E+00
V42	4.45E+00	8.41E+00	1.12E+00	1.68E+00	1.36E+00	1.19E+01	4.55E+00	1.60E+01	1.07E+01	2.50E+00	6.20E+00	3.08E+00	2.08E+00	1.15E+01	2.89E+00	1.59E+01
V43	3.30E+00	2.98E-01	4.03E+00	3.01E+00	3.22E+00	3.35E-01	5.76E+00	3.39E+00	6.00E-01	2.02E+00	4.25E+00	3.13E+00	2.39E+00	5.59E+00	3.00E+00	2.03E+00
V44	1.40E+01	1.33E+01	6.67E+00	1.09E+00	3.96E-01	1.05E+00	3.65E+00	5.60E+00	7.31E-01	5.31E+00	9.30E+00	5.31E+00	5.67E+00	1.15E+01	4.09E+00	1.33E+01
V45	1.41E+00	1.02E+01	0.00E+00	5.74E+00	1.61E+00	5.92E+00	6.16E-01	1.18E+01	8.43E+00	0.00E+00	8.54E+00	2.79E+00	2.65E+00	4.91E+00	3.24E+00	3.09E+00
V46	1.51E+00	0.00E+00	3.07E+00	4.48E-01	0.00E+00	9.78E-01	5.39E-01	9.33E-01	7.78E-01	2.55E+00	0.00E+00	1.12E+00	2.74E+00	0.00E+00	4.99E-01	2.01E+00
V47	4.36E+00	2.29E+00	4.71E-01	8.77E+00	8.96E+00	0.00E+00	6.67E-01	1.20E+01	0.00E+00	4.42E-01	1.27E+01	1.09E+00	9.64E+00	2.09E+00	1.77E+00	4.63E+00
V48	3.10E+00	2.28E+01	9.87E-01	1.59E+00	1.78E+00	1.53E+00	1.08E+00	4.90E+00	2.56E+00	2.41E+00	5.62E+00	9.07E-01	1.88E+00	2.03E+01	2.46E+00	1.78E+00
V49	3.07E+00	1.42E+00	6.21E+00	2.20E+00	1.51E+00	1.67E+00	4.35E+00	5.44E+00	3.59E+00	4.73E+00	3.76E+00	7.52E+00	3.27E+00	7.55E+00	7.37E+00	2.68E+00
V50	3.79E-01	3.81E+00	2.54E+00	1.22E+00	8.83E-01	3.57E+00	1.04E+00	2.84E+00	3.31E+00	4.61E+00	1.51E+00	3.68E+00	3.28E+00	2.49E+00	1.13E+00	2.34E+00
V51	7.27E-01	3.62E+00	0.00E+00	8.15E+00	4.97E+00	3.40E-01	1.10E+00	6.06E+00	0.00E+00	3.48E-01	1.01E+01	4.99E-01	4.40E+00	3.83E+00	1.20E+00	0.00E+00
V52	4.36E+00	0.00E+00	6.63E-01	1.77E+01	3.07E+00	2.50E+00	1.17E+00	5.02E+00	1.74E+00	5.62E-01	1.83E+01	1.37E+00	2.93E+00	7.67E-01	1.01E+00	3.38E+00
V53	6.25E+00	7.51E+01	1.89E+00	5.21E-01	6.36E-01	0.00E+00	2.97E+00	0.00E+00	0.00E+00	2.50E+00	4.81E+00	2.91E+00	4.14E+00	7.81E+01	5.08E+00	7.22E+00
V54	5.93E-01	6.00E+00	4.05E+00	1.10E+01	2.40E+00	2.00E-01	9.94E-01	1.69E+00	3.35E-01	2.44E+00	1.36E+01	1.68E+00	3.38E+00	5.04E+00	1.83E+00	1.00E-01
V55	2.55E+01	5.73E+00	1.15E+00	3.78E+00	2.14E+00	4.42E-01	1.26E+00	1.70E+00	4.58E-01	1.29E+00	6.78E+00	1.02E+00	1.78E+00	6.22E+00	1.56E+00	2.44E+01
V56	1.43E+00	1.26E+00	9.22E+00	3.58E+00	6.00E-01	7.94E+00	2.66E+00	1.25E+01	7.74E+00	1.79E+01	2.26E+00	2.78E+00	2.13E+01	1.88E+00	2.78E+00	6.00E-01
V57	1.99E+00	1.85E+00	0.00E+00	1.14E+00	9.80E-01	1.40E+01	1.99E+00	1.84E+01	1.46E+01	6.71E-01	7.92E-01	2.65E+00	5.97E-01	1.84E+00	0.00E+00	1.35E+01
V58	2.12E+00	6.33E-01	8.27E-01	1.57E+00	1.03E+00	6.18E+00	7.92E-01	8.27E+00	7.64E+00	2.00E-01	2.39E+00	5.62E-01	7.48E-01	1.69E+00	0.00E+00	2.15E+00
V59	2.49E+00	0.00E+00	2.82E+01	1.54E+00	9.34E-01	8.97E-01	9.91E-01	1.18E+00	3.00E-01	3.10E+01	1.10E+00	0.00E+00	2.82E+01	0.00E+00	0.00E+00	1.58E+00
V60	5.43E+00	1.04E+00	1.11E+00	0.00E+00	2.49E-01	1.66E+00	7.72E-01	1.15E+00	1.59E+00	5.96E-01	8.03E-01	1.59E+00	6.71E-01	1.49E+00	3.00E-01	5.15E+00
V61	1.65E+00	2.85E+00	7.33E-01	2.88E+00	7.02E-01	3.61E+00	9.57E-01	4.17E+00	4.30E+00	1.25E+00	3.21E+00	3.35E+00	1.82E+00	1.44E+00	2.19E+00	1.39E+00
V62	3.89E+00	4.23E-01	3.43E+00	0.00E+00	1.07E+00	0.00E+00	1.28E+00	6.00E-01	1.00E-01	2.59E+00	1.42E+00	2.36E+00	3.43E+00	2.45E+00	2.72E+00	3.26E+00
V63	2.11E+01	4.60E+00	3.33E-01	5.40E+00	2.30E+00	2.00E-01	3.63E+00	2.70E+00	0.00E+00	2.67E-01	5.69E+00	1.45E+00	2.27E+00	5.38E+00	1.21E+00	2.12E+01
V64	2.86E+00	6.42E+00	4.46E+00	1.01E+00	7.52E-01	2.48E+01	1.45E+00	2.29E+01	1.66E+01	4.77E+00	6.05E-01	1.43E+00	5.74E+00	6.41E+00	2.00E-01	2.55E+00
V65	6.63E-01	0.00E+00	1.18E+00	0.00E+00	5.58E-01	2.96E+00	9.92E-01	4.55E+00	1.69E+00	3.42E-01	2.13E-01	2.22E+00	5.62E-01	0.00E+00	1.71E+00	2.55E+00
V66	0.00E+00	1.63E-01	1.40E+00	0.00E+00	9.09E-01	0.00E+00	4.10E+00	0.00E+00	0.00E+00	8.79E-01	4.00E+00	1.27E+01	5.20E+00	7.81E+00	9.28E+00	1.00E-01
V67	5.54E-01	1.32E+00	2.91E-01	5.26E+00	1.97E+00	0.00E+00	4.07E-01	1.79E+00	0.00E+00	5.42E-01	6.05E+00	1.65E+00	1.82E+00	7.33E-01	1.44E+00	1.33E-01
V68	1.82E+01	2.01E+01	3.41E+00	1.85E+00	8.57E-01	2.52E+00	1.51E+00	3.08E+00	1.70E+00	2.59E+00	2.35E+00	1.29E+00	2.64E+00	1.56E+01	3.14E+00	1.97E+01
V69	1.71E+00	2.43E+00	2.59E+00	1.44E+00	1.18E+00	5.64E+00	9.78E-01	6.69E+00	5.55E+00	2.23E+00	9.20E-01	1.00E-01	1.93E+00	2.12E+00	5.97E-01	1.19E+00
V70	6.25E+00	5.96E-01	0.00E+00	6.80E-01	2.00E-01	3.18E+00	8.92E-01	2.08E+00	3.65E+00	3.00E-01	1.21E+00	7.22E-01	7.22E-01	7.86E-01	6.51E-01	6.74E+00
V71	6.38E+00	1.75E+00	0.00E+00	6.04E+00	9.09E+00	0.00E+00	1.20E+00	1.36E+01	0.00E+00	3.06E-01	1.08E+01	2.00E+00	5.26E+00	1.75E+00	8.30E-01	7.48E+00
V72	2.31E+00	7.18E-01	0.00E+00	3.30E+00	1.39E+00	8.74E+00	2.57E+00	9.51E+00	9.10E+00	4.16E-01	3.62E+00	6.50E+00	1.13E+00	1.29E+00	4.73E+00	3.75E+00
V73	6.84E-01	2.58E+00	2.49E-01	0.00E+00	1.19E+00	2.54E+00	5.12E+00	2.54E+00	1.92E+00	1.25E+00	3.47E+00	7.37E+00	2.19E+00	7.33E+00	5.55E+00	1.89E+00
V74	2.36E+00	7.56E+00	4.23E+00	0.00E+00	6.53E-01	8.36E-01	6.40E+00	5.80E+00	1.40E+00	4.07E+00	1.99E+00	3.27E+00	4.68E+00	8.92E+00	4.09E+00	1.58E+00
V75	8.30E-01	0.00E+00	0.00E+00	0.00E+00	5.33E-01	4.47E-01	1.11E+00	7.37E-01	8.03E-01	0.00E+00	4.82E-01	4.46E+00	2.17E+00	6.83E-01	4.36E+00	1.99E+00
V76	4.04E+00	1.47E+01	1.84E+00	1.15E+00	1.37E+00	4.34E+00	1.82E+00	3.87E+00	3.68E+00	8.95E-01	1.96E+00	6.11E-01	3.23E+00	1.74E+01	7.27E-01	3.99E+00
V77	2.26E+00	1.18E+01	1.87E+00	4.57E+00	3.42E+00	8.23E-01	4.27E+00	5.10E+00	5.93E-01	8.54E-01	4.83E+00	2.97E+00	2.60E+00	1.20E+01	1.62E+00	2.20E+00
V78	1.64E+00	1.88E+00	1.10E+00	1.00E+00	6.16E-01	4.62E+00	1.30E+00	6.00E+00	3.41E+00	3.79E-01	1.36E+00	6.16E-01	5.86E-01	2.13E+00	0.00E+00	5.51E+00
V79	4.67E+00	8.87E+00	0.00E+00	2.25E+00	1.81E+00	4.12E+00	7.92E-01	5.80E+00	4.28E+00	0.00E+00	2.71E+00	1.63E+00	7.67E-01	8.99E+00	1.75E+00	5.14E+00
V80	2.32E+00	0.00E+00	4.76E-01	2.89E+00	2.94E+00	0.00E+00	8.57E-01	1.62E+00	0.00E+00	2.13E-01	4.20E+00	8.33E-01	2.43E+00	3.00E-01	1.48E+00	1.84E+00
V81	3.40E-01	0.00E+00	0.00E+00	2.00E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.77E-01	0.00E+00	5.12E-01	0.00E+00	0.00E+00	3.40E-01	1.00E-01
V82	1.52E+00	0.00E+00	1.45E+00	9.09E-01	1.30E+00	0.00E+00	2.67E-01	1.40E+00	0.00E+00	1.27E+00	6.05E-01	0.00E+00	1.63E+00	0.00E+00	0.00E+00	8.00E-01
V83	1.38E+00	9.20E-01	2.13E+00	0.00E+00	9.36E-01	1.65E+00	4.36E+00	3.78E+00	1.81E+00	8.46E-01	4.51E+00	3.79E+00	2.10E+00	3.18E+00	3.16E+00	1.19E+00
V84	7.42E+00	9.75E-01	6.80E-01	1.45E+00	1.10E+00	0.00E+00	2.45E+00	2.00E-01	7.57E-01	0.00E+00	1.93E+00	1.49E+00	6.00E-01	1.67E+00	1.96E+00	6.91E+00
V85	2.67E-01	1.38E+01	3.94E-01	0.00E+00	3.00E-01	1.19E+00	5.33E-01	1.33E+00	9.94E-01	4.42E-01	1.78E+00	0.00E+00	3.35E-01	1.34E+01	1.30E+00	9.66E-01
V86	1.75E+00	5.73E-01	1.72E+00	1.79E+00	3.35E+00	4.15E+00	2.38E+00	4.47E+00	3.85E+00	1.28E+00	1.92E+00	2.72E+00	1.81E+00	2.80E+00	1.73E+00	4.77E+00
V87	4.45E+01	0.00E+00	1.67E+00	3.40E-01	0.00E+00	1.56E+00	8.30E-01	4.00E-01	0.00E+00	1.18E+00	3.43E+00	6.00E-01	2.15E+00	7.00E-01	4.00E-01	4.25E+01
V88	3.75E+00	1.13E+00	1.63E+00	1.67E+00	2.58E+00	5.87E+00	2.33E+00	7.47E+00	4.32E+00	0.00E+00	2.23E+00	1.85E+00	2.48E+00	2.39E+00	6.87E-01	3.26E+00
V89	6.42E+00	3.77E+00	1.19E+00	1.42E+00	1.37E+00	9.03E+00	1.41E+00	6.07E+00	4.91E+00	7.89E-01	2.20E+00	5.39E-01	2.40E+00	3.87E+00	2.53E+00	6.69E+00
V90	7.02E+00	6.68E+00	0.00E+00	2.67E-01	1.20E+00	3.54E+00	7.31E-01	4.68E+00	2.47E+00	0.00E+00	6.81E+00	0.00E+00	8.95E-01	6.17E+00	2.70E+00	6.48E+00
V91	3.31E+00	7.81E+00	0.00E+00	1.43E+00	4.17E+00	4.22E+00	6.75E+00	2.85E+00	2.43E+00	1.00E-01	2.49E+00	3.91E+00	1.56E+00	1.19E+01	2.99E+00	4.82E+00
V92	1.33E-01	5.47E-01	1.83E+00	4.44E+00	2.46E+00	3.66E+00	3.34E+00	3.33E+00	3.18E+00	1.82E+00	5.20E+00	2.08E+00	7.51E+00	2.50E+00	2.21E-01	3.45E+00
V93	0.00E+00	6.83E-01	1.19E+00	1.38E+00	1.67E+00	3.02E+00	1.00E+00	3.11E+00	1.92E+00	1.03E+00	7.61E-01	2.75E+00	3.43E+00	2.00E-01	2.10E+00	2.70E+00
V94	1.19E+00	1.27E+00	4.52E-01	9.68E-01	1.58E+00	1.78E+00	4.32E+00	1.14E+00	1.79E+00	8.88E-01	6.53E+00	6.59E+00	2.64E+00	6.45E+00	6.59E+00	8.00E-01
V95	4.49E+00	7.71E+00	3.96E-01	4.27E-01	2.49E-01	3.18E+00	3.40E-01	3.43E+00	3.04E+00	1.46E+00	8.70E-01	9.33E-01	2.51E+00	8.35E+00	1.50E+00	3.69E+00
V96	1.00E-01	6.78E+00	1.53E-01	5.06E+00	4.46E+00	2.44E+00	3.40E-01	5.14E+00	2.78E+00	3.06E-01	8.90E+00	0.00E+00	5.44E+00	4.96E+00	8.33E-01	2.19E+00
V97	9.48E+00	4.24E+00	8.27E-01	0.00E+00	1.03E+00	9.15E+00	2.69E+00	1.20E+01	6.11E+00	5.97E-01	4.14E+00	1.47E+00	7.89E-01	8.76E+00	0.00E+00	1.12E+01
V98	3.87E+00	1.70E+00	3.39E+00	6.15E+00	3.71E+00	1.80E+00	1.66E+00	5.51E+00	1.81E+00	2.62E+00	8.31E+00	2.37E+00	4.18E+00	2.44E+00	2.83E+00	4.03E+00
V99	2.35E+00	5.59E-01	2.80E+00	1.15E+00	3.12E+00	4.55E+00	9.94E-01	8.44E+00	5.47E+00	1.63E+00	3.27E+00	8.27E-01	4.11E+00	2.53E+00	1.33E-01	2.39E+00
V100	3.99E+00	4.67E-01	2.08E+00	5.62E-01	5.62E-01	7.06E+00	1.34E+00	8.71E+00	7.14E+00	7.22E-01	6.05E-01	8.94E-01	1.39E+00	1.31E+00	8.62E-01	2.40E+00
