NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.655	26.755	16.229	16.958	0.165	0.978	30000.0
2	67.472	28.038	17.633	17.83	0.17	0.978	40000.0
3	65.658	27.496	16.869	17.193	0.164	0.981	30000.0
4	60.817	25.414	15.709	16.398	0.156	0.981	30000.0
5	67.686	27.902	18.804	18.389	0.155	0.979	20000.0
6	69.573	28.622	19.289	19.165	0.162	0.976	30000.0
7	62.118	26.708	15.926	17.36	0.167	0.977	20000.0
8	63.378	26.871	16.642	17.843	0.165	0.977	30000.0
9	65.881	27.878	17.506	18.212	0.165	0.978	30000.0
10	61.195	25.681	15.527	16.211	0.161	0.982	40000.0
