Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	0	39	35	0	0	12	5	12	19
V2	49	0	71	99	3	0	6	35	0
V3	21	0	95	18	0	21	0	19	7
V4	32	8	4	27	0	0	1	0	0
V5	47	174	0	17	36	2	0	12	0
V6	210	205	79	0	0	18	16	77	0
V7	198	64	17	0	43	29	113	0	6
V8	57	73	8	0	45	0	44	15	0
V9	32	16	14	0	6	13	6	0	12
V10	45	33	0	7	24	8	0	0	15
V11	0	28	11	71	18	28	32	0	0
V12	117	7	9	73	145	82	45	40	0
V13	83	9	49	1	11	27	19	0	26
V14	10	321	26	41	103	2	28	0	27
V15	1	0	12	74	103	0	4	0	2
V16	21	104	30	57	61	0	27	15	0
V17	41	3	11	27	11	22	0	0	72
V18	124	0	0	61	0	0	0	54	0
V19	56	20	76	56	43	1	0	0	0
V20	5	47	1	11	54	36	0	0	10
V21	1	19	11	34	4	110	10	15	0
V22	0	0	33	0	48	78	0	38	0
V23	45	0	0	4	9	5	18	14	0
V24	132	111	0	21	47	49	116	97	0
V25	139	318	3	5	35	166	112	0	39
V26	0	4	24	9	6	91	0	8	35
V27	2	31	4	19	58	11	4	0	27
V28	5	141	1	0	16	6	62	0	5
V29	5	54	110	0	15	35	14	23	34
V30	96	154	33	2	69	63	48	0	33
V31	9	35	219	32	0	48	29	0	13
V32	197	69	0	66	0	55	60	0	21
V33	42	11	33	39	218	5	45	0	4
V34	53	75	18	33	105	34	76	16	0
V35	166	34	0	96	0	7	0	0	29
V36	0	123	247	39	0	0	0	35	12
V37	1	7	0	1	13	14	0	0	0
V38	33	80	23	8	2	0	10	48	7
V39	24	76	80	7	19	6	0	6	3
V40	0	6	180	20	82	22	0	73	10
V41	2	4	14	39	1	0	0	4	0
V42	0	3	0	2	24	10	0	0	6
V43	4	0	0	8	18	21	2	0	30
V44	8	47	34	0	2	81	13	41	5
V45	147	235	0	294	3	0	86	7	0
V46	92	0	10	1	89	14	22	34	0
V47	17	5	45	2	56	16	0	8	0
V48	7	0	76	8	11	57	2	21	0
V49	19	0	14	99	1	0	0	0	23
V50	225	0	0	23	6	5	66	5	0
V51	10	16	33	8	1	0	0	0	16
V52	10	104	165	0	6	0	37	38	3
V53	0	33	242	0	15	5	0	5	0
V54	5	2	4	0	116	60	0	1	22
V55	3	42	5	54	0	9	18	0	0
V56	92	9	0	53	0	175	24	11	31
V57	20	24	212	27	112	55	0	0	66
V58	0	10	0	2	33	1	6	0	0
V59	0	42	179	65	34	0	0	125	29
V60	46	34	0	0	6	8	0	37	41
V61	7	0	310	243	67	0	1	0	1
V62	303	21	1	0	57	1	0	0	17
V63	0	99	1	36	5	100	44	0	34
V64	0	5	308	65	90	1	0	18	24
V65	31	157	0	289	67	14	0	2	0
V66	0	4	50	57	81	1	0	0	14
V67	57	53	8	0	58	0	0	0	10
V68	212	4	0	1	8	0	40	29	0
V69	18	137	17	97	9	2	30	0	0
V70	8	17	0	5	7	214	0	0	30
V71	69	0	28	20	26	30	5	89	104
V72	6	42	5	129	2	44	8	0	8
V73	46	12	50	72	148	1	0	81	0
V74	0	69	2	51	4	4	0	0	12
V75	197	114	0	100	37	8	33	0	0
V76	87	0	0	47	22	20	9	9	5
V77	0	7	8	20	4	72	7	0	0
V78	3	0	376	5	11	76	23	0	0
V79	173	44	5	0	0	2	3	15	1
V80	112	62	33	23	0	54	34	50	0
V81	210	27	65	57	0	21	58	21	18
V82	121	3	18	89	12	0	5	172	0
V83	8	256	40	33	0	9	52	0	6
V84	31	11	423	0	2	0	0	25	14
V85	44	24	11	4	31	121	15	54	0
V86	123	7	14	4	1	19	0	0	2
V87	0	22	130	31	4	8	5	20	5
V88	119	32	59	0	0	7	2	0	0
V89	90	102	1	307	0	4	0	68	4
V90	22	16	21	1	13	58	7	1	13
V91	37	27	18	3	33	7	19	7	15
V92	65	32	6	20	67	23	87	14	14
V93	27	32	62	181	3	0	26	22	1
V94	112	9	15	152	3	57	0	0	74
V95	41	2	0	173	2	9	23	62	0
V96	25	184	18	152	23	2	0	0	10
V97	43	5	14	0	0	8	23	0	7
V98	155	0	0	53	23	68	34	41	0
V99	2	511	0	70	55	36	8	0	18
V100	26	0	4	5	0	11	1	0	15
