Samples	ID83A	ID83B
V1	144	111
V2	138	17
V3	187	15
V4	18	30
V5	67	257
V6	375	1
V7	92	142
V8	0	122
V9	90	4
V10	192	4
V11	173	56
V12	84	33
V13	0	139
V14	0	235
V15	54	89
V16	32	167
V17	61	24
V18	68	47
V19	37	247
V20	139	82
V21	93	50
V22	243	13
V23	386	204
V24	0	180
V25	110	115
V26	0	585
V27	258	47
V28	590	137
V29	95	149
V30	51	221
V31	215	67
V32	58	60
V33	9	211
V34	179	62
V35	163	0
V36	0	506
V37	154	282
V38	58	50
V39	156	97
V40	0	452
V41	128	0
V42	226	0
V43	176	179
V44	44	150
V45	411	0
V46	143	29
V47	59	132
V48	116	130
V49	33	107
V50	120	0
V51	13	148
V52	187	0
V53	204	313
V54	76	51
V55	395	0
V56	94	437
V57	97	60
V58	253	143
V59	166	62
V60	37	172
V61	145	35
V62	96	332
V63	0	445
V64	258	52
V65	82	15
V66	22	53
V67	60	426
V68	265	2
V69	121	156
V70	92	260
V71	133	19
V72	60	158
V73	110	191
V74	84	0
V75	56	90
V76	279	35
V77	142	89
V78	202	0
V79	2	144
V80	69	17
V81	22	0
V82	440	29
V83	192	0
V84	97	236
V85	482	37
V86	388	0
V87	192	207
V88	14	228
V89	205	0
V90	143	124
V91	262	209
V92	390	88
V93	101	11
V94	134	0
V95	190	84
V96	58	374
V97	421	16
V98	350	27
V99	83	74
V100	70	96
