Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	2.15E+00	5.42E-01	1.65E+00	1.35E+00	1.37E+00	8.62E-01	1.66E+00
V2	0.00E+00	3.96E-01	7.48E-01	7.12E-01	1.35E+00	4.51E+00	4.45E+00
V3	1.40E+00	3.75E+00	7.61E-01	7.30E-01	5.48E+00	1.13E+00	2.79E+00
V4	8.94E-01	7.15E-01	1.59E+00	6.15E-01	1.00E-01	3.40E-01	1.35E+00
V5	0.00E+00	1.66E+00	9.09E-01	1.39E+00	1.50E+01	1.65E+00	1.26E+01
V6	0.00E+00	1.73E+00	1.25E+00	0.00E+00	1.36E+01	0.00E+00	1.41E+01
V7	8.79E-01	7.34E-01	4.55E+00	0.00E+00	2.54E+00	4.97E+00	7.70E+00
V8	1.99E+00	2.69E-01	2.20E+00	2.24E+00	9.41E+00	2.37E+00	9.86E+00
V9	0.00E+00	1.37E+00	2.03E+00	1.54E+00	4.28E+00	5.15E+00	6.69E+00
V10	1.03E+00	9.67E-01	8.79E-01	1.54E+00	7.03E-01	6.11E-01	7.42E-01
V11	3.27E-01	9.83E-01	2.32E+00	3.27E-01	5.80E+00	1.63E+00	6.64E+00
V12	1.03E+00	1.00E+00	1.46E+00	1.54E+00	2.24E-01	1.71E+00	1.53E+00
V13	0.00E+00	1.26E+00	4.19E+00	3.27E-01	5.42E+00	1.52E+00	4.53E+00
V14	1.59E+00	1.57E+00	1.33E+00	8.75E-01	3.89E-01	7.49E-01	9.36E-01
V15	1.75E+00	1.71E+00	6.90E-01	0.00E+00	1.42E+00	1.88E+00	1.99E+00
V16	0.00E+00	1.45E+00	1.14E+00	2.77E-01	1.46E+00	1.68E+00	2.23E+00
V17	4.87E+00	3.90E+00	1.14E+00	1.47E+00	6.56E+00	0.00E+00	7.11E+00
V18	7.64E-01	0.00E+00	4.90E-01	6.67E-01	0.00E+00	2.26E+00	1.87E+00
V19	3.27E+00	1.23E+00	9.83E-01	1.38E+00	2.83E+00	2.44E+00	3.19E+00
V20	1.29E+00	3.44E+00	5.12E+00	4.52E-01	3.94E+00	2.88E+00	7.03E+00
V21	1.16E+00	4.92E+00	5.01E+00	1.60E+00	2.06E+00	8.60E-01	7.17E+00
V22	3.59E+00	2.00E+00	4.56E+00	0.00E+00	9.20E+00	4.07E+00	1.08E+01
V23	6.63E-01	2.74E+00	3.06E-01	6.67E-01	3.70E+00	5.39E-01	3.24E+00
V24	0.00E+00	2.34E+00	3.93E+00	2.10E+00	4.82E-01	1.84E+00	2.83E+00
V25	4.03E+00	2.49E-01	1.33E+00	1.36E+00	2.69E+01	3.73E+00	2.82E+01
V26	2.94E+00	1.01E+00	2.74E+00	4.16E+00	1.85E+00	1.00E+00	2.78E+00
V27	1.91E+00	3.10E+00	3.73E+00	0.00E+00	4.56E+00	2.24E-01	7.10E+00
V28	1.27E+00	3.89E+00	2.49E-01	0.00E+00	9.24E+00	3.66E+00	1.14E+01
V29	1.93E+00	1.32E+00	2.03E+00	7.12E-01	2.01E+00	8.62E-01	9.89E-01
V30	9.19E-01	1.89E+00	2.18E+01	4.23E-01	8.67E+00	3.00E+01	5.65E+01
V31	1.75E+00	5.14E+00	2.05E+01	0.00E+00	1.62E+01	1.48E+00	2.99E+01
V32	1.46E+00	1.64E+00	2.06E+00	5.67E-01	8.95E-01	1.00E+00	1.38E+00
V33	1.00E+00	6.15E-01	3.71E+00	7.67E-01	1.29E+00	2.03E+00	4.08E+00
