Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	41	3	8	26	1	3	14
V2	0	2	4	10	5	81	11
V3	31	198	10	7	96	6	0
V4	11	5	37	3	0	0	6
V5	0	19	0	20	98	3	113
V6	0	26	2	0	90	0	66
V7	12	3	38	0	14	50	22
V8	31	1	24	45	210	62	0
V9	0	31	16	24	22	71	26
V10	18	30	30	15	1	0	8
V11	0	6	13	2	27	0	57
V12	22	7	17	104	0	24	0
V13	0	35	102	1	67	29	2
V14	39	15	52	8	1	1	4
V15	37	19	6	0	31	17	4
V16	0	38	23	1	13	13	1
V17	202	50	8	30	72	0	37
V18	6	0	1	9	0	39	0
V19	236	14	0	24	2	5	47
V20	11	27	35	3	18	10	43
V21	21	163	81	89	7	0	21
V22	197	47	235	0	88	35	34
V23	7	189	1	4	37	3	11
V24	0	123	294	35	0	18	0
V25	232	0	0	10	205	0	167
V26	55	6	70	190	51	8	0
V27	44	59	119	0	185	0	0
V28	30	407	0	0	117	25	10
V29	146	11	31	16	21	6	0
V30	7	62	203	2	88	292	0
V31	25	207	193	0	146	0	126
V32	40	18	67	3	5	2	5
V33	7	2	28	84	1	18	23
V34	115	114	0	82	29	50	16
V35	8	11	41	18	76	13	0
V36	44	14	1	7	16	2	1
V37	14	35	0	2	1	4	0
V38	13	1	12	428	19	0	14
V39	438	97	0	55	27	0	139
V40	3	6	39	115	2	162	0
V41	78	24	1	0	3	6	0
V42	9	111	92	0	140	43	91
V43	106	2	0	2	6	1	8
V44	85	0	14	12	47	7	6
V45	6	91	0	183	0	126	41
V46	51	8	7	134	14	9	0
V47	55	50	5	56	2	17	0
V48	71	182	15	1	70	32	24
V49	20	29	51	20	58	9	0
V50	26	31	35	0	95	0	31
V51	0	25	8	80	24	22	0
V52	86	31	3	61	72	0	0
V53	19	50	7	33	51	0	16
V54	14	104	116	9	0	0	36
V55	8	1	6	3	8	0	9
V56	2	57	0	225	23	41	69
V57	62	45	2	4	5	1	5
V58	26	68	27	80	5	68	25
V59	11	59	15	38	54	5	0
V60	73	6	63	14	41	115	73
V61	50	43	34	47	21	88	35
V62	2	285	43	34	14	54	29
V63	9	17	13	11	0	0	7
V64	65	61	3	3	4	91	0
V65	1	98	43	1	5	40	0
V66	62	12	96	3	44	97	41
V67	0	42	0	162	78	60	0
V68	7	36	2	21	120	0	72
V69	142	41	40	5	31	19	55
V70	2	10	0	1	7	0	10
V71	212	21	178	13	36	37	23
V72	13	66	4	21	0	93	0
V73	2	125	18	43	34	74	40
V74	256	124	9	10	55	26	1
V75	87	168	124	3	121	10	16
V76	0	0	4	1	0	28	0
V77	25	12	52	13	79	0	24
V78	73	23	0	42	5	0	12
V79	6	104	10	1	0	14	0
V80	0	18	271	8	47	0	8
V81	15	30	39	114	0	0	9
V82	219	26	100	4	3	1	0
V83	86	5	426	0	0	108	36
V84	9	54	14	3	6	58	27
V85	37	44	9	26	0	12	22
V86	2	3	25	5	3	0	20
V87	7	3	17	31	0	0	19
V88	22	0	9	18	0	18	26
V89	16	30	37	1	29	13	19
V90	270	0	6	13	26	9	3
V91	125	60	10	209	0	15	0
V92	14	146	21	12	10	0	0
V93	0	29	19	12	30	13	0
V94	42	79	53	104	27	3	0
V95	8	62	5	3	6	16	0
V96	18	11	30	176	3	33	0
V97	253	0	32	0	11	32	9
V98	14	39	4	45	1	7	0
V99	29	311	122	0	13	0	22
V100	442	25	11	0	16	57	0
