NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.053	20.719	11.954	12.677	0.12	0.989	40000.0
2	53.369	22.224	12.659	14.017	0.126	0.986	20000.0
3	61.486	25.28	15.588	16.434	0.133	0.983	60000.0
4	55.241	23.202	12.983	14.363	0.133	0.985	30000.0
5	54.627	22.559	13.444	14.794	0.126	0.983	30000.0
6	58.324	24.173	14.695	15.899	0.13	0.982	50000.0
7	59.337	24.598	14.726	15.892	0.132	0.984	100000.0
8	51.835	21.091	12.018	12.786	0.121	0.989	40000.0
9	54.492	22.631	13.174	14.282	0.127	0.985	50000.0
10	57.605	24.145	14.162	15.446	0.135	0.984	50000.0
