MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	4.55E-08	2.73E-04	1.67E-03	1.78E-06	1.65E-02	3.15E-03	1.91E-02	2.50E-02	4.32E-02	1.88E-02	2.26E-02
1:Del:C:1	1.11E-07	0.00E+00	0.00E+00	3.69E-04	7.86E-03	1.99E-03	1.92E-02	1.94E-02	2.35E-02	5.95E-03	1.30E-02
1:Del:C:2	6.40E-06	9.83E-08	3.20E-07	2.19E-07	1.71E-03	6.16E-04	6.35E-03	2.85E-04	9.82E-04	5.79E-04	3.76E-03
1:Del:C:3	2.87E-04	4.45E-04	4.31E-04	3.87E-04	1.36E-03	7.21E-04	5.68E-03	1.20E-03	1.62E-02	4.56E-03	1.98E-03
1:Del:C:4	0.00E+00	3.33E-04	3.87E-04	0.00E+00	2.02E-03	2.74E-04	2.81E-03	4.50E-03	8.24E-03	2.24E-03	3.59E-03
1:Del:C:5	8.20E-05	2.57E-04	1.66E-03	0.00E+00	0.00E+00	1.21E-04	0.00E+00	3.62E-03	1.67E-02	1.02E-02	3.29E-03
1:Del:T:0	2.24E-04	2.35E-04	2.06E-03	4.36E-04	1.15E-02	3.05E-03	1.87E-02	1.92E-02	1.39E-02	9.87E-03	3.50E-02
1:Del:T:1	2.63E-04	1.90E-04	1.22E-04	2.41E-04	5.05E-03	1.34E-03	8.22E-03	5.61E-03	6.47E-03	1.42E-02	2.60E-03
1:Del:T:2	5.47E-07	1.67E-04	1.00E-03	1.77E-07	1.26E-02	1.45E-03	1.71E-02	1.79E-02	1.07E-02	3.42E-03	6.51E-03
1:Del:T:3	3.98E-04	5.68E-04	2.29E-03	3.01E-04	1.62E-02	9.09E-04	2.84E-02	9.00E-03	2.88E-02	4.92E-03	1.35E-02
1:Del:T:4	8.81E-09	8.00E-04	2.28E-03	1.58E-04	2.74E-02	0.00E+00	1.41E-02	9.61E-03	3.51E-02	1.19E-02	8.31E-03
1:Del:T:5	4.74E-08	1.19E-07	8.74E-03	1.23E-08	4.67E-08	1.19E-03	6.60E-07	2.63E-02	7.37E-02	6.53E-07	2.49E-07
1:Ins:C:0	3.56E-08	3.41E-08	3.26E-05	7.45E-05	5.32E-08	9.24E-04	1.42E-07	4.90E-04	1.31E-07	1.41E-03	4.47E-03
1:Ins:C:1	3.41E-08	1.93E-08	1.11E-08	0.00E+00	5.77E-08	5.34E-04	6.44E-04	1.50E-03	1.96E-03	6.60E-04	7.35E-04
1:Ins:C:2	1.44E-04	2.54E-08	1.50E-08	4.07E-05	1.51E-04	3.15E-04	7.29E-04	1.74E-04	1.10E-07	1.25E-03	9.73E-04
1:Ins:C:3	3.47E-08	1.09E-04	3.27E-05	1.68E-04	1.07E-08	1.83E-05	9.48E-04	1.88E-03	3.81E-04	1.66E-03	8.38E-04
1:Ins:C:4	0.00E+00	1.02E-04	6.28E-04	1.65E-05	3.23E-08	1.88E-04	1.10E-06	8.38E-04	5.66E-03	1.08E-04	3.09E-04
1:Ins:C:5	2.23E-03	1.82E-03	9.06E-04	7.29E-04	0.00E+00	2.70E-04	2.77E-05	5.69E-03	7.68E-03	6.02E-04	1.52E-02
1:Ins:T:0	2.58E-04	2.46E-04	4.19E-04	4.27E-04	2.46E-03	9.97E-04	7.06E-03	4.29E-03	1.97E-03	1.37E-03	3.79E-03
