Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	39	3	12	3	25	26	13	16	4	28	7	0	10	0	0	4
V2	0	82	7	7	0	0	17	0	4	23	1	21	0	1	0	0
V3	36	17	5	66	1	13	14	1	3	1	1	34	2	0	0	0
V4	127	109	1	28	0	2	7	0	12	0	0	33	0	0	16	0
V5	24	13	9	9	47	10	53	4	0	43	0	0	33	0	0	21
V6	10	2	0	24	13	14	11	1	0	22	0	0	0	0	0	0
V7	0	0	41	6	2	0	3	0	4	0	0	0	0	0	0	3
V8	15	8	1	31	8	0	2	2	2	17	8	3	15	0	0	19
V9	4	2	22	11	2	1	22	8	4	26	16	0	0	0	0	0
V10	0	108	0	0	9	81	24	2	0	40	0	0	8	10	21	0
V11	85	15	19	7	14	0	0	10	28	0	4	0	0	34	0	0
V12	61	14	65	22	1	0	10	8	0	0	33	0	0	5	0	3
V13	12	12	20	7	5	0	5	13	8	0	17	0	0	3	0	7
V14	158	16	9	40	33	0	0	12	104	0	4	61	22	0	3	0
V15	0	125	0	18	0	0	0	1	0	2	8	0	0	0	65	0
V16	77	73	101	3	73	6	37	119	4	15	41	0	12	0	0	0
V17	153	11	6	50	2	2	0	1	3	6	0	56	1	0	0	89
V18	124	13	14	6	68	19	0	8	27	0	0	0	21	55	52	0
V19	5	92	21	1	38	0	1	16	6	0	8	0	0	0	5	11
V20	292	180	3	2	7	1	9	3	34	0	5	0	1	11	0	2
V21	35	13	3	18	17	62	15	0	29	39	0	15	88	36	110	0
V22	60	84	7	0	8	0	30	3	3	1	9	0	2	26	0	0
V23	42	9	9	12	2	3	0	5	16	1	1	0	0	0	0	14
V24	640	63	2	56	34	3	0	0	56	0	0	0	17	0	0	64
V25	33	18	27	7	0	27	21	8	9	3	31	0	0	0	0	0
V26	119	77	0	35	39	5	7	0	12	35	0	38	4	3	66	0
V27	17	120	22	0	0	2	4	18	4	7	9	27	2	0	0	0
V28	32	1	21	12	106	222	136	7	41	53	2	0	57	37	23	0
V29	71	11	2	17	42	89	232	0	0	85	0	0	0	0	0	0
V30	42	172	2	15	6	1	0	2	4	0	0	0	4	0	11	33
V31	511	13	22	123	0	89	56	13	7	20	7	0	5	18	0	0
V32	6	195	2	0	3	2	0	0	3	5	2	0	3	0	30	6
V33	92	118	24	1	0	0	0	29	0	0	11	0	6	5	0	10
V34	1	3	3	0	12	84	19	0	0	9	0	0	2	0	0	0
V35	1	48	4	20	18	15	41	4	0	7	10	0	21	48	5	0
