MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	1.66E-02	7.66E-03	4.40E-08	2.77E-03	4.12E-08
1:Del:C:1	2.77E-03	1.90E-03	4.72E-04	2.25E-03	6.34E-04
1:Del:C:2	2.37E-04	1.87E-04	9.86E-05	2.16E-04	3.65E-04
1:Del:C:3	4.77E-04	4.16E-04	4.09E-04	6.41E-04	4.95E-04
1:Del:C:4	4.65E-04	4.66E-04	2.83E-04	4.12E-05	3.66E-04
1:Del:C:5	1.40E-04	4.53E-05	4.86E-04	3.99E-04	5.55E-04
1:Del:T:0	3.38E-03	2.83E-03	4.30E-04	3.05E-03	1.32E-03
1:Del:T:1	1.96E-03	1.01E-03	6.55E-05	8.15E-04	4.22E-04
1:Del:T:2	3.84E-03	1.40E-02	2.02E-03	3.14E-02	6.02E-04
1:Del:T:3	5.70E-03	2.49E-03	4.53E-04	1.30E-04	9.47E-04
1:Del:T:4	4.99E-03	2.03E-03	3.86E-04	2.59E-04	2.35E-03
1:Del:T:5	3.03E-04	3.70E-03	6.99E-08	4.80E-03	3.53E-02
1:Ins:C:0	1.52E-04	8.12E-05	2.81E-05	7.96E-05	8.42E-05
1:Ins:C:1	1.21E-04	3.01E-10	1.81E-04	1.63E-04	1.58E-04
1:Ins:C:2	2.38E-04	1.48E-08	3.20E-08	2.32E-04	1.70E-04
1:Ins:C:3	3.92E-08	2.74E-05	3.23E-08	3.78E-08	1.43E-04
1:Ins:C:4	8.48E-09	7.79E-05	1.77E-04	2.10E-04	3.36E-04
1:Ins:C:5	0.00E+00	1.82E-04	8.98E-04	4.03E-04	8.44E-04
1:Ins:T:0	6.53E-04	3.97E-04	2.37E-04	5.51E-04	4.20E-04
1:Ins:T:1	4.02E-04	1.04E-04	5.18E-06	4.93E-04	3.92E-04
1:Ins:T:2	2.39E-04	2.78E-05	1.35E-04	1.41E-04	1.97E-04
1:Ins:T:3	1.62E-04	0.00E+00	3.06E-04	2.10E-04	6.55E-05
1:Ins:T:4	1.84E-04	0.00E+00	4.68E-04	2.88E-04	5.31E-04
1:Ins:T:5	1.35E-03	1.70E-03	4.41E-03	8.36E-07	6.38E-04
2:Del:R:0	4.33E-04	2.81E-04	4.17E-04	7.60E-04	4.16E-05
2:Del:R:1	5.36E-04	1.17E-04	1.99E-04	9.51E-04	6.29E-04
2:Del:R:2	2.27E-04	1.06E-04	0.00E+00	1.35E-08	3.74E-04
2:Del:R:3	3.20E-05	2.32E-05	7.89E-05	1.53E-04	1.09E-04
2:Del:R:4	4.17E-09	8.34E-05	1.88E-05	7.98E-09	2.62E-04
2:Del:R:5	6.05E-05	6.66E-09	5.97E-05	4.61E-05	1.23E-04
3:Del:R:0	6.54E-04	9.92E-05	1.34E-04	1.77E-03	4.72E-04
3:Del:R:1	2.14E-04	2.13E-04	4.86E-04	5.31E-05	5.14E-04
3:Del:R:2	1.54E-04	7.45E-05	1.67E-04	4.84E-05	2.90E-04
3:Del:R:3	2.79E-05	2.86E-05	9.18E-05	1.40E-04	1.91E-04
3:Del:R:4	9.78E-09	4.06E-09	2.98E-09	1.13E-08	5.46E-09
3:Del:R:5	9.78E-09	4.06E-09	2.98E-09	1.13E-08	5.46E-09
4:Del:R:0	2.58E-04	9.05E-09	1.00E-04	3.80E-04	2.21E-04
4:Del:R:1	2.06E-04	3.21E-04	2.01E-04	3.54E-04	1.62E-04
4:Del:R:2	9.65E-05	1.57E-08	0.00E+00	3.87E-05	4.92E-06
4:Del:R:3	4.28E-05	3.59E-08	5.08E-08	2.75E-08	5.69E-08
