MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	1.81E-07	6.99E-46	0.00E+00	1.59E-04	5.01E-07	3.06E-02	5.74E-06	4.48E-02	1.91E-02	4.32E-02	5.77E-02	1.12E-02	1.53E-02	1.54E-02	1.98E-06	2.36E-02	4.38E-03	4.22E-02	1.21E-02
1:Del:C:1	3.48E-05	2.22E-06	0.00E+00	1.93E-07	3.68E-35	1.46E-02	0.00E+00	2.48E-02	9.66E-03	2.43E-02	2.10E-02	1.59E-02	2.99E-46	2.75E-02	1.86E-03	3.82E-02	4.18E-07	2.42E-02	1.56E-02
1:Del:C:2	0.00E+00	0.00E+00	1.07E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.20E-03	3.18E-03	2.56E-03	9.40E-04	2.17E-08	3.73E-03	1.84E-03	1.33E-07	1.82E-03	1.11E-03	2.45E-03	5.10E-03
1:Del:C:3	9.02E-04	1.83E-08	2.80E-46	1.60E-07	1.25E-07	5.21E-08	3.48E-02	9.41E-07	2.70E-03	6.51E-07	5.45E-03	1.33E-03	1.09E-01	2.84E-04	2.78E-03	8.90E-03	4.85E-03	1.07E-06	3.58E-03
1:Del:C:4	1.21E-04	1.71E-03	0.00E+00	0.00E+00	0.00E+00	4.32E-03	1.85E-07	3.72E-03	2.60E-04	1.31E-03	1.23E-02	1.40E-46	2.22E-04	0.00E+00	4.14E-03	3.54E-03	2.07E-03	7.64E-03	6.67E-03
1:Del:C:5	8.92E-04	2.30E-03	1.22E-08	5.15E-08	5.63E-08	4.43E-08	2.46E-07	1.98E-07	1.99E-03	2.59E-08	1.40E-46	4.35E-07	1.34E-03	5.02E-03	3.33E-02	2.69E-03	1.63E-02	4.03E-03	5.36E-07
1:Del:T:0	7.04E-04	0.00E+00	0.00E+00	5.52E-08	5.89E-08	1.62E-03	0.00E+00	4.24E-02	1.49E-02	5.29E-02	1.87E-46	1.87E-46	7.79E-03	2.48E-02	1.61E-03	1.05E-02	1.01E-02	6.37E-03	2.05E-03
1:Del:T:1	1.17E-03	4.66E-08	9.65E-08	1.03E-02	1.33E-02	6.53E-03	9.89E-04	4.07E-03	2.96E-07	4.33E-03	3.88E-03	1.09E-01	9.96E-03	1.52E-02	6.11E-03	3.88E-07	7.44E-07	5.98E-03	3.41E-03
1:Del:T:2	4.18E-08	1.40E-46	3.32E-08	0.00E+00	1.49E-05	1.71E-02	0.00E+00	3.01E-02	2.10E-03	2.02E-02	5.02E-03	2.45E-03	1.02E-07	7.03E-03	5.48E-04	1.86E-03	9.15E-03	8.41E-03	7.46E-08
1:Del:T:3	0.00E+00	4.01E-03	0.00E+00	5.72E-04	5.61E-46	1.69E-02	8.14E-07	3.55E-02	1.87E-46	2.53E-02	3.48E-02	1.73E-02	1.99E-03	4.66E-02	1.15E-02	7.93E-03	1.87E-46	3.04E-02	7.26E-03
1:Del:T:4	1.40E-46	5.36E-03	2.99E-04	0.00E+00	5.79E-04	1.92E-02	8.42E-04	4.47E-03	9.06E-04	1.16E-02	8.18E-02	1.42E-02	4.66E-04	5.07E-03	1.79E-02	5.35E-03	1.69E-02	2.85E-02	4.70E-03
1:Del:T:5	6.18E-08	8.05E-03	7.81E-07	2.12E-07	3.97E-08	6.10E-08	1.71E-07	3.74E-02	2.55E-07	1.33E-06	1.26E-06	7.48E-08	1.43E-07	1.03E-06	4.69E-02	7.60E-07	3.70E-02	1.06E-01	4.59E-03
1:Ins:C:0	1.34E-07	5.37E-08	1.40E-46	1.40E-02	3.35E-03	1.20E-07	9.57E-46	5.38E-07	4.44E-07	4.72E-05	5.93E-07	4.49E-02	1.06E-07	1.14E-02	3.08E-07	3.01E-07	4.91E-04	6.93E-03	5.25E-03
1:Ins:C:1	0.00E+00	8.22E-07	3.48E-07	0.00E+00	1.47E-04	2.89E-04	0.00E+00	2.97E-04	3.92E-03	7.55E-04	1.35E-03	1.05E-07	2.49E-07	2.32E-03	2.09E-04	3.92E-03	1.10E-04	7.46E-06	4.40E-06
1:Ins:C:2	2.85E-05	0.00E+00	1.84E-07	1.98E-06	2.17E-04	2.56E-08	1.43E-07	1.34E-07	3.52E-04	1.91E-07	0.00E+00	2.08E-04	2.30E-07	3.53E-03	1.04E-03	1.16E-03	4.45E-03	2.02E-04	1.63E-03
1:Ins:C:3	4.34E-09	1.65E-04	1.22E-07	2.44E-08	6.48E-08	3.46E-08	1.02E-07	1.54E-04	0.00E+00	4.57E-04	1.89E-08	2.83E-07	1.48E-07	1.57E-03	1.66E-04	5.15E-10	2.09E-07	1.65E-07	7.16E-04
1:Ins:C:4	5.54E-04	1.71E-04	0.00E+00	0.00E+00	2.32E-04	1.96E-05	8.65E-09	0.00E+00	0.00E+00	6.13E-04	2.53E-04	3.96E-04	4.01E-08	5.83E-04	7.39E-03	1.31E-03	1.47E-03	1.15E-02	4.66E-03
1:Ins:C:5	4.90E-03	5.70E-04	1.57E-07	4.42E-08	1.59E-07	2.92E-08	3.18E-07	5.65E-04	8.64E-09	2.22E-04	1.48E-03	1.40E-46	1.48E-04	6.64E-03	7.23E-03	0.00E+00	5.15E-02	7.36E-03	6.54E-03
1:Ins:T:0	5.67E-04	2.31E-05	4.96E-04	0.00E+00	0.00E+00	2.01E-03	0.00E+00	6.46E-03	0.00E+00	6.84E-03	5.01E-03	0.00E+00	1.58E-03	1.37E-02	9.18E-04	8.98E-04	6.29E-03	5.22E-03	3.94E-03
