NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.738	15.864	10.848	9.576	0.086	0.991	40000.0
2	38.892	14.446	8.757	7.891	0.084	0.995	60000.0
3	42.005	15.753	10.108	9.194	0.094	0.993	50000.0
4	40.772	14.963	9.384	8.355	0.089	0.995	50000.0
5	37.771	13.942	8.658	7.946	0.084	0.995	40000.0
6	38.441	14.247	8.83	7.832	0.085	0.996	60000.0
7	42.064	15.534	9.789	8.776	0.089	0.994	30000.0
8	42.758	16.033	10.105	9.075	0.091	0.994	40000.0
9	39.85	14.512	9.292	8.091	0.085	0.995	50000.0
10	43.035	15.865	10.38	9.277	0.09	0.993	40000.0
