NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	56.45	20.816	14.238	12.687	0.117	0.989	70000.0
2	55.594	20.009	12.98	11.38	0.115	0.992	40000.0
3	56.599	20.606	13.473	12.0	0.119	0.99	40000.0
4	56.942	20.83	14.132	12.567	0.119	0.989	60000.0
5	54.138	20.049	13.346	12.222	0.116	0.989	60000.0
6	56.399	20.741	14.032	12.417	0.117	0.989	60000.0
7	54.659	20.04	13.117	11.741	0.116	0.991	40000.0
8	57.089	21.059	13.688	12.118	0.119	0.99	50000.0
9	54.739	19.636	12.84	11.399	0.114	0.991	80000.0
10	59.595	21.887	14.972	13.444	0.122	0.987	60000.0
