Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	0	12	0	9	116
V2	0	1	60	74	11
V3	41	166	32	0	1
V4	162	1	188	156	48
V5	219	112	54	127	203
V6	5	6	146	1	23
V7	291	67	86	0	13
V8	91	80	9	23	8
V9	0	0	43	305	0
V10	2	1	199	15	3
V11	22	43	98	49	2
V12	115	2	23	163	16
V13	0	0	0	79	5
V14	0	64	2	48	3
V15	32	0	69	55	112
V16	21	22	2	25	18
V17	11	42	2	141	272
V18	6	74	11	13	7
V19	157	31	66	21	20
V20	52	66	68	9	23
V21	10	19	3	23	4
V22	8	8	167	82	143
V23	58	7	82	364	42
V24	112	66	234	122	189
V25	15	50	10	11	18
V26	131	82	5	86	42
V27	42	0	53	5	2
V28	53	71	3	0	145
V29	18	256	7	25	1
V30	0	0	12	225	17
V31	3	44	0	9	54
V32	20	117	6	54	1
V33	67	290	80	0	4
V34	0	0	57	87	8
V35	19	32	78	7	250
V36	158	250	277	0	29
V37	362	44	105	43	39
V38	0	29	4	235	18
V39	109	84	298	26	55
V40	0	65	0	0	1
V41	352	0	34	0	45
V42	26	48	9	9	380
V43	150	181	446	133	42
V44	30	119	80	3	1
V45	76	0	39	19	75
V46	5	9	5	17	2
V47	74	258	2	15	11
V48	206	44	117	1	162
V49	0	317	48	14	9
V50	0	280	47	45	1
V51	66	0	0	37	26
V52	0	38	61	15	5
V53	0	0	70	5	110
V54	73	22	69	46	3
V55	31	135	1	47	65
V56	201	0	54	4	48
V57	7	80	4	102	4
V58	33	82	2	41	14
V59	0	0	68	152	18
V60	16	31	4	46	97
V61	320	0	19	0	83
V62	108	14	0	344	6
V63	5	50	228	32	13
V64	0	9	0	28	199
V65	233	150	159	0	12
V66	5	69	1	7	2
V67	133	110	94	262	55
V68	59	5	2	48	6
V69	259	0	126	7	15
V70	19	32	29	20	57
V71	81	183	4	39	49
V72	2	3	22	0	123
V73	0	0	328	7	6
V74	31	117	2	1	323
V75	198	1	17	79	2
V76	46	157	115	0	1
V77	41	39	57	9	83
V78	186	119	52	5	17
V79	17	56	29	73	1
V80	59	55	6	11	8
V81	0	9	19	0	72
V82	0	54	14	0	19
V83	0	0	209	70	10
V84	20	20	8	67	103
V85	7	171	117	15	56
V86	28	0	7	10	38
V87	106	223	10	83	15
V88	192	0	1	53	5
V89	2	24	7	0	107
V90	37	21	14	11	167
V91	15	68	41	30	0
V92	14	24	122	18	35
V93	11	0	198	20	5
V94	47	0	28	86	4
V95	15	17	34	4	22
V96	0	110	39	0	109
V97	316	0	0	0	23
V98	0	262	43	73	0
V99	12	67	81	28	0
V100	5	2	0	4	14
