Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	21	4	5	21	0	13	0	0	1	0	0	1	0	0	0	2	5	1	0
V2	9	71	44	83	4	4	11	2	0	10	0	20	3	24	21	7	0	8	33
V3	36	10	6	4	19	6	12	1	0	11	38	31	2	0	7	0	0	1	24
V4	6	24	13	112	20	40	3	2	15	28	0	0	6	15	0	1	1	0	0
V5	26	7	1	1	49	10	11	3	6	4	0	1	11	10	16	1	0	34	2
V6	8	2	100	26	49	35	43	49	93	23	0	0	19	0	0	0	0	5	0
V7	0	44	0	98	0	0	1	1	0	0	8	0	9	0	0	10	9	5	14
V8	24	1	1	38	11	1	22	9	11	1	0	0	13	30	0	0	2	3	0
V9	12	73	6	2	0	4	0	0	3	9	1	0	1	0	9	9	3	2	5
V10	0	22	28	233	0	18	3	0	4	9	8	0	4	23	0	42	1	2	24
V11	0	1	78	6	5	58	4	0	8	22	20	9	0	0	0	1	0	0	6
V12	32	5	27	5	0	6	0	1	2	8	0	0	3	0	0	0	6	0	0
V13	5	5	2	42	49	0	47	12	8	0	0	0	1	2	0	0	0	0	0
V14	0	18	92	93	106	37	35	207	89	88	0	2	62	5	0	0	0	0	7
V15	123	34	16	24	7	8	0	5	0	12	6	13	11	22	9	11	32	1	0
V16	26	16	0	0	5	0	15	21	9	0	2	2	13	0	0	2	0	0	0
V17	5	27	18	17	44	13	24	23	0	5	10	11	3	0	0	5	8	0	5
V18	12	14	64	2	0	37	0	0	5	10	2	2	1	0	0	1	0	0	0
V19	50	0	47	9	0	8	0	0	12	3	8	2	0	0	0	7	4	0	0
V20	5	3	7	0	11	4	23	7	5	0	15	21	26	0	0	0	0	0	55
V21	0	88	0	124	13	1	0	5	0	0	0	12	15	0	30	13	0	11	0
V22	1	5	70	41	23	74	36	34	0	11	0	0	44	0	0	1	0	0	0
V23	141	51	7	13	11	1	0	5	1	12	0	2	0	0	11	3	12	0	1
V24	39	11	12	120	1	3	5	8	5	9	0	0	1	0	1	0	0	0	0
V25	142	46	7	1	23	3	19	27	24	1	0	2	0	0	13	6	6	2	0
V26	0	0	16	55	5	5	0	6	19	7	0	1	0	16	0	0	0	0	0
V27	144	10	0	62	19	1	0	18	12	0	0	0	0	16	0	5	53	0	0
V28	35	6	10	5	3	1	0	0	1	1	5	1	0	0	5	2	12	0	0
V29	1	170	19	7	3	2	0	2	0	1	9	0	3	0	41	28	0	10	0
V30	0	194	5	66	0	2	1	3	0	0	0	105	4	0	34	14	8	21	29
V31	25	26	0	29	5	0	0	0	0	0	2	8	6	0	0	0	0	0	0
V32	90	22	41	1	12	26	0	2	0	18	0	4	2	11	0	7	3	5	0
V33	0	76	22	28	8	12	5	0	20	18	2	9	1	10	5	7	0	0	0
V34	20	15	7	4	40	1	0	23	13	0	82	31	36	6	0	0	24	30	0
V35	226	42	32	26	62	9	6	20	39	8	21	26	10	2	20	0	0	0	53
V36	160	3	32	3	0	30	18	23	26	6	0	1	51	0	0	3	11	0	0
V37	10	1	33	2	25	34	0	15	20	12	1	0	10	0	0	0	0	0	0
V38	0	26	0	13	1	0	10	5	6	0	0	2	7	14	0	6	0	3	0
V39	6	3	9	14	0	6	1	0	0	3	3	0	1	0	0	0	2	0	2
V40	13	15	48	36	4	6	0	0	1	20	4	1	2	0	4	2	2	3	0
V41	85	16	32	143	7	17	28	15	37	17	0	0	8	0	2	0	18	3	0
V42	506	0	41	3	0	12	0	0	12	14	69	32	8	10	0	0	14	30	0
V43	6	109	137	3	48	47	8	16	0	42	8	16	6	0	9	3	0	8	0
V44	87	117	27	3	67	9	0	1	36	27	0	0	41	0	49	8	22	0	0
V45	0	48	18	27	4	2	42	0	0	9	0	0	5	17	0	1	0	24	0
V46	15	4	215	5	0	210	4	9	4	46	52	45	0	0	0	0	0	40	0
V47	24	6	29	36	1	11	0	0	0	10	0	0	4	0	0	1	0	0	0
V48	0	4	0	0	11	0	27	5	11	0	0	0	7	0	4	0	0	2	0
V49	2	3	11	0	58	5	23	18	8	1	16	10	5	0	0	0	0	5	0
V50	0	27	6	0	6	22	1	4	3	18	19	0	17	11	32	4	0	5	0
V51	62	11	50	4	56	17	21	91	8	12	5	3	16	18	0	0	1	0	0
V52	47	2	0	13	0	0	0	0	0	0	3	1	0	0	0	2	20	0	9
V53	1	5	34	12	5	32	0	1	0	23	12	29	3	0	0	0	0	12	0
V54	6	8	57	42	1	49	0	0	23	7	0	0	1	0	0	4	0	0	0
V55	113	0	1	6	38	1	45	50	6	1	8	0	17	0	0	0	11	0	0
V56	1	1	32	3	12	20	3	2	19	22	8	0	0	0	9	2	0	0	0
V57	38	26	19	13	31	23	0	5	20	7	26	29	8	2	23	0	0	5	0
V58	13	60	4	3	18	9	23	3	13	2	1	0	6	0	10	0	1	0	0
V59	418	99	15	0	5	8	12	0	0	10	0	7	0	7	23	17	0	12	0
V60	51	25	0	0	0	0	0	0	0	0	0	0	0	0	12	11	18	0	0
V61	0	21	6	131	58	2	0	21	16	0	11	4	0	15	17	0	0	0	6
V62	132	43	218	106	0	155	0	4	10	146	0	2	1	32	0	0	32	0	0
V63	59	0	10	145	118	3	115	47	43	0	8	8	0	44	0	0	0	0	48
V64	55	2	3	9	7	1	0	0	0	2	0	3	1	0	1	0	1	0	0
V65	28	7	3	8	114	2	112	54	19	2	0	9	46	0	0	0	0	2	0
V66	23	6	286	0	4	41	0	0	16	64	22	6	0	0	0	0	0	11	0
V67	0	12	10	4	97	0	114	57	78	1	0	0	16	29	23	0	0	2	0
V68	64	25	11	0	49	9	7	12	20	6	1	2	5	17	6	0	3	0	0
V69	0	19	316	75	79	91	48	33	47	80	7	23	25	47	0	6	0	0	22
V70	0	35	0	6	9	0	0	0	3	2	12	10	0	0	0	16	0	0	0
V71	32	0	77	7	61	40	47	27	40	62	0	0	0	41	0	0	2	0	0
V72	167	3	3	0	22	1	31	31	13	1	0	1	0	0	2	4	0	11	4
V73	22	153	2	19	2	1	4	0	4	2	2	0	12	7	4	0	5	3	0
V74	127	60	0	0	28	0	5	6	1	0	4	4	0	13	9	49	17	32	0
V75	9	0	38	81	50	3	67	11	24	1	3	0	9	1	8	0	33	5	0
V76	78	14	5	86	2	1	1	18	3	1	36	25	3	23	0	3	0	4	10
V77	17	12	77	151	27	35	17	26	11	31	11	6	0	6	0	0	0	15	23
V78	25	3	1	0	0	0	5	0	0	0	20	17	0	0	0	0	0	0	0
V79	160	60	6	1	27	9	7	7	0	7	11	16	4	6	17	15	0	32	0
V80	88	103	26	13	34	9	1	15	1	8	44	41	0	0	2	5	9	47	6
V81	21	10	0	1	11	2	0	13	4	0	18	0	8	46	10	0	0	28	0
V82	199	174	4	0	120	3	57	20	5	0	73	57	24	9	0	64	18	0	30
V83	2	71	0	25	0	0	11	2	0	1	76	33	0	0	5	6	3	0	0
V84	299	1	14	3	9	0	0	5	2	9	2	1	8	8	1	0	65	0	0
V85	6	0	15	5	8	7	9	6	0	0	13	13	6	0	0	1	0	0	0
V86	1	138	0	0	0	3	0	4	0	2	30	25	1	0	36	10	1	0	0
V87	64	24	14	0	25	12	21	0	34	3	0	0	13	0	0	0	16	0	0
V88	2	143	11	1	24	0	18	6	16	2	0	6	4	3	1	21	0	9	0
V89	54	83	7	74	0	9	0	0	0	14	3	12	2	0	25	21	26	0	0
V90	10	5	55	10	94	24	113	81	93	11	0	0	29	0	0	0	0	11	0
V91	37	59	9	47	0	1	0	0	9	3	3	18	0	16	8	2	0	0	5
V92	33	111	39	130	12	3	7	4	2	9	0	12	2	4	20	24	0	0	0
V93	15	0	28	23	0	18	0	0	6	30	3	7	1	0	0	0	0	13	0
V94	5	45	20	1	0	14	54	19	14	7	89	55	0	0	0	25	0	0	0
V95	15	36	52	11	3	38	0	3	6	15	0	2	1	0	0	11	0	0	0
V96	19	96	38	1	0	27	0	3	3	16	4	2	2	0	4	10	1	1	0
V97	5	0	0	0	4	0	0	5	2	0	26	27	0	0	0	0	0	0	27
V98	49	9	16	71	10	5	10	19	15	2	38	24	0	0	0	3	0	0	34
V99	20	9	12	4	0	0	8	7	11	1	13	27	3	0	15	0	10	0	2
V100	9	25	1	44	58	0	17	10	53	1	0	15	13	0	5	11	0	17	0
