Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	15	404	86	5	0	3	23	0	0	11	0	2
V2	268	0	10	3	2	1	1	12	0	0	4	6
V3	115	47	48	13	0	1	42	0	6	0	1	0
V4	251	0	208	32	40	16	0	0	21	18	52	0
V5	103	0	0	7	127	0	0	0	11	39	7	0
V6	8	0	2	23	96	14	0	3	9	37	9	0
V7	285	128	31	3	24	6	0	104	0	0	23	0
V8	39	140	14	0	0	0	0	20	9	0	57	0
V9	103	5	0	0	4	19	0	0	9	0	0	0
V10	62	128	0	24	90	6	0	79	10	51	36	0
V11	0	358	4	26	59	11	49	14	14	29	0	0
V12	352	93	124	154	57	9	105	0	0	0	24	0
V13	167	39	0	1	0	32	7	0	35	6	0	5
V14	9	1	23	39	40	3	2	0	0	28	10	0
V15	3	0	84	13	0	76	58	0	54	0	4	10
V16	2	75	57	24	81	31	0	0	0	108	0	0
V17	0	42	0	28	18	83	5	22	54	0	0	0
V18	3	137	26	8	73	70	0	106	2	44	0	0
V19	94	0	15	0	23	50	18	7	9	0	0	17
V20	25	0	2	53	323	45	96	60	31	90	0	0
V21	0	41	76	12	25	23	27	0	8	0	0	34
V22	58	10	8	0	0	9	0	0	0	0	16	8
V23	31	57	24	197	60	1	53	0	1	3	16	12
V24	47	198	3	159	1	37	0	84	58	0	0	0
V25	65	10	253	4	16	63	103	0	6	0	18	1
V26	5	62	19	101	12	4	0	17	0	6	0	0
V27	77	0	40	1	41	0	16	50	0	0	0	7
V28	0	40	0	9	0	190	20	6	25	3	0	0
V29	0	18	0	3	55	59	14	30	23	20	0	14
V30	143	19	374	14	0	7	34	0	0	0	0	0
V31	46	99	0	0	0	24	15	0	28	0	21	3
V32	5	0	14	0	17	13	1	13	13	0	0	0
V33	0	0	7	0	0	54	0	1	0	1	0	0
V34	40	28	37	66	0	8	0	0	29	0	4	0
V35	0	33	57	59	43	0	0	6	0	9	0	24
V36	27	0	15	2	0	2	1	0	4	0	9	1
V37	609	0	0	112	0	46	40	66	6	18	42	7
V38	10	4	0	7	0	14	2	24	6	0	0	5
V39	2	1	6	1	47	14	0	0	6	0	0	0
V40	24	0	0	3	71	3	2	12	7	0	1	0
V41	51	17	0	7	49	17	0	27	1	0	23	3
V42	5	12	17	1	53	0	0	0	0	76	13	0
V43	0	0	4	45	22	3	0	1	5	6	0	9
V44	34	3	0	0	57	1	0	8	7	0	22	7
V45	6	0	16	0	78	6	0	44	0	38	5	6
V46	6	0	23	0	92	5	0	5	0	0	9	3
V47	581	0	103	25	0	0	0	0	0	0	73	0
V48	0	27	0	1	0	45	63	0	38	8	6	0
V49	10	128	54	76	113	11	1	80	5	5	12	0
V50	101	218	0	14	2	0	0	0	0	0	39	0
V51	29	43	56	13	21	15	6	16	6	0	7	26
V52	7	240	0	7	0	24	0	28	1	0	6	2
V53	9	1	29	13	0	0	24	0	0	0	1	0
V54	12	0	37	25	0	45	0	14	9	0	0	0
V55	1	0	63	144	5	0	7	0	10	0	0	0
V56	16	0	0	39	7	9	0	0	4	0	16	2
V57	164	149	6	22	35	0	0	0	0	65	18	0
V58	1	26	2	2	0	1	7	12	0	0	0	0
V59	4	30	521	108	75	0	120	0	0	0	0	0
V60	108	0	19	2	10	99	94	0	37	0	0	0
V61	69	6	1	1	91	34	0	25	0	0	32	1
V62	1	0	55	29	49	3	0	22	0	0	0	25
V63	64	1	9	74	55	17	13	0	26	3	0	0
V64	0	183	24	0	64	0	17	14	0	0	0	0
V65	33	22	0	61	0	27	0	0	4	37	11	0
V66	0	13	0	74	0	11	7	17	30	5	0	14
V67	7	293	5	33	0	0	41	28	0	0	0	0
V68	0	243	23	42	33	0	0	0	22	0	3	6
V69	28	8	0	7	0	47	2	0	4	0	6	0
V70	0	3	0	0	3	0	0	0	0	0	0	0
V71	2	8	19	3	2	7	43	0	0	0	0	0
V72	43	1	110	39	0	1	0	0	0	0	5	0
V73	9	139	0	74	3	5	66	0	7	0	1	11
V74	1	0	20	3	4	2	12	0	0	27	7	0
V75	3	14	18	44	0	0	3	0	0	0	0	0
V76	83	0	0	57	0	0	0	18	1	0	27	0
V77	20	25	4	0	0	0	17	0	11	0	0	0
V78	2	10	13	22	12	0	98	0	0	0	0	0
V79	106	19	0	53	17	36	0	0	19	1	12	8
V80	16	0	119	12	16	15	44	0	6	0	0	0
V81	0	140	10	0	64	7	30	0	0	1	0	0
V82	78	0	3	76	107	8	0	104	0	22	0	23
V83	55	24	0	0	6	0	9	0	0	3	0	0
V84	0	237	0	0	6	3	0	0	2	63	1	3
V85	0	6	33	82	0	0	0	0	3	0	0	12
V86	69	19	0	163	95	4	16	0	20	9	0	9
V87	42	21	0	0	2	12	9	30	0	11	10	0
V88	83	2	2	0	15	0	4	0	12	0	29	0
V89	30	0	154	15	10	10	36	0	0	0	0	0
V90	39	172	50	29	19	21	149	10	0	0	4	25
V91	12	125	20	51	6	67	0	0	70	19	0	0
V92	13	56	18	6	0	6	0	20	1	0	3	0
V93	70	33	59	12	0	130	71	24	64	27	16	0
V94	227	0	0	30	16	18	7	1	1	17	29	0
V95	73	1	0	1	25	102	199	0	36	9	0	0
V96	3	194	0	0	0	128	42	35	50	25	13	10
V97	24	0	109	59	4	0	21	0	22	0	17	0
V98	225	8	1	26	32	0	0	0	10	0	24	13
V99	22	5	0	0	9	8	0	0	0	7	1	0
V100	2	0	0	16	34	16	23	0	26	0	0	9
