Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	16	415	99	7	6	6	0
V2	271	8	11	3	5	0	9
V3	121	52	76	0	14	9	1
V4	289	2	211	59	35	42	0
V5	111	5	0	166	7	5	0
V6	13	9	2	127	25	25	0
V7	311	214	32	34	4	9	0
V8	70	170	15	0	0	14	10
V9	103	5	0	5	0	27	0
V10	86	204	0	131	26	19	20
V11	2	387	37	84	27	27	0
V12	374	95	191	58	161	11	28
V13	170	34	3	0	3	54	28
V14	14	6	24	60	45	6	0
V15	7	0	125	0	16	127	27
V16	2	98	57	151	26	44	0
V17	2	61	3	22	30	127	7
V18	10	233	26	109	8	83	0
V19	97	0	26	23	3	57	27
V20	32	53	64	394	55	68	59
V21	0	41	95	33	21	35	21
V22	71	12	9	0	2	15	0
V23	38	50	57	59	207	0	44
V24	56	272	4	8	168	79	0
V25	79	18	325	19	4	87	7
V26	7	77	18	17	104	3	0
V27	83	36	49	46	2	0	16
V28	1	46	13	0	9	224	0
V29	2	49	10	80	6	89	0
V30	150	23	394	0	15	9	0
V31	58	100	9	0	0	48	21
V32	6	11	15	20	0	24	0
V33	0	1	7	0	0	55	0
V34	44	27	36	0	71	25	9
V35	0	41	58	62	70	0	0
V36	34	0	17	0	3	7	0
V37	650	45	25	1	118	54	53
V38	13	21	1	0	9	20	8
V39	2	0	6	51	1	17	0
V40	26	8	1	78	4	6	0
V41	64	38	0	57	8	21	7
V42	11	21	16	100	1	2	26
V43	0	0	4	28	48	7	8
V44	47	4	0	64	1	4	19
V45	11	36	15	109	1	6	21
V46	10	0	22	100	0	2	9
V47	642	1	104	0	27	8	0
V48	4	26	41	0	0	80	37
V49	20	183	53	126	80	10	23
V50	124	230	0	4	16	0	0
V51	33	44	57	17	20	15	52
V52	12	265	0	1	7	29	1
V53	11	3	47	0	14	1	1
V54	14	11	36	0	26	55	0
V55	1	0	67	5	153	3	1
V56	24	0	0	8	45	16	0
V57	181	169	6	76	24	3	0
V58	3	36	7	0	3	2	0
V59	8	41	605	88	116	0	0
V60	115	9	83	14	2	146	0
V61	86	22	1	102	1	37	11
V62	2	18	57	64	38	5	0
V63	66	3	17	63	78	35	0
V64	1	196	34	71	0	0	0
V65	39	31	0	20	64	41	0
V66	2	33	6	7	85	38	0
V67	10	324	33	0	35	3	2
V68	0	238	21	29	46	0	38
V69	31	8	1	0	7	55	0
V70	0	3	0	3	0	0	0
V71	3	13	50	3	3	12	0
V72	47	1	108	0	41	1	1
V73	10	138	42	0	80	10	35
V74	5	7	31	21	4	8	0
V75	3	14	19	0	46	0	0
V76	102	12	0	0	62	0	10
V77	23	28	16	0	0	10	0
V78	5	14	84	11	24	0	19
V79	112	13	0	15	57	50	24
V80	19	1	150	19	13	26	0
V81	0	143	30	71	0	8	0
V82	88	87	4	145	85	12	0
V83	57	26	6	8	0	0	0
V84	0	260	0	42	0	13	0
V85	0	7	33	3	90	3	0
V86	71	18	10	108	171	13	13
V87	49	39	5	0	0	11	33
V88	104	0	5	16	0	9	13
V89	33	1	179	12	17	13	0
V90	47	185	150	18	36	30	52
V91	14	127	18	11	54	117	29
V92	16	74	18	1	7	7	0
V93	85	56	106	8	13	193	45
V94	246	0	4	23	32	23	18
V95	83	13	134	29	1	154	32
V96	13	227	26	5	1	184	44
V97	34	0	128	5	65	18	6
V98	242	0	0	33	31	3	30
V99	24	6	0	13	0	9	0
V100	3	0	16	41	19	38	9
