Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	70	6	43	0	40	35	28	0	0
V2	83	14	37	0	47	0	14	0	1
V3	0	12	0	84	0	49	28	0	11
V4	581	74	72	42	20	0	8	0	0
V5	36	13	6	75	10	28	0	36	0
V6	16	47	29	19	30	74	33	0	0
V7	0	16	0	7	31	34	5	17	6
V8	9	0	4	4	132	80	7	184	0
V9	19	10	154	0	0	15	11	7	1
V10	112	22	5	5	34	18	31	22	28
V11	47	66	2	24	34	144	13	6	12
V12	0	81	14	160	33	36	0	9	69
V13	26	33	149	10	122	48	104	23	0
V14	132	0	0	29	0	7	10	0	74
V15	11	15	55	2	11	13	21	21	33
V16	0	0	104	55	45	0	0	0	15
V17	48	20	4	6	24	27	5	33	0
V18	27	19	3	22	51	146	12	133	43
V19	21	86	5	194	9	4	0	0	0
V20	1	46	38	9	25	15	81	0	0
V21	52	12	2	10	22	68	49	43	0
V22	77	6	37	3	16	31	0	4	0
V23	68	14	5	44	0	8	0	12	43
V24	11	0	36	63	59	4	25	17	37
V25	0	0	23	45	12	9	24	17	2
V26	48	8	39	59	37	18	58	34	0
V27	274	19	260	65	262	18	5	0	0
V28	7	418	15	10	9	2	9	2	10
V29	77	2	5	53	0	9	0	0	0
V30	22	2	101	4	29	11	6	0	0
V31	9	0	4	7	1	18	76	2	0
V32	42	51	0	19	17	151	233	6	29
V33	10	26	24	9	41	30	0	11	0
V34	22	15	26	0	18	0	5	0	0
V35	10	100	0	3	0	0	0	4	5
V36	47	8	51	0	57	12	14	0	0
V37	83	24	38	46	42	96	51	0	15
V38	45	59	0	8	0	0	0	0	30
V39	126	184	22	17	24	37	1	1	23
V40	0	163	31	101	33	35	60	23	40
V41	190	67	58	4	37	0	3	0	0
V42	4	0	0	178	22	24	45	16	0
V43	165	125	119	3	31	24	68	0	0
V44	3	0	18	0	9	2	6	4	0
V45	47	36	202	5	35	2	1	10	7
V46	10	8	0	85	4	5	2	0	9
V47	1	105	44	60	22	14	17	6	0
V48	1	133	16	16	30	37	11	14	0
V49	121	0	14	30	17	5	33	1	3
V50	43	25	3	134	2	45	85	0	126
V51	5	0	39	125	43	0	17	30	2
V52	0	0	124	30	145	0	26	18	10
V53	2	31	1	11	0	4	0	0	0
V54	22	30	0	0	0	6	41	12	6
V55	135	4	1	0	1	31	52	3	2
V56	3	19	4	41	2	1	16	18	0
V57	314	72	4	9	16	19	0	14	8
V58	2	13	48	5	0	0	0	0	0
V59	5	13	2	107	39	46	16	44	18
V60	236	35	16	19	17	13	0	2	32
V61	62	31	57	0	6	6	17	0	0
V62	64	0	0	15	25	77	1	81	26
V63	110	78	53	13	38	0	0	12	14
V64	80	180	1	65	5	15	0	18	15
V65	40	0	0	22	25	0	133	57	0
V66	0	235	0	34	30	143	100	46	17
V67	88	51	12	0	0	51	66	0	0
V68	2	12	1	4	26	20	0	19	0
V69	48	25	3	54	9	2	27	0	28
V70	0	2	8	0	4	72	85	0	0
V71	16	3	20	0	16	18	7	21	0
V72	25	16	66	0	16	157	149	0	0
V73	15	0	4	35	34	81	0	48	21
V74	227	101	168	181	196	19	30	4	4
V75	35	0	0	56	1	63	24	0	101
V76	39	0	47	111	67	2	1	0	0
V77	13	41	0	1	0	1	1	2	10
V78	0	19	50	17	44	0	104	9	8
V79	23	24	6	5	83	134	0	38	0
V80	7	14	1	2	11	66	0	110	21
V81	89	76	47	2	28	0	11	46	0
V82	267	34	6	74	89	79	0	82	54
V83	0	4	7	6	2	0	64	51	12
V84	0	137	225	0	73	30	25	21	23
V85	21	213	1	59	6	50	19	5	51
V86	8	0	4	45	9	10	26	7	0
V87	0	89	19	58	4	7	176	0	43
V88	1	219	47	4	48	5	1	0	9
V89	75	4	9	13	0	39	10	0	21
V90	1	0	24	14	31	21	7	42	0
V91	11	0	2	8	17	59	0	20	0
V92	0	26	133	182	49	10	0	0	64
V93	0	12	51	104	39	63	32	0	83
V94	1	97	1	5	6	0	24	0	1
V95	329	85	168	15	50	0	10	0	18
V96	46	38	85	115	25	0	3	0	0
V97	42	11	32	16	53	5	1	1	0
V98	48	5	16	13	13	23	0	17	31
V99	34	155	81	17	10	2	82	12	0
V100	1	0	23	0	18	3	13	0	0
