MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	3.26E-04	4.38E-04	8.57E-04	2.93E-03	6.22E-03	1.72E-03	2.08E-02	5.26E-02	4.94E-03	1.05E-02	4.18E-02	5.13E-03	5.57E-03	4.32E-03
1:Del:C:1	1.03E-04	7.29E-04	1.33E-04	8.77E-04	2.43E-03	2.46E-03	2.65E-02	1.93E-02	2.91E-03	1.18E-03	1.11E-02	2.51E-02	3.61E-03	6.05E-03
1:Del:C:2	6.27E-04	7.02E-05	2.49E-03	7.78E-04	1.72E-03	2.54E-07	9.62E-04	9.07E-04	3.17E-03	2.31E-03	6.19E-03	2.38E-03	1.01E-02	1.99E-02
1:Del:C:3	4.57E-04	1.92E-08	4.56E-03	3.30E-07	2.38E-03	2.35E-03	8.29E-03	7.28E-03	1.84E-03	1.26E-03	1.45E-03	1.51E-03	2.37E-02	6.99E-02
1:Del:C:4	2.76E-04	8.64E-05	0.00E+00	6.13E-04	1.87E-03	6.01E-04	2.06E-03	3.87E-03	2.17E-03	4.25E-03	1.49E-02	7.10E-03	4.22E-03	5.14E-03
1:Del:C:5	1.14E-03	2.89E-04	3.73E-04	1.24E-03	1.55E-04	2.51E-03	4.39E-04	4.76E-03	9.79E-03	3.69E-03	0.00E+00	2.96E-03	2.72E-03	5.30E-03
1:Del:T:0	1.58E-03	2.65E-03	3.62E-04	1.12E-03	1.07E-02	9.37E-03	1.28E-02	1.49E-02	9.96E-03	2.53E-03	4.23E-02	1.49E-02	3.49E-03	1.33E-02
1:Del:T:1	2.76E-04	2.35E-04	2.50E-05	0.00E+00	1.58E-03	1.94E-03	1.03E-02	1.24E-02	2.66E-03	2.03E-04	1.52E-02	1.16E-02	1.05E-03	5.80E-04
1:Del:T:2	1.20E-04	1.22E-03	4.22E-04	9.76E-04	2.34E-03	1.35E-03	3.05E-02	1.92E-02	5.79E-03	9.74E-03	8.84E-03	1.40E-02	2.36E-03	1.52E-02
1:Del:T:3	6.83E-04	2.07E-04	3.02E-04	2.96E-03	2.52E-03	1.73E-02	1.75E-02	1.96E-02	4.52E-03	2.68E-03	5.33E-02	1.10E-02	1.45E-02	1.32E-02
1:Del:T:4	1.75E-03	5.84E-03	7.73E-04	5.23E-03	0.00E+00	7.00E-03	1.73E-02	1.69E-02	0.00E+00	1.96E-02	5.37E-02	4.06E-03	7.03E-03	2.07E-02
1:Del:T:5	1.87E-46	1.94E-07	4.61E-07	1.06E-02	3.00E-07	9.85E-03	4.38E-08	5.61E-02	4.02E-02	4.62E-06	1.11E-02	1.30E-06	7.19E-02	7.76E-02
1:Ins:C:0	5.32E-05	1.27E-07	2.15E-08	6.24E-08	9.10E-04	9.51E-04	2.26E-04	5.65E-04	1.12E-03	3.80E-08	2.86E-03	2.10E-04	1.15E-03	1.15E-07
1:Ins:C:1	1.70E-08	1.76E-08	2.50E-08	4.33E-05	8.36E-04	2.19E-06	4.17E-06	5.24E-05	8.87E-04	1.43E-03	1.17E-03	5.28E-04	4.30E-04	3.23E-03
1:Ins:C:2	3.13E-08	1.36E-04	3.36E-08	6.23E-05	7.86E-04	2.95E-07	5.06E-08	1.08E-07	1.41E-03	2.02E-07	1.69E-07	4.08E-04	2.09E-07	4.36E-07
1:Ins:C:3	2.32E-04	3.02E-08	2.52E-08	1.60E-04	3.73E-05	7.90E-08	2.32E-07	1.55E-04	2.42E-04	1.04E-03	1.14E-03	3.99E-04	2.03E-03	1.32E-03
1:Ins:C:4	1.46E-04	2.77E-04	0.00E+00	7.85E-04	5.01E-04	3.68E-08	2.07E-07	3.21E-03	7.27E-04	9.85E-03	1.21E-02	9.28E-04	2.19E-04	4.28E-03
1:Ins:C:5	3.36E-03	4.14E-04	8.50E-04	1.02E-03	1.96E-03	1.37E-03	0.00E+00	3.98E-03	3.96E-04	6.70E-03	7.22E-03	1.86E-02	3.56E-02	5.23E-03
1:Ins:T:0	8.15E-04	5.75E-04	2.86E-04	1.38E-04	2.17E-03	8.57E-04	3.16E-03	1.60E-03	8.01E-04	4.25E-03	8.81E-03	1.51E-03	2.57E-03	6.13E-03
1:Ins:T:1	5.89E-08	3.37E-08	3.75E-03	5.08E-04	3.46E-04	4.14E-03	2.95E-03	7.32E-03	2.26E-03	2.14E-03	3.44E-03	1.96E-03	1.18E-02	5.96E-02
1:Ins:T:2	0.00E+00	4.13E-04	2.60E-04	9.71E-08	8.95E-04	1.84E-03	2.98E-04	2.73E-07	2.37E-03	4.19E-03	2.03E-03	6.73E-04	1.33E-04	7.59E-04
1:Ins:T:3	8.98E-04	2.96E-04	4.42E-07	1.44E-08	7.27E-04	3.58E-03	6.73E-04	3.42E-04	5.43E-04	6.78E-03	6.82E-03	2.81E-03	1.69E-03	2.59E-03
1:Ins:T:4	4.55E-03	2.95E-04	6.38E-05	5.45E-04	3.66E-04	7.48E-03	6.55E-04	8.34E-03	9.78E-04	1.09E-02	2.11E-03	3.22E-03	1.43E-03	5.51E-03
1:Ins:T:5	8.02E-03	6.28E-08	2.24E-07	0.00E+00	3.29E-03	2.19E-02	1.36E-06	1.48E-02	2.60E-02	8.04E-02	1.02E-02	4.41E-02	3.55E-02	5.83E-02
2:Del:R:0	2.65E-05	0.00E+00	2.40E-04	0.00E+00	2.00E-03	1.69E-02	6.59E-03	5.72E-03	2.07E-03	1.66E-03	2.46E-03	5.28E-03	4.48E-03	1.53E-03
2:Del:R:1	3.30E-04	0.00E+00	3.43E-04	4.25E-04	1.92E-03	7.93E-03	3.14E-03	1.74E-03	4.18E-03	3.36E-03	1.02E-02	2.74E-03	1.84E-02	1.82E-03
2:Del:R:2	3.64E-04	9.78E-09	0.00E+00	4.40E-04	0.00E+00	1.04E-03	4.10E-04	2.13E-03	3.30E-04	4.71E-04	4.11E-03	8.95E-04	2.37E-03	1.85E-03
2:Del:R:3	1.28E-04	2.88E-04	0.00E+00	1.11E-04	6.00E-08	2.11E-07	7.45E-04	2.86E-04	9.85E-06	3.02E-04	5.36E-04	2.10E-03	1.50E-04	1.26E-03
2:Del:R:4	8.59E-08	6.22E-08	3.08E-08	8.95E-05	2.21E-08	3.28E-08	2.67E-04	1.92E-04	1.24E-07	1.24E-07	3.35E-04	1.34E-07	1.14E-04	5.49E-04
2:Del:R:5	1.42E-07	4.66E-08	2.42E-03	1.62E-07	4.26E-04	1.58E-03	4.63E-04	1.22E-04	1.50E-07	6.71E-04	6.33E-07	5.52E-04	8.79E-04	1.30E-03
3:Del:R:0	3.61E-04	9.36E-03	3.91E-04	0.00E+00	1.35E-03	1.06E-02	2.57E-03	2.34E-03	2.05E-03	4.99E-03	6.78E-05	4.15E-02	0.00E+00	3.08E-02
3:Del:R:1	3.02E-08	1.81E-02	2.78E-07	2.19E-07	1.74E-07	1.04E-01	1.11E-03	4.81E-07	3.72E-07	4.01E-07	4.77E-02	5.89E-02	2.20E-02	8.50E-02
3:Del:R:2	1.95E-04	0.00E+00	6.96E-05	2.12E-08	1.01E-04	6.66E-04	2.40E-04	6.21E-04	5.70E-04	1.58E-04	5.99E-04	5.50E-04	9.32E-04	9.29E-08
3:Del:R:3	1.77E-04	1.75E-05	8.54E-08	3.16E-08	1.26E-04	9.57E-05	1.86E-04	3.80E-04	2.27E-04	3.50E-05	1.88E-07	9.07E-04	1.22E-04	9.02E-04
3:Del:R:4	5.38E-05	4.67E-08	1.01E-04	7.71E-05	1.52E-08	1.35E-03	2.27E-04	3.25E-04	1.80E-08	2.08E-04	1.85E-04	1.32E-07	9.44E-04	2.38E-04
3:Del:R:5	8.81E-08	1.17E-07	1.22E-02	2.98E-07	1.94E-03	6.65E-02	1.56E-03	4.25E-07	2.27E-07	1.98E-02	1.10E-06	9.40E-07	1.05E-01	7.70E-03
4:Del:R:0	8.57E-07	3.50E-08	1.64E-04	1.72E-04	2.04E-03	1.98E-03	2.12E-07	1.06E-06	2.79E-03	4.13E-03	4.03E-07	2.99E-03	5.22E-04	1.01E-03
4:Del:R:1	4.56E-04	1.40E-04	1.72E-04	6.83E-04	5.51E-04	2.11E-03	2.00E-03	5.91E-04	1.05E-03	5.21E-03	3.78E-03	8.61E-06	3.88E-03	1.19E-03
4:Del:R:2	6.33E-08	4.37E-08	1.00E-03	4.75E-08	6.10E-08	4.16E-03	2.88E-07	1.37E-07	1.11E-07	4.37E-04	2.28E-04	3.12E-04	3.12E-03	1.79E-03
4:Del:R:3	2.93E-08	5.76E-08	3.05E-08	1.85E-07	1.55E-04	1.57E-07	8.26E-08	1.26E-07	8.62E-05	2.38E-04	1.89E-07	5.89E-04	1.38E-07	2.41E-07
4:Del:R:4	2.34E-08	2.99E-08	2.23E-08	1.17E-08	4.32E-08	1.26E-07	8.19E-08	1.50E-07	1.03E-07	1.47E-07	2.38E-07	2.12E-07	1.40E-07	2.31E-07
4:Del:R:5	1.43E-08	4.11E-08	2.79E-08	1.06E-04	4.43E-08	1.53E-07	6.77E-08	8.58E-08	8.54E-08	1.13E-07	2.80E-04	3.47E-04	3.77E-04	1.70E-07
5:Del:R:0	3.24E-05	6.82E-04	1.14E-07	5.41E-05	1.10E-02	1.76E-02	4.21E-03	8.42E-03	3.00E-02	1.87E-02	3.30E-03	4.10E-02	2.84E-08	1.08E-06
5:Del:R:1	1.15E-04	4.41E-04	3.36E-05	5.71E-04	2.16E-04	5.34E-04	3.69E-07	4.37E-04	1.05E-03	4.52E-04	4.22E-04	2.95E-03	2.89E-03	2.48E-03
5:Del:R:2	2.24E-04	1.01E-07	2.93E-08	7.03E-05	3.53E-04	9.05E-08	8.56E-08	3.25E-04	7.50E-04	2.26E-04	1.74E-07	4.71E-08	8.02E-04	1.76E-04
5:Del:R:3	2.34E-08	2.99E-08	2.23E-08	1.17E-08	4.32E-08	1.26E-07	8.19E-08	1.50E-07	1.03E-07	1.47E-07	2.38E-07	2.12E-07	1.40E-07	2.31E-07
5:Del:R:4	3.27E-08	6.47E-08	2.85E-08	4.62E-08	6.74E-05	4.06E-04	1.36E-07	1.44E-07	1.93E-07	3.48E-07	2.93E-07	6.68E-07	1.46E-07	2.09E-04
5:Del:R:5	2.34E-08	2.99E-08	2.23E-08	1.17E-08	4.32E-08	1.26E-07	8.19E-08	1.50E-07	1.03E-07	1.47E-07	2.38E-07	2.12E-07	1.40E-07	2.31E-07
2:Ins:R:0	1.07E-07	3.88E-05	1.50E-08	3.86E-05	1.25E-03	3.64E-03	1.48E-07	8.75E-05	1.20E-03	1.03E-04	3.07E-03	3.73E-03	1.99E-04	6.85E-07
2:Ins:R:1	4.04E-09	5.15E-09	2.38E-04	3.99E-08	7.08E-04	4.33E-08	1.69E-03	9.17E-04	6.41E-04	3.64E-08	1.35E-03	2.42E-03	3.77E-04	1.92E-03
2:Ins:R:2	6.63E-09	2.65E-04	1.93E-04	3.52E-04	1.45E-04	3.14E-04	3.45E-04	1.36E-03	1.11E-07	2.95E-03	6.53E-04	1.22E-03	4.75E-04	2.54E-03
2:Ins:R:3	2.66E-05	2.14E-08	5.02E-08	4.46E-08	1.32E-04	4.97E-08	7.36E-05	7.68E-05	4.29E-04	5.41E-04	3.62E-03	2.89E-04	3.53E-08	1.48E-03
2:Ins:R:4	5.08E-04	0.00E+00	1.31E-04	4.75E-04	0.00E+00	1.10E-07	0.00E+00	1.30E-07	1.04E-03	3.06E-03	2.60E-06	3.95E-04	4.65E-03	1.76E-03
2:Ins:R:5	3.80E-03	1.36E-03	0.00E+00	2.85E-03	0.00E+00	1.88E-03	9.34E-04	5.40E-03	3.61E-04	1.82E-03	3.26E-03	7.96E-04	3.67E-03	1.89E-02
3:Ins:R:0	0.00E+00	4.55E-03	4.35E-04	0.00E+00	4.80E-04	1.26E-02	4.63E-04	4.23E-05	2.24E-03	2.36E-04	1.60E-03	2.87E-04	1.67E-03	8.77E-05
3:Ins:R:1	2.57E-04	4.74E-04	1.89E-08	1.54E-04	2.63E-07	2.46E-04	4.75E-08	4.75E-08	3.25E-09	4.07E-03	2.29E-03	3.21E-03	1.33E-03	3.74E-04
3:Ins:R:2	1.78E-05	3.44E-08	2.98E-08	5.28E-08	1.03E-04	5.39E-04	8.60E-08	1.59E-07	1.02E-04	6.95E-05	1.32E-06	8.48E-05	1.08E-07	2.04E-07
3:Ins:R:3	2.34E-08	2.99E-08	2.23E-08	1.17E-08	4.32E-08	1.26E-07	8.19E-08	1.50E-07	1.03E-07	1.47E-07	2.38E-07	2.12E-07	1.40E-07	2.31E-07
3:Ins:R:4	6.91E-05	3.36E-07	7.64E-09	1.11E-04	9.34E-08	2.61E-05	5.41E-08	3.13E-04	1.63E-07	1.10E-04	9.67E-05	3.82E-04	4.65E-04	1.06E-04
3:Ins:R:5	5.13E-04	6.41E-08	2.61E-08	1.04E-07	0.00E+00	7.17E-08	5.35E-08	2.86E-07	5.14E-05	2.87E-03	2.11E-03	2.14E-04	1.95E-04	7.07E-05
4:Ins:R:0	1.69E-08	5.99E-08	4.11E-08	3.69E-08	2.78E-04	1.36E-06	5.44E-08	6.77E-08	6.33E-04	4.27E-04	3.46E-07	1.49E-04	1.38E-07	2.57E-07
4:Ins:R:1	1.39E-04	3.41E-04	4.50E-08	1.98E-04	3.33E-04	6.87E-04	1.59E-04	4.48E-04	6.66E-04	1.86E-03	4.07E-04	1.39E-03	9.20E-04	2.20E-03
4:Ins:R:2	2.34E-08	2.99E-08	2.23E-08	1.17E-08	4.32E-08	1.26E-07	8.19E-08	1.50E-07	1.03E-07	1.47E-07	2.38E-07	2.12E-07	1.40E-07	2.31E-07
4:Ins:R:3	2.34E-08	2.99E-08	2.23E-08	1.17E-08	4.32E-08	1.26E-07	8.19E-08	1.50E-07	1.03E-07	1.47E-07	2.38E-07	2.12E-07	1.40E-07	2.31E-07
4:Ins:R:4	6.37E-05	3.44E-08	3.65E-08	5.53E-08	4.13E-05	5.38E-04	2.67E-04	8.91E-05	4.84E-05	3.20E-04	2.73E-07	5.77E-04	5.97E-04	1.21E-04
4:Ins:R:5	2.42E-04	0.00E+00	8.30E-06	3.98E-04	1.76E-04	2.34E-04	9.00E-09	1.64E-03	1.03E-03	1.02E-03	7.26E-07	5.14E-03	1.51E-03	1.88E-03
5:Ins:R:0	7.06E-05	8.61E-04	1.42E-07	1.29E-04	3.17E-04	4.03E-03	4.66E-04	2.55E-04	3.16E-04	4.31E-03	5.65E-03	5.03E-03	7.74E-04	7.76E-03
5:Ins:R:1	2.19E-04	1.85E-04	3.49E-05	3.91E-04	1.58E-03	1.27E-03	1.30E-04	4.35E-04	7.05E-03	1.11E-03	5.61E-03	7.82E-03	7.64E-03	1.17E-03
5:Ins:R:2	1.39E-07	1.59E-05	3.71E-08	5.51E-08	4.76E-08	5.38E-05	1.13E-07	1.52E-07	1.12E-07	2.32E-04	2.77E-07	2.31E-07	3.97E-04	4.55E-04
5:Ins:R:3	1.63E-04	7.80E-05	3.42E-08	3.84E-08	2.41E-08	2.49E-05	5.52E-08	1.04E-07	2.21E-07	7.52E-08	1.71E-07	4.35E-04	5.96E-04	2.81E-04
5:Ins:R:4	4.46E-07	1.14E-02	1.17E-08	8.47E-08	9.41E-04	5.07E-02	1.24E-07	1.39E-07	2.34E-07	5.70E-04	5.36E-03	1.66E-02	9.85E-08	0.00E+00
