NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	87.439	29.532	22.097	18.852	0.17	0.977	20000.0
2	84.675	28.425	21.096	18.294	0.166	0.977	40000.0
3	86.649	29.156	21.764	18.958	0.165	0.976	20000.0
4	86.575	29.318	21.874	18.978	0.171	0.977	50000.0
5	86.146	29.7	21.896	19.662	0.175	0.973	20000.0
6	84.376	28.605	20.749	18.299	0.173	0.978	20000.0
7	85.883	29.735	21.345	19.048	0.176	0.976	40000.0
8	88.203	29.487	22.348	19.051	0.169	0.977	30000.0
9	88.931	29.867	22.33	19.189	0.173	0.975	80000.0
10	86.558	29.247	21.426	18.767	0.169	0.976	40000.0
