NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	94.687	33.188	27.136	23.058	0.176	0.965	50000.0
2	83.98	30.354	22.901	20.901	0.167	0.969	20000.0
3	89.093	32.41	24.505	22.479	0.178	0.965	30000.0
4	84.568	30.21	22.94	20.453	0.168	0.97	20000.0
5	81.164	28.92	21.697	19.381	0.167	0.972	30000.0
6	91.02	32.195	26.882	23.069	0.171	0.965	50000.0
7	87.333	31.14	25.179	21.64	0.168	0.967	20000.0
8	86.412	31.093	23.96	21.807	0.168	0.967	20000.0
9	85.755	31.08	24.195	21.563	0.17	0.968	20000.0
10	84.936	30.329	23.381	20.922	0.172	0.969	20000.0
