MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	1.08E-03	2.70E-05	1.47E-03	2.85E-03	2.98E-03	9.43E-04
1:Del:C:1	1.01E-04	3.73E-04	2.11E-04	2.07E-03	1.15E-03	7.88E-04
1:Del:C:2	9.91E-05	1.13E-04	2.01E-04	2.61E-04	5.36E-04	3.30E-04
1:Del:C:3	3.00E-04	4.18E-04	3.26E-04	5.35E-04	5.62E-04	1.02E-03
1:Del:C:4	2.42E-04	3.06E-04	2.84E-04	4.94E-04	3.28E-04	5.81E-04
1:Del:C:5	3.93E-04	3.82E-04	4.02E-04	5.23E-04	0.00E+00	4.09E-05
1:Del:T:0	8.29E-04	6.53E-04	4.61E-04	2.38E-03	1.43E-03	1.09E-03
1:Del:T:1	8.78E-08	0.00E+00	1.14E-04	1.33E-03	8.07E-04	2.63E-07
1:Del:T:2	5.56E-04	5.04E-04	8.44E-04	1.53E-03	8.01E-04	9.79E-04
1:Del:T:3	9.91E-04	9.25E-04	7.33E-04	1.97E-03	1.93E-03	2.32E-04
1:Del:T:4	1.09E-03	4.59E-04	1.46E-03	1.70E-03	0.00E+00	0.00E+00
1:Del:T:5	4.40E-03	2.52E-04	6.42E-04	9.71E-04	1.34E-03	1.16E-02
1:Ins:C:0	6.29E-05	5.01E-08	2.91E-09	5.77E-08	2.13E-04	6.39E-05
1:Ins:C:1	3.03E-09	1.06E-04	7.90E-05	2.58E-04	3.11E-04	3.97E-05
1:Ins:C:2	4.95E-09	4.30E-05	8.32E-05	6.88E-05	1.45E-04	2.00E-04
1:Ins:C:3	7.52E-05	7.88E-05	7.44E-05	5.47E-05	0.00E+00	1.56E-04
1:Ins:C:4	4.06E-04	4.54E-04	2.22E-04	7.80E-05	2.22E-04	0.00E+00
1:Ins:C:5	2.95E-04	4.62E-04	4.35E-04	1.24E-04	9.44E-05	8.39E-04
1:Ins:T:0	2.95E-04	2.18E-04	3.44E-04	8.58E-04	3.55E-04	4.15E-04
1:Ins:T:1	1.26E-05	0.00E+00	1.50E-04	5.42E-04	3.30E-04	2.30E-04
1:Ins:T:2	1.90E-04	1.94E-04	1.75E-04	4.35E-04	1.14E-04	0.00E+00
1:Ins:T:3	2.07E-04	3.11E-04	1.56E-04	1.30E-05	2.69E-04	1.80E-04
1:Ins:T:4	6.84E-04	7.04E-04	1.16E-03	6.11E-04	3.20E-04	7.97E-04
1:Ins:T:5	1.42E-03	2.37E-03	2.01E-04	3.44E-04	4.80E-06	1.61E-03
2:Del:R:0	0.00E+00	1.76E-40	2.75E-04	7.12E-04	8.20E-04	1.49E-04
