Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	1:Del:C:0	0.0	0.0	0.0	0.0	1.0	0.0
V1	1:Del:C:1	0.0	0.5493925249558373	0.0	0.06558601104331681	0.38502146400084586	0.0
V1	1:Del:C:2	0.0	0.1664100313999673	0.0	1.2568561294305379e-05	0.8335774000387383	0.0
V1	1:Del:C:3	0.0	0.752036210213836	0.0	0.0	0.24796378978616393	0.0
V1	1:Del:C:4	0.0	0.9667297681032313	0.0	0.0	0.03327023189676866	0.0
V1	1:Del:C:5	0.0	0.7073307631475281	0.0	0.2689138096331699	0.02375542721930212	0.0
V1	1:Del:T:0	0.0	0.2720518153182897	0.0	0.16440528022309744	0.5635429044586129	0.0
V1	1:Del:T:1	0.0	0.35833306854460023	0.0	0.027643101320891504	0.6140238301345082	0.0
V1	1:Del:T:2	0.0	0.00499551884186463	0.0	0.9927838957219561	0.002220585436179149	0.0
V1	1:Del:T:3	0.0	0.8281430000052834	0.0	0.15961420693386139	0.012242793060855243	0.0
V1	1:Del:T:4	0.0	1.0	0.0	0.0	0.0	0.0
V1	1:Del:T:5	0.0	0.0002719513128310733	0.0	0.00029087479197376326	0.9994371738951952	0.0
V1	1:Ins:C:0	0.0	0.00021683654598135437	0.0	0.3572896150413207	0.642493548412698	0.0
V1	1:Ins:C:1	0.0	0.480842758487981	0.0	6.815809977000891e-05	0.5190890834122489	0.0
V1	1:Ins:C:2	0.0	5.8520636130815804e-05	0.0	0.0003071834385541582	0.999634295925315	0.0
V1	1:Ins:C:3	0.0	0.6366443131925449	0.0	0.32059160501252937	0.04276408179492568	0.0
V1	1:Ins:C:4	0.0	0.45344148705666487	0.0	0.5454985264463048	0.001059986497030385	0.0
V1	1:Ins:C:5	0.0	0.9697243142008513	0.0	0.030075423094738436	0.00020026270441027183	0.0
V1	1:Ins:T:0	0.0	0.5341208862986299	0.0	0.29982068307684506	0.16605843062452508	0.0
V1	1:Ins:T:1	0.0	0.0001955980055267559	0.0	7.185248138652603e-05	0.9997325495130868	0.0
V1	1:Ins:T:2	0.0	0.6766035491420652	0.0	0.2667766079167313	0.056619842941203515	0.0
V1	1:Ins:T:3	0.0	0.9507426317961477	0.0	7.12374186727027e-06	0.049250244461985046	0.0
V1	1:Ins:T:4	0.0	0.964769804473327	0.0	0.029917265659825314	0.0053129298668475825	0.0
V1	1:Ins:T:5	0.0	0.9998025796289787	0.0	0.0	0.00019742037102133038	0.0
V1	2:Del:R:0	0.0	0.5264060728746353	0.0	0.12270715156322562	0.35088677556213915	0.0
