Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	1	6	0	5	6	4	5
V2	29	42	38	9	58	137	46
V3	0	150	8	12	50	29	3
V4	46	1	14	14	4	26	10
V5	55	3	244	74	3	22	0
V6	9	9	22	22	118	104	42
V7	3	7	0	281	0	1	52
V8	9	102	2	7	57	33	15
V9	6	39	52	104	80	3	57
V10	0	19	0	162	19	150	32
V11	0	79	75	70	12	58	0
V12	19	325	6	94	2	57	13
V13	110	41	34	14	28	45	26
V14	21	254	1	0	18	19	3
V15	2	0	14	72	34	1	23
V16	5	22	169	0	195	234	49
V17	228	35	38	0	25	71	56
V18	1293	14	0	20	82	45	18
V19	13	3	14	51	75	2	40
V20	30	11	0	114	86	13	52
V21	68	30	0	5	14	9	16
V22	25	29	56	0	85	1	50
V23	72	3	63	106	172	32	115
V24	5	133	40	0	5	2	0
V25	26	25	0	37	8	3	12
V26	52	74	32	9	84	0	8
V27	14	5	92	0	94	8	97
V28	1	14	16	0	0	24	25
V29	44	8	185	59	4	11	8
V30	42	63	55	6	0	35	14
V31	30	189	145	0	15	7	63
V32	45	27	171	6	49	60	67
V33	102	13	74	0	2	4	68
V34	8	32	18	7	44	80	32
V35	30	51	148	237	0	9	401
V36	9	3	15	24	9	51	0
V37	5	80	31	0	60	90	52
V38	29	220	81	16	13	55	0
V39	2	176	22	118	252	90	21
V40	55	47	108	8	12	39	20
V41	8	16	0	4	95	128	12
V42	11	35	36	198	0	21	30
V43	102	53	4	114	84	27	5
V44	158	48	7	13	31	3	17
V45	8	17	18	73	240	151	32
V46	39	1	4	95	20	2	3
V47	4	9	22	195	53	28	20
V48	43	18	154	63	0	133	0
V49	18	0	8	0	1	8	1
V50	15	40	88	16	0	115	76
V51	12	50	14	78	11	0	10
V52	8	12	54	76	78	26	9
V53	36	9	0	90	22	177	26
V54	22	7	1	87	105	22	3
V55	46	24	241	5	15	20	113
V56	36	251	388	63	361	4	0
V57	9	42	100	10	288	34	1
V58	5	1	69	16	17	15	72
V59	128	50	2	33	7	13	4
V60	71	148	98	78	0	17	0
V61	21	61	82	127	0	2	0
V62	9	51	124	26	63	1	10
V63	30	97	0	76	0	0	0
V64	105	58	0	58	20	98	95
V65	244	28	145	0	21	36	0
V66	188	3	0	124	137	4	72
V67	2	26	1	3	13	12	0
V68	121	3	0	0	9	0	0
V69	6	2	8	0	11	16	17
V70	2	40	0	0	113	38	13
V71	2	0	0	168	0	90	0
V72	11	8	37	95	5	1	3
V73	0	20	6	1	49	47	27
V74	30	24	41	34	1	198	28
V75	45	1	2	18	11	12	9
V76	67	136	0	16	527	19	0
V77	3	66	0	36	11	18	0
V78	10	44	11	130	0	89	69
V79	23	4	51	150	0	456	0
V80	18	27	0	9	71	18	4
V81	105	0	94	46	3	0	21
V82	109	65	3	0	1	0	0
V83	9	33	0	1	24	32	0
V84	9	16	20	12	0	56	46
V85	0	1	21	1	41	34	8
V86	63	334	1	4	6	54	0
V87	91	55	0	109	0	6	7
V88	29	43	287	57	4	49	37
V89	63	12	101	231	23	3	0
V90	28	2	0	68	47	1	49
V91	63	39	0	38	8	18	32
V92	7	4	146	13	18	20	16
V93	0	81	3	0	5	77	23
V94	18	49	4	3	5	1	2
V95	17	11	0	3	38	47	14
V96	55	33	0	62	27	26	28
V97	45	1	26	9	11	1	0
V98	5	21	214	10	1	6	0
V99	5	132	0	0	0	46	9
V100	16	63	47	43	0	1	49
