MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	1.73E-03	2.03E-03	1.37E-03	1.65E-03	1.69E-04
1:Del:C:1	7.46E-04	9.94E-04	3.74E-04	9.88E-04	7.05E-04
1:Del:C:2	6.31E-05	1.66E-04	9.85E-05	8.29E-05	1.80E-04
1:Del:C:3	3.45E-04	5.17E-04	1.40E-04	4.72E-04	4.19E-04
1:Del:C:4	3.18E-04	4.15E-04	0.00E+00	5.50E-04	1.38E-04
1:Del:C:5	4.95E-04	2.18E-04	1.03E-05	4.52E-04	2.85E-04
1:Del:T:0	8.32E-04	1.20E-03	9.99E-04	9.80E-04	9.22E-04
1:Del:T:1	3.12E-04	6.72E-04	1.34E-04	6.09E-04	1.62E-04
1:Del:T:2	4.80E-04	5.80E-04	3.57E-04	1.46E-03	4.54E-06
1:Del:T:3	8.39E-04	1.16E-03	6.37E-04	1.63E-03	6.03E-04
1:Del:T:4	6.38E-04	9.89E-04	2.29E-04	1.13E-03	3.92E-04
1:Del:T:5	1.10E-07	1.62E-07	9.26E-08	7.00E-03	4.28E-04
1:Ins:C:0	7.69E-09	1.49E-04	6.26E-05	1.20E-07	5.27E-05
1:Ins:C:1	7.85E-09	1.52E-04	9.37E-05	3.48E-07	6.94E-05
1:Ins:C:2	7.11E-05	1.31E-04	1.27E-04	2.20E-04	1.52E-06
1:Ins:C:3	4.69E-08	5.62E-08	4.63E-05	4.76E-07	3.41E-08
1:Ins:C:4	1.97E-04	2.08E-04	1.56E-04	1.20E-04	2.64E-04
1:Ins:C:5	6.95E-04	6.11E-05	1.51E-04	7.19E-04	0.00E+00
1:Ins:T:0	2.08E-04	5.54E-04	2.78E-04	3.48E-04	1.99E-04
1:Ins:T:1	2.34E-04	4.34E-04	1.80E-04	1.98E-04	2.00E-05
1:Ins:T:2	1.80E-08	2.16E-04	9.02E-05	3.36E-04	1.56E-04
1:Ins:T:3	3.67E-04	3.10E-04	2.50E-04	2.73E-04	0.00E+00
1:Ins:T:4	4.92E-04	1.20E-04	1.37E-08	3.96E-04	1.40E-46
1:Ins:T:5	3.92E-03	3.38E-07	3.56E-03	0.00E+00	1.59E-03
2:Del:R:0	2.20E-04	4.76E-04	1.07E-04	3.67E-04	1.47E-04
2:Del:R:1	1.88E-04	3.36E-04	0.00E+00	3.64E-04	8.88E-05
2:Del:R:2	6.98E-05	4.99E-05	7.33E-05	3.52E-04	3.07E-05
2:Del:R:3	6.83E-05	3.28E-05	3.70E-08	1.42E-04	2.39E-08
2:Del:R:4	3.35E-09	8.58E-05	6.78E-05	9.90E-05	0.00E+00
2:Del:R:5	4.57E-08	7.06E-05	5.38E-08	6.07E-08	3.50E-08
3:Del:R:0	7.61E-05	4.27E-04	2.36E-04	3.05E-04	7.36E-05
3:Del:R:1	3.06E-04	3.40E-04	1.90E-25	4.18E-04	1.24E-04
3:Del:R:2	5.36E-09	3.33E-04	1.20E-03	5.32E-04	0.00E+00
3:Del:R:3	1.85E-04	1.56E-04	6.10E-09	1.11E-04	1.64E-04
3:Del:R:4	2.67E-09	4.20E-09	4.03E-09	3.36E-09	2.02E-09
3:Del:R:5	2.67E-09	4.20E-09	4.03E-09	3.36E-09	2.02E-09
4:Del:R:0	5.06E-09	2.44E-04	9.76E-09	9.16E-05	7.90E-06
4:Del:R:1	1.91E-04	2.63E-04	0.00E+00	2.34E-04	0.00E+00
4:Del:R:2	3.20E-09	9.04E-05	1.26E-04	1.06E-04	0.00E+00
