NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	58.021	27.62	13.805	17.424	0.157	0.977	30000.0
2	55.923	26.35	13.018	16.249	0.153	0.981	30000.0
3	57.469	27.119	13.718	17.022	0.154	0.979	50000.0
4	58.291	28.029	13.84	17.767	0.163	0.976	30000.0
5	57.417	27.161	13.36	17.079	0.158	0.979	70000.0
6	56.313	26.733	13.302	16.663	0.153	0.978	30000.0
7	56.235	26.691	12.889	16.206	0.158	0.981	40000.0
8	58.428	27.836	13.885	17.268	0.162	0.979	30000.0
9	56.245	26.156	13.137	16.543	0.15	0.98	30000.0
10	56.812	26.72	13.507	16.325	0.155	0.981	30000.0
