MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	0.0	0.0004927616409474922	0.0001589540968781671	0.35796118080615996	0.0	0.023241665959358216	0.04254137724637985
1:Del:C:1	0.0005913264711942645	0.0	0.002316638722550124	0.09375221952795983	0.001976554066641256	0.021026653051376343	0.04269827646203339
1:Del:C:2	6.459722357021746e-09	0.0	0.0005267410204396583	0.0019588592811487617	0.00015368166846272402	0.004182259873050498	0.003404272184707224
1:Del:C:3	0.0	0.001316418121859897	0.00022244741558097303	0.009301732666790486	0.0022124135633930565	0.00662852970417589	0.008743892260827123
1:Del:C:4	0.0	0.004974055220372975	0.0012724013649858534	0.011140024103224278	0.0015099515483598224	0.0	0.009954954544082285
1:Del:C:5	0.00016924747760640457	0.020439137890934943	0.0	0.0	0.004645014880225062	0.00017368974798159798	0.006805887049995363
1:Del:T:0	0.0011122859298950516	0.0034400771975924725	0.004069358319975435	0.09671806171536446	0.0026785886875586584	0.03921067863702774	0.02572238347493112
1:Del:T:1	1.4012984643248171e-46	0.0005779150174930692	0.0006639322596159403	0.05485592801123858	0.0014163748594000936	0.003932704095936402	0.015264870203100144
1:Del:T:2	0.0050196315627545115	0.005173468455905095	0.0015267225680872798	0.10016785487532616	0.0	0.00018075430998578667	0.014043913502246142
1:Del:T:3	0.0008098845602944494	0.02297092992812395	0.0007291769143213165	0.11250120550394058	0.0022204579901881514	0.0016316322231432422	0.039548910595476626
1:Del:T:4	0.0	0.04583303779363632	0.0009402271709404886	0.0887407697737217	0.002501021964772576	0.0	0.10207793116569519
1:Del:T:5	4.6925249677087775e-07	0.8396424889564514	8.140777026710566e-07	4.0474394040757035e-07	8.105375499667389e-08	1.0458536024771091e-06	0.28194043616700526
1:Ins:C:0	2.1528748384014307e-08	3.165025782321251e-05	0.0003799845833867721	1.9965946940203595e-08	2.3354896487370403e-08	0.0023408899374771862	1.7805818863791956e-07
1:Ins:C:1	2.4870079613492634e-07	5.7040801237917546e-08	3.271604070986811e-08	4.259158696147125e-05	4.038960526031587e-08	0.003322578321308356	0.003944285299812123
1:Ins:C:2	1.8937355150683287e-08	0.00031255067442543806	1.7020256137811884e-07	0.0002799258540676419	0.00020733939984154403	0.00152459065138828	0.0001531000048998976
1:Ins:C:3	0.00024953053807976746	1.0311609059954207e-07	2.5484687588139822e-05	1.417620545396403e-08	0.00045018047995810663	1.733130527981075e-08	0.00018304104049207126
1:Ins:C:4	0.0010012173530412837	0.000705899962190415	0.029976183734834193	0.0003238615812733769	0.0006101895770029842	0.0	0.00675317260902375
1:Ins:C:5	0.980626356601715	0.0002130605714088936	0.0005670339202843877	0.000988823327247701	3.290366734902406e-07	0.0016382099233490364	0.027520947977704702
1:Ins:T:0	0.00021197036330704576	0.0008712440434379687	0.0004636524827219546	0.01814374066889286	0.0004542670212686062	0.0003302546276245266	0.010625334572978318
1:Ins:T:1	0.0002677907410131297	0.0003079474976402707	0.000542096194772057	0.007905774237588047	1.332500403350423e-08	0.004373888240661472	0.005853806610236489
1:Ins:T:2	2.8631400539325113e-08	8.419508227943495e-08	0.7417491376399994	5.137491825735196e-07	9.174005612067049e-07	0.0024159470250253888	0.022494238803579945
1:Ins:T:3	6.416445248760282e-05	0.00025834968546405434	0.0003224028158001602	0.0013462219038046896	0.005484063131734729	0.0006795337751100306	0.0047485219431109725
1:Ins:T:4	0.0007024994711663623	0.0029508159612305464	0.0	0.00010878971661441029	0.021048815734684468	1.13398428425171e-08	0.0019265857408754528
1:Ins:T:5	0.00026034224880717717	1.213548273426568e-07	0.00014012384630177622	0.0014736415397209157	0.9133428990840912	0.002220124574660076	0.07410240788871678
2:Del:R:0	0.0003183097716913608	0.0	0.00031667342142895907	0.011919664405286311	0.00041221214680575713	0.009956582123413682	0.00017371701396768914
2:Del:R:1	0.0004339051083661616	0.002454395906534046	0.00021731469387305363	0.004328961693681776	0.00023826316464692354	0.009501860942691565	0.014960304438136517
2:Del:R:2	1.1450223246356472e-05	0.0031528492690995336	0.0	0.0009889997920254246	0.00035007744959401064	0.0006426479681977071	0.00015924711478874088
2:Del:R:3	0.00016296037356369197	0.0010783482488477603	0.0001404089853167534	0.0011448756034951658	0.00017374384600543635	0.0	0.0017820755485445261
2:Del:R:4	8.6556752165734e-08	0.00024335714362564432	1.2732731278219944e-07	1.9490772054098216e-07	1.773668333981959e-07	0.00012392373954526193	0.0009896696175388797
