MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	0.00E+00	4.92E-04	1.59E-04	4.41E-03	0.00E+00	2.98E-03	1.84E-02
1:Del:C:1	4.00E-04	0.00E+00	1.22E-03	1.28E-03	5.35E-04	2.11E-03	1.68E-02
1:Del:C:2	6.46E-09	0.00E+00	2.06E-04	4.15E-04	1.09E-04	5.46E-04	2.44E-03
1:Del:C:3	0.00E+00	3.23E-04	1.55E-04	9.59E-04	4.76E-04	8.30E-04	4.62E-03
1:Del:C:4	0.00E+00	6.40E-04	3.90E-04	7.06E-04	4.35E-04	0.00E+00	7.07E-03
1:Del:C:5	1.05E-04	1.15E-03	0.00E+00	0.00E+00	5.25E-04	1.29E-04	2.52E-03
1:Del:T:0	4.26E-04	8.49E-04	8.22E-04	1.82E-03	9.11E-04	1.46E-03	1.01E-02
1:Del:T:1	1.40E-46	2.32E-04	3.19E-04	3.10E-03	4.22E-04	1.05E-03	9.83E-03
1:Del:T:2	8.80E-04	7.63E-04	6.23E-04	2.90E-03	0.00E+00	1.81E-04	6.53E-03
1:Del:T:3	4.21E-04	1.08E-03	3.41E-04	2.17E-03	1.37E-03	8.70E-04	1.43E-02
1:Del:T:4	0.00E+00	2.05E-03	4.31E-04	3.89E-03	8.23E-04	0.00E+00	3.62E-02
1:Del:T:5	1.04E-07	4.42E-03	3.06E-07	1.60E-07	2.73E-08	4.40E-07	1.02E-01
1:Ins:C:0	9.02E-09	3.14E-05	1.57E-04	1.10E-08	2.00E-08	4.22E-04	9.45E-08
1:Ins:C:1	1.33E-07	2.49E-08	1.49E-08	2.81E-05	2.31E-08	6.61E-04	2.65E-03
1:Ins:C:2	1.89E-08	9.04E-05	1.36E-07	1.51E-04	1.20E-04	2.41E-04	1.49E-04
1:Ins:C:3	1.05E-04	9.09E-08	2.54E-05	8.12E-09	1.26E-04	9.06E-09	1.83E-04
1:Ins:C:4	2.77E-04	2.36E-04	1.16E-03	2.62E-04	4.44E-04	0.00E+00	2.97E-03
1:Ins:C:5	1.59E-03	2.12E-04	5.65E-04	9.88E-04	1.00E-07	1.15E-03	1.45E-02
1:Ins:T:0	1.62E-04	3.75E-04	1.28E-04	8.68E-04	4.00E-04	1.87E-04	3.88E-03
