NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	65.401	26.981	17.447	17.63	0.154	0.978	30000.0
2	60.115	24.447	15.639	16.024	0.143	0.981	20000.0
3	64.027	26.23	16.794	17.059	0.15	0.979	30000.0
4	63.898	26.365	16.738	16.731	0.148	0.981	60000.0
5	65.906	26.838	18.002	17.78	0.152	0.978	40000.0
6	61.386	24.977	16.179	15.986	0.142	0.981	30000.0
7	58.845	23.674	14.392	14.562	0.142	0.985	20000.0
8	61.752	25.376	15.859	16.284	0.153	0.981	40000.0
9	62.708	25.53	16.469	16.584	0.143	0.98	30000.0
10	59.442	24.551	15.104	15.36	0.147	0.983	30000.0
