Sample Names	MutationType	ID1	ID2	ID8	ID9	ID20	ID83E
V1	1:Ins:T:4	0.0	0.0	0.16070116058725983	0.8392988394127402	0.0	0.0
V1	1:Ins:T:5	0.0	0.0	0.5630851955862469	0.43690641872992997	0.0	8.385683823195445e-06
V1	2:Del:R:0	0.0	0.0	0.1716568672091782	0.6988948511783587	0.0	0.12944828161246308
V1	2:Del:R:1	0.0	0.0	0.5148323735625124	0.43296089780056485	0.0	0.05220672863692281
V1	2:Del:R:2	0.0	0.0	0.14077175660668073	0.8530771916567653	0.0	0.006151051736554002
V1	2:Del:R:3	0.0	0.0	0.01801023242347827	0.1727181289411566	0.0	0.809271638635365
V1	2:Del:R:4	0.0	0.0	0.6012199186026191	3.216670382343659e-14	0.0	0.3987800813973488
V1	2:Del:R:5	0.0	0.0	0.6696696323205918	1.178530901200898e-14	0.0	0.3303303676793962
V1	3:Del:R:0	0.0	0.0	0.5656322695921892	0.3995830906544766	0.0	0.0347846397533342
V1	3:Del:R:1	0.0	0.0	0.009662867022770557	0.08351557668943037	0.0	0.906821556287799
V1	3:Del:R:2	0.0	0.0	0.07029415185514282	0.6453509554775259	0.0	0.2843548926673313
V1	3:Del:R:3	0.0	0.0	0.23643068712179466	0.763562962033104	0.0	6.350845101167359e-06
V1	3:Del:R:4	0.0	0.0	0.8565218074720463	4.685653683406126e-12	0.0	0.14347819252326793
V1	3:Del:R:5	0.0	0.0	0.9950908803193774	1.6032007588407057e-13	0.0	0.004909119680462283
V1	4:Del:R:0	0.0	0.0	0.6051073997389117	0.3511303431496045	0.0	0.04376225711148381
V1	4:Del:R:1	0.0	0.0	0.09407612824943196	0.721695093370317	0.0	0.18422877838025103
V1	4:Del:R:2	0.0	0.0	0.09137032087167392	0.813826056691597	0.0	0.09480362243672914
V1	4:Del:R:3	0.0	0.0	0.306016172097404	0.6853274676367487	0.0	0.008656360265847296
V1	4:Del:R:4	0.0	0.0	0.9954072771617583	1.4998731378413417e-13	0.0	0.004592722838091698
V1	4:Del:R:5	0.0	0.0	5.980827354623914e-06	3.502368725475111e-05	0.0	0.9999589954853906
V1	5:Del:R:0	0.0	0.0	0.9868342196597192	0.008676042296196567	0.0	0.004489738044084225
V1	5:Del:R:1	0.0	0.0	0.18221151859462878	0.41379839868133084	0.0	0.4039900827240404
V1	5:Del:R:2	0.0	0.0	0.3624886342063495	0.5036215603054153	0.0	0.13388980548823506
V1	5:Del:R:3	0.0	0.0	0.001784463523136495	0.003626922110774926	0.0	0.9945886143660886
V1	5:Del:R:4	0.0	0.0	0.8516466167216472	0.1482110126134968	0.0	0.00014237066485595892
V1	5:Del:R:5	0.0	0.0	0.3522080437762679	0.6442226993035488	0.0	0.0035692569201832
V1	2:Ins:R:0	0.0	0.0	0.3054169404747135	0.5019249846782909	0.0	0.19265807484699546
V1	2:Ins:R:1	0.0	0.0	0.22599483114625174	0.7740051688537484	0.0	0.0
V1	2:Ins:R:2	0.0	0.0	0.08085683403742593	0.547428080097344	0.0	0.37171508586522994
V1	2:Ins:R:3	0.0	0.0	0.1475487687813152	0.7917637028951653	0.0	0.060687528323519487
V1	2:Ins:R:4	0.0	0.0	0.05984786927794978	0.2999495891757583	0.0	0.6402025415462919
V1	2:Ins:R:5	0.0	0.0	0.8464168923701049	7.033277733604104e-15	0.0	0.15358310762988808
V1	3:Ins:R:0	0.0	0.0	0.43009684872401965	0.44428383087593687	0.0	0.12561932040004334
V1	3:Ins:R:1	0.0	0.0	0.2065583821137218	0.6861341295016095	0.0	0.10730748838466869
V1	3:Ins:R:2	0.0	0.0	0.2974741287529239	0.7022028999367909	0.0	0.00032297131028532344
V1	3:Ins:R:3	0.0	0.0	0.7234656043509755	0.26796478788280015	0.0	0.00856960776622427
V1	3:Ins:R:4	0.0	0.0	0.21066410689729134	0.07531473560554008	0.0	0.7140211574971685
V1	3:Ins:R:5	0.0	0.0	0.9999999999995994	4.005765027320799e-13	0.0	0.0
V1	4:Ins:R:0	0.0	0.0	0.6166646129261238	0.35321675883113385	0.0	0.03011862824274231
V1	4:Ins:R:1	0.0	0.0	0.2563052767777228	0.45024178923009656	0.0	0.29345293399218064
V1	4:Ins:R:2	0.0	0.0	0.40978334392363563	0.5893084524430716	0.0	0.0009082036332925998
V1	4:Ins:R:3	0.0	0.0	0.1275003484049359	0.8658284148966889	0.0	0.006671236698375057
V1	4:Ins:R:4	0.0	0.0	0.9998860700833191	7.13302175612415e-14	0.0	0.00011392991660951146
V1	4:Ins:R:5	0.0	0.0	0.5163904660594592	0.003446278172652232	0.0	0.48016325576788865
V1	5:Ins:R:0	0.0	0.0	0.41454677892592023	0.5852907118575359	0.0	0.00016250921654387902
V1	5:Ins:R:1	0.0	0.0	0.7246261012135641	0.25227837825182314	0.0	0.023095520534612897
V1	5:Ins:R:2	0.0	0.0	0.18464043728331048	0.5087652224407555	0.0	0.3065943402759339
V1	5:Ins:R:3	0.0	0.0	0.2455913633187519	0.7528535696251646	0.0	0.0015550670560836141
V1	5:Ins:R:4	0.0	0.0	0.04679127974391065	0.9500920755716458	0.0	0.0031166446844435427
V1	5:Ins:R:5	0.0	0.0	0.7618617648449476	0.10715946300569297	0.0	0.1309787721493595
V1	2:Del:M:1	0.0	0.0	0.29238028235787467	0.6290483713584752	0.0	0.07857134628365019
V1	3:Del:M:1	0.0	0.0	0.5136337090489982	0.45117954646493513	0.0	0.03518674448606658
V1	3:Del:M:2	0.0	0.0	0.46618953622865617	0.4531504037742068	0.0	0.080660059997137
V1	4:Del:M:1	0.0	0.0	0.4916357376062229	0.442093719779576	0.0	0.06627054261420112
V1	4:Del:M:2	0.0	0.0	0.1511813000145517	0.8488186999854482	0.0	0.0
V1	4:Del:M:3	0.0	0.0	0.12627284256026022	0.7926331833304309	0.0	0.08109397410930892
V1	5:Del:M:1	0.0	0.0	0.9823643511754399	0.00033571071365782443	0.0	0.017299938110902274
V1	5:Del:M:2	0.0	0.0	0.98792177201997	0.004791742437302614	0.0	0.007286485542727275
V1	5:Del:M:3	0.0	0.0	0.9005728088899982	0.030204120432653615	0.0	0.06922307067734826
V1	5:Del:M:4	0.0	0.0	0.8850641361983594	0.06569686524173057	0.0	0.04923899855990992
V1	5:Del:M:5	0.0	0.0	0.991501454927866	1.1343453635267912e-15	0.0	0.008498545072132734
V2	1:Del:C:0	0.0	0.03215449971412105	0.0	0.9678455002858789	0.0	0.0
V2	1:Del:C:1	0.0	0.0005095430029112506	0.0	0.9994904569970887	0.0	0.0
V2	1:Del:C:2	0.0	0.002659076628807991	0.0	0.9973409233711921	0.0	0.0
V2	1:Del:C:3	0.0	0.34923873708422876	0.0	0.6507612629157712	0.0	0.0
V2	1:Del:C:4	0.0	0.4158595576644165	0.0	0.5841404423355835	0.0	0.0
V2	1:Del:C:5	0.0	0.9986728958156482	0.0	0.0013271041843519098	0.0	0.0
V2	1:Del:T:0	0.0	0.14785278029558963	0.0	0.8521472197044104	0.0	0.0
V2	1:Del:T:1	0.0	2.057029661059774e-16	0.0	0.9999999999999999	0.0	0.0
V2	1:Del:T:2	0.0	0.1589798534290863	0.0	0.8410201465709137	0.0	0.0
V2	1:Del:T:3	0.0	0.2918534935816499	0.0	0.7081465064183502	0.0	0.0
V2	1:Del:T:4	0.0	0.5351477935073937	0.0	0.4648522064926064	0.0	0.0
V2	1:Del:T:5	0.0	0.9995054502595339	0.0	0.0004945497404662446	0.0	0.0
V2	1:Ins:C:0	0.0	0.627444679092829	0.0	0.3725553209071711	0.0	0.0
V2	1:Ins:C:1	0.0	0.9963280291894663	0.0	0.0036719708105337145	0.0	0.0
V2	1:Ins:C:2	0.0	0.14631048287850043	0.0	0.8536895171214997	0.0	0.0
V2	1:Ins:C:3	0.0	0.9999999999999946	0.0	5.453727991032066e-15	0.0	0.0
V2	1:Ins:C:4	0.0	0.9996785148867393	0.0	0.00032148511326073346	0.0	0.0
V2	1:Ins:C:5	0.0	0.9964693172639046	0.0	0.0035306827360954553	0.0	0.0
V2	1:Ins:T:0	0.0	0.19545455463879305	0.0	0.804545445361207	0.0	0.0
V2	1:Ins:T:1	0.0	8.773320119751607e-16	0.0	0.9999999999999991	0.0	0.0
V2	1:Ins:T:2	0.0	0.39202250806284145	0.0	0.6079774919371584	0.0	0.0
V2	1:Ins:T:3	0.0	0.609418867798924	0.0	0.390581132201076	0.0	0.0
V2	1:Ins:T:4	0.0	0.8353692957808657	0.0	0.16463070421913434	0.0	0.0
V2	1:Ins:T:5	0.0	0.555905324118535	0.0	0.444094675881465	0.0	0.0
V2	2:Del:R:0	0.0	0.027880463283156822	0.0	0.972119536716843	0.0	0.0
V2	2:Del:R:1	0.0	0.7201814697379125	0.0	0.2798185302620875	0.0	0.0
V2	2:Del:R:2	0.0	0.7819489368735406	0.0	0.21805106312645942	0.0	0.0
V2	2:Del:R:3	0.0	0.9467408084965194	0.0	0.05325919150348066	0.0	0.0
V2	2:Del:R:4	0.0	0.9999999999999972	0.0	2.659361178121835e-15	0.0	0.0
V2	2:Del:R:5	0.0	0.665680668391477	0.0	0.334319331608523	0.0	0.0
V2	3:Del:R:0	0.0	0.009987547318170349	0.0	0.9900124526818296	0.0	0.0
V2	3:Del:R:1	0.0	0.7284620596424688	0.0	0.2715379403575312	0.0	0.0
V2	3:Del:R:2	0.0	0.8054636948702254	0.0	0.19453630512977454	0.0	0.0
V2	3:Del:R:3	0.0	0.7545305955364603	0.0	0.24546940446353963	0.0	0.0
V2	3:Del:R:4	0.0	0.6286245149007834	0.0	0.37137548509921653	0.0	0.0
V2	3:Del:R:5	0.0	0.627444679092829	0.0	0.3725553209071711	0.0	0.0
V2	4:Del:R:0	0.0	0.019107934315734126	0.0	0.9808920656842659	0.0	0.0
V2	4:Del:R:1	0.0	0.5151034011766882	0.0	0.4848965988233119	0.0	0.0
V2	4:Del:R:2	0.0	0.583092925427819	0.0	0.41690707457218107	0.0	0.0
V2	4:Del:R:3	0.0	0.4133519132615333	0.0	0.5866480867384667	0.0	0.0
V2	4:Del:R:4	0.0	0.627444679092829	0.0	0.3725553209071711	0.0	0.0
V2	4:Del:R:5	0.0	0.9725479868537051	0.0	0.027452013146294862	0.0	0.0
V2	5:Del:R:0	0.0	0.10316056526506868	0.0	0.8968394347349313	0.0	0.0
V2	5:Del:R:1	0.0	0.9347343534080617	0.0	0.06526564659193836	0.0	0.0
V2	5:Del:R:2	0.0	0.7758160404762846	0.0	0.2241839595237155	0.0	0.0
V2	5:Del:R:3	0.0	0.9835005582311132	0.0	0.016499441768886815	0.0	0.0
V2	5:Del:R:4	0.0	0.9642195586585377	0.0	0.0357804413414622	0.0	0.0
V2	5:Del:R:5	0.0	0.6205647958579381	0.0	0.3794352041420619	0.0	0.0
V2	2:Ins:R:0	0.0	0.39706867457715167	0.0	0.6029313254228483	0.0	0.0
V2	2:Ins:R:1	0.0	0.2298053059802791	0.0	0.770194694019721	0.0	0.0
V2	2:Ins:R:2	0.0	0.7583645050001743	0.0	0.2416354949998257	0.0	0.0
V2	2:Ins:R:3	0.0	0.7144027806278405	0.0	0.28559721937215954	0.0	0.0
V2	2:Ins:R:4	0.0	0.9933143954619842	0.0	0.006685604538015885	0.0	0.0
V2	2:Ins:R:5	0.0	0.9999999999999998	0.0	1.7203191069793367e-16	0.0	0.0
V2	3:Ins:R:0	0.0	0.34371205513472175	0.0	0.6562879448652783	0.0	0.0
V2	3:Ins:R:1	0.0	0.7746548272637859	0.0	0.22534517273621416	0.0	0.0
V2	3:Ins:R:2	0.0	0.8038249335638004	0.0	0.19617506643619967	0.0	0.0
V2	3:Ins:R:3	0.0	0.5735268288399051	0.0	0.4264731711600948	0.0	0.0
V2	3:Ins:R:4	0.0	0.9530887803863782	0.0	0.0469112196136217	0.0	0.0
V2	3:Ins:R:5	0.0	0.9999999999999988	0.0	1.2577717156332603e-15	0.0	0.0
V2	4:Ins:R:0	0.0	0.19076592874829548	0.0	0.8092340712517045	0.0	0.0
V2	4:Ins:R:1	0.0	0.7950941169743146	0.0	0.2049058830256854	0.0	0.0
V2	4:Ins:R:2	0.0	0.3989339583412089	0.0	0.6010660416587912	0.0	0.0
V2	4:Ins:R:3	0.0	0.9350420124093323	0.0	0.06495798759066775	0.0	0.0
V2	4:Ins:R:4	0.0	0.9999999999999907	0.0	9.404638300392287e-15	0.0	0.0
V2	4:Ins:R:5	0.0	0.9995693365347478	0.0	0.0004306634652523134	0.0	0.0
V2	5:Ins:R:0	0.0	5.493851725898021e-14	0.0	0.999999999999945	0.0	0.0
V2	5:Ins:R:1	0.0	0.1997032570198672	0.0	0.8002967429801328	0.0	0.0
V2	5:Ins:R:2	0.0	0.11034022212444343	0.0	0.8896597778755565	0.0	0.0
V2	5:Ins:R:3	0.0	0.7375322357540876	0.0	0.26246776424591245	0.0	0.0
V2	5:Ins:R:4	0.0	0.08942288042890285	0.0	0.9105771195710971	0.0	0.0
V2	5:Ins:R:5	0.0	0.9642453734814769	0.0	0.03575462651852321	0.0	0.0
V2	2:Del:M:1	0.0	0.09404326921277073	0.0	0.9059567307872292	0.0	0.0
V2	3:Del:M:1	0.0	0.00041805923482174514	0.0	0.9995819407651783	0.0	0.0
V2	3:Del:M:2	0.0	0.8148246622958395	0.0	0.18517533770416053	0.0	0.0
V2	4:Del:M:1	0.0	0.14958957935295222	0.0	0.8504104206470477	0.0	0.0
V2	4:Del:M:2	0.0	0.27806772874069363	0.0	0.7219322712593064	0.0	0.0
V2	4:Del:M:3	0.0	0.3860671849512313	0.0	0.6139328150487686	0.0	0.0
V2	5:Del:M:1	0.0	0.9760321951803697	0.0	0.023967804819630352	0.0	0.0
V2	5:Del:M:2	0.0	0.5510169556467194	0.0	0.4489830443532806	0.0	0.0
V2	5:Del:M:3	0.0	0.18638867314146462	0.0	0.8136113268585353	0.0	0.0
V2	5:Del:M:4	0.0	0.7042687083766019	0.0	0.29573129162339806	0.0	0.0
V2	5:Del:M:5	0.0	0.999999999999999	0.0	9.907307475432547e-16	0.0	0.0
V3	1:Del:C:0	5.451447093516578e-05	0.0	0.0	0.9983151750520926	0.0	0.0016303104769722551
V3	1:Del:C:1	0.0008809640284666301	0.0	0.0	0.995560057765794	0.0	0.003558978205739395
V3	1:Del:C:2	1.407221239240495e-16	0.0	0.0	0.9999999999999999	0.0	0.0
V3	1:Del:C:3	0.01989722329246392	0.0	0.0	0.9688482065841244	0.0	0.011254570123411637
V3	1:Del:C:4	0.006317689976998763	0.0	0.0	0.9776191991169391	0.0	0.01606311090606224
V3	1:Del:C:5	0.06643415478301011	0.0	0.0	0.007720266714259911	0.0	0.92584557850273
V3	1:Del:T:0	0.0014206563530609739	0.0	0.0	0.9952186113045319	0.0	0.003360732342407059
V3	1:Del:T:1	8.511166337325258e-18	0.0	0.0	0.9956577139671049	0.0	0.004342286032895129
V3	1:Del:T:2	0.0012449781312295852	0.0	0.0	0.9978933131158557	0.0	0.0008617087529147719
V3	1:Del:T:3	0.0023023922476436416	0.0	0.0	0.9928490138306252	0.0	0.004848593921731156
V3	1:Del:T:4	0.005160810965165375	0.0	0.0	0.9925557583491803	0.0	0.0022834306856542746
V3	1:Del:T:5	4.0719102547444287e-16	0.0	0.0	0.9999624461906222	0.0	3.7553809377318616e-05
V3	1:Ins:C:0	2.404273245560273e-14	0.0	0.0	3.435268539175881e-13	0.0	0.9999999999996324
V3	1:Ins:C:1	1.961837753092172e-13	0.0	0.0	0.9999999999998039	0.0	0.0
V3	1:Ins:C:2	7.162923022195822e-16	0.0	0.0	0.6670839983587469	0.0	0.3329160016412525
V3	1:Ins:C:3	0.46559046422873973	0.0	0.0	2.602829755935096e-14	0.0	0.5344095357712342
V3	1:Ins:C:4	0.9895033491529173	0.0	0.0	0.010464360224044554	0.0	3.229062303811819e-05
V3	1:Ins:C:5	0.9741676203178261	0.0	0.0	0.02583237968217395	0.0	0.0
V3	1:Ins:T:0	0.019879214906910248	0.0	0.0	0.9598727962518072	0.0	0.02024798884128253
V3	1:Ins:T:1	0.0004436972651478677	0.0	0.0	0.9995563027348521	0.0	0.0
V3	1:Ins:T:2	0.009435654518322062	0.0	0.0	0.9899516320319204	0.0	0.0006127134497575998
V3	1:Ins:T:3	0.2240176133882561	0.0	0.0	0.738838535294551	0.0	0.0371438513171929
V3	1:Ins:T:4	0.5457263300042728	0.0	0.0	0.45427366999572705	0.0	0.0
V3	1:Ins:T:5	0.9463940241027438	0.0	0.0	0.053605569135198566	0.0	4.0676205764155495e-07
V3	2:Del:R:0	0.005519610355515622	0.0	0.0	0.9266272449965057	0.0	0.06785314464797862
V3	2:Del:R:1	0.039980146889374166	0.0	0.0	0.9163367602272189	0.0	0.04368309288340697
V3	2:Del:R:2	0.04336092306269651	0.0	0.0	0.9539198003805709	0.0	0.0027192765567326843
V3	2:Del:R:3	0.15142430763724302	0.0	0.0	0.29749440509101266	0.0	0.5510812872717444
V3	2:Del:R:4	0.1906428866794376	0.0	0.0	1.6513260226254889e-13	0.0	0.8093571133203973
V3	2:Del:R:5	6.315898460608548e-15	0.0	0.0	9.024268484633853e-14	0.0	0.9999999999999035
V3	3:Del:R:0	0.004929885186257481	0.0	0.0	0.9619631542297736	0.0	0.03310696058396888
V3	3:Del:R:1	0.024557479326864813	0.0	0.0	0.18429813269446116	0.0	0.791144387978674
V3	3:Del:R:2	0.05549372206856817	0.0	0.0	0.8043836020759488	0.0	0.14012267585548294
V3	3:Del:R:3	0.12324706444161555	0.0	0.0	0.8767500525697342	0.0	2.882988650423473e-06
V3	3:Del:R:4	5.781319294754832e-12	0.0	0.0	8.260452228080115e-11	0.0	0.9999999999116143
V3	3:Del:R:5	5.781319294754832e-12	0.0	0.0	8.260452228080115e-11	0.0	0.9999999999116143
V3	4:Del:R:0	0.007529030418535458	0.0	0.0	0.9458650586690075	0.0	0.04660591091245708
V3	4:Del:R:1	0.019959681516117052	0.0	0.0	0.8901999074437442	0.0	0.08984041104013887
V3	4:Del:R:2	0.00039404854438664615	0.0	0.0	0.9555962673077056	0.0	0.04400968414790788
V3	4:Del:R:3	1.5829971180996122e-14	0.0	0.0	0.9950311677535209	0.0	0.004968832246463254
V3	4:Del:R:4	5.781319294754832e-12	0.0	0.0	8.260452228080115e-11	0.0	0.9999999999116143
V3	4:Del:R:5	2.1375738611831962e-05	0.0	0.0	8.858321770749918e-05	0.0	0.9998900410436807
V3	5:Del:R:0	0.0010260015983381164	0.0	0.0	0.8293077257331961	0.0	0.1696662726684658
V3	5:Del:R:1	0.03177415582155353	0.0	0.0	0.6985868177265188	0.0	0.2696390264519276
V3	5:Del:R:2	0.04703933486178695	0.0	0.0	0.862325847336691	0.0	0.09063481780152198
V3	5:Del:R:3	0.0032183226909829185	0.0	0.0	0.009110176735704028	0.0	0.9876715005733131
V3	5:Del:R:4	0.04675770517817238	0.0	0.0	0.9528804195499865	0.0	0.0003618752718411388
V3	5:Del:R:5	0.10673253679764429	0.0	0.0	0.8913151318330741	0.0	0.00195233136928168
V3	2:Ins:R:0	0.03321218596631124	0.0	0.0	0.8394076533890787	0.0	0.12738016064461002
V3	2:Ins:R:1	0.0004290157748685946	0.0	0.0	0.9995709842251315	0.0	0.0
V3	2:Ins:R:2	0.025562060219707403	0.0	0.0	0.7682114842291303	0.0	0.20622645555116217
V3	2:Ins:R:3	0.13969402236655548	0.0	0.0	0.8350029586285793	0.0	0.025303019004865115
V3	2:Ins:R:4	0.854798029671104	0.0	0.0	0.07875063996180418	0.0	0.06645133036709193
V3	2:Ins:R:5	0.9779657387013996	0.0	0.0	2.5523036759378434e-15	0.0	0.022034261298597875
V3	3:Ins:R:0	0.00012365955744103566	0.0	0.0	0.8993447400331398	0.0	0.10053160040941918
V3	3:Ins:R:1	0.032250289973608896	0.0	0.0	0.91139770121389	0.0	0.056352008812501075
V3	3:Ins:R:2	0.04090461262776867	0.0	0.0	0.9589210202374084	0.0	0.00017436713482271235
V3	3:Ins:R:3	0.7842668289518192	0.0	0.0	0.21303962704667612	0.0	0.002693544001504682
V3	3:Ins:R:4	0.11741048023186804	0.0	0.0	0.18588253067951063	0.0	0.6967069890886213
V3	3:Ins:R:5	0.9999999999999621	0.0	0.0	3.787460756480371e-14	0.0	0.0
V3	4:Ins:R:0	2.2281975920087162e-15	0.0	0.0	0.9673881732588684	0.0	0.03261182674112932
V3	4:Ins:R:1	0.08643860185611311	0.0	0.0	0.7263888032005876	0.0	0.1871725949432992
V3	4:Ins:R:2	0.16913692406330327	0.0	0.0	0.8303571511459004	0.0	0.0005059247907963014
V3	4:Ins:R:3	0.4552398178114549	0.0	0.0	0.543105786417976	0.0	0.00165439577056906
V3	4:Ins:R:4	0.9999065820781234	0.0	0.0	1.4793996262384094e-13	0.0	9.341792172868494e-05
V3	4:Ins:R:5	0.4837012381333139	0.0	0.0	0.009205945489515104	0.0	0.5070928163771709
V3	5:Ins:R:0	2.282799270867319e-15	0.0	0.0	0.9998902412480932	0.0	0.0001097587519045455
V3	5:Ins:R:1	0.11272447580381334	0.0	0.0	0.8562837876401497	0.0	0.030991736556037146
V3	5:Ins:R:2	0.18626178806816585	0.0	0.0	0.6571696155692678	0.0	0.15656859636256623
V3	5:Ins:R:3	0.2525526258947413	0.0	0.0	0.7468374929907297	0.0	0.0006098811145289902
V3	5:Ins:R:4	0.3720173851115992	0.0	0.0	0.6271692473830447	0.0	0.0008133675053560199
V3	5:Ins:R:5	0.483064437266073	0.0	0.0	0.34852095778627	0.0	0.16841460494765703
V3	2:Del:M:1	0.032387509381242185	0.0	0.0	0.9220792193435007	0.0	0.04553327127525693
V3	3:Del:M:1	0.003008994113839167	0.0	0.0	0.9671706209277201	0.0	0.029820384958440686
V3	3:Del:M:2	0.09293661741955965	0.0	0.0	0.8474285856353301	0.0	0.05963479694511021
V3	4:Del:M:1	0.004672553170063923	0.0	0.0	0.9396411092646563	0.0	0.0556863375652799
V3	4:Del:M:2	0.005021442293205715	0.0	0.0	0.9949785577067943	0.0	0.0
V3	4:Del:M:3	0.006896182176799037	0.0	0.0	0.954496371042367	0.0	0.03860744678083399
V3	5:Del:M:1	0.00012335468127015197	0.0	0.0	0.04678173621509629	0.0	0.9530949091036335
V3	5:Del:M:2	7.685518161493941e-08	0.0	0.0	0.6245390393190162	0.0	0.3754608838258022
V3	5:Del:M:3	2.449302931930169e-10	0.0	0.0	0.5246377616059987	0.0	0.4753622381490709
V3	5:Del:M:4	0.007579400065288763	0.0	0.0	0.7655740276781076	0.0	0.22684657225660365
V3	5:Del:M:5	0.8260271306998247	0.0	0.0	5.873564992448176e-14	0.0	0.1739728693001165
V4	1:Del:C:0	0.0	0.0	0.0	0.9979648340039221	0.0	0.0020351659960779166
V4	1:Del:C:1	0.0	0.0	0.0	0.9955556794876724	0.0	0.004444320512327516
V4	1:Del:C:2	0.0	0.0	0.0	1.0	0.0	0.0
V4	1:Del:C:3	0.0	0.0	0.0	0.9857011734409651	0.0	0.014298826559034966
V4	1:Del:C:4	0.0	0.0	0.0	0.9798942127979722	0.0	0.020105787202027804
V4	1:Del:C:5	0.0	0.0	0.0	0.006633174865976242	0.0	0.9933668251340237
V4	1:Del:T:0	0.0	0.0	0.0	0.995800768221261	0.0	0.004199231778739015
V4	1:Del:T:1	0.0	0.0	0.0	0.9945833409680874	0.0	0.0054166590319125445
V4	1:Del:T:2	0.0	0.0	0.0	0.9989228150492461	0.0	0.0010771849507539126
V4	1:Del:T:3	0.0	0.0	0.0	0.9939385837803676	0.0	0.00606141621963245
V4	1:Del:T:4	0.0	0.0	0.0	0.9971353669840655	0.0	0.0028646330159345463
V4	1:Del:T:5	0.0	0.0	0.0	0.9999531044219807	0.0	4.689557801924117e-05
V4	1:Ins:C:0	0.0	0.0	0.0	2.7509249299467476e-13	0.0	0.9999999999997249
V4	1:Ins:C:1	0.0	0.0	0.0	1.0	0.0	0.0
V4	1:Ins:C:2	0.0	0.0	0.0	0.6160623142174463	0.0	0.38393768578255383
V4	1:Ins:C:3	0.0	0.0	0.0	3.9002245453817187e-14	0.0	0.9999999999999609
V4	1:Ins:C:4	0.0	0.0	0.0	0.9961613775767577	0.0	0.003838622423242259
V4	1:Ins:C:5	0.0	0.0	0.0	1.0	0.0	0.0
V4	1:Ins:T:0	0.0	0.0	0.0	0.9743340097807839	0.0	0.025665990219216075
V4	1:Ins:T:1	0.0	0.0	0.0	1.0	0.0	0.0
V4	1:Ins:T:2	0.0	0.0	0.0	0.9992276932109783	0.0	0.0007723067890217636
V4	1:Ins:T:3	0.0	0.0	0.0	0.9409287597155794	0.0	0.059071240284420574
V4	1:Ins:T:4	0.0	0.0	0.0	1.0	0.0	0.0
V4	1:Ins:T:5	0.0	0.0	0.0	0.9999905243641579	0.0	9.47563584205563e-06
V4	2:Del:R:0	0.0	0.0	0.0	0.9162188901697648	0.0	0.08378110983023522
V4	2:Del:R:1	0.0	0.0	0.0	0.9438141802256947	0.0	0.05618581977430524
V4	2:Del:R:2	0.0	0.0	0.0	0.9964528445661007	0.0	0.003547155433899268
V4	2:Del:R:3	0.0	0.0	0.0	0.3018202787095017	0.0	0.6981797212904983
V4	2:Del:R:4	0.0	0.0	0.0	1.6338443621105257e-13	0.0	0.9999999999998367
V4	2:Del:R:5	0.0	0.0	0.0	7.226534073189474e-14	0.0	0.9999999999999277
V4	3:Del:R:0	0.0	0.0	0.0	0.9587933016626464	0.0	0.04120669833735353
V4	3:Del:R:1	0.0	0.0	0.0	0.1572168450624679	0.0	0.842783154937532
