Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	193	60	60	0	0	0	7	0	15	32	0	98	0	0	0
V2	77	64	0	30	253	0	79	0	27	0	0	26	31	0	0
V3	108	449	36	5	0	28	0	132	0	23	0	60	0	0	0
V4	4	5	18	0	112	6	36	0	0	0	0	0	20	9	0
V5	5	63	0	23	31	0	0	10	1	10	1	0	0	0	47
V6	0	51	236	213	16	0	0	43	0	95	0	24	0	0	0
V7	0	0	48	19	8	0	33	0	0	8	1	0	0	0	3
V8	0	202	6	43	25	0	20	130	20	0	0	0	0	0	15
V9	46	27	89	4	0	0	0	0	0	0	10	21	0	0	0
V10	5	0	0	0	60	10	41	0	56	0	14	0	13	0	2
V11	14	58	52	0	7	0	60	0	21	10	0	0	0	0	1
V12	343	23	1	9	0	0	0	0	0	0	0	0	58	4	0
V13	111	247	3	3	23	138	3	128	0	0	0	0	4	0	13
V14	84	182	43	6	0	0	0	13	0	0	0	0	2	0	0
V15	10	17	0	112	18	1	53	34	118	6	0	0	1	0	0
V16	38	87	0	7	3	46	0	76	0	0	0	3	0	0	0
V17	0	6	0	55	0	149	3	0	0	40	21	0	11	0	0
V18	0	4	13	32	22	1	4	0	29	6	17	0	2	7	0
V19	0	5	16	91	0	225	32	0	30	0	21	2	26	64	0
V20	56	14	33	17	0	8	1	0	0	17	0	0	0	0	0
V21	639	6	97	24	0	44	59	0	44	44	36	0	31	0	0
V22	119	28	15	16	15	13	0	0	18	2	8	12	1	0	5
V23	0	0	10	0	0	0	2	5	0	8	6	3	0	0	0
V24	0	12	19	129	7	66	0	26	32	0	0	0	1	0	0
V25	529	48	6	17	17	5	22	85	15	19	4	22	0	13	0
V26	0	47	36	39	27	0	30	0	0	15	19	74	20	0	0
V27	347	0	0	0	0	18	4	0	17	0	5	0	33	0	0
V28	4	6	133	52	0	191	96	0	0	145	24	7	10	0	0
V29	0	14	75	4	0	0	0	26	0	25	0	11	0	0	0
V30	110	0	26	13	24	0	0	0	0	88	0	28	28	0	0
V31	0	118	31	4	22	54	23	0	56	0	66	0	2	15	0
V32	70	1	0	14	0	5	3	0	4	0	4	0	0	0	0
V33	8	0	0	1	0	111	0	10	18	0	0	0	0	0	0
V34	0	86	120	10	15	0	0	0	0	0	0	0	7	2	14
V35	0	220	91	8	3	0	29	66	0	8	21	5	0	0	1
V36	46	146	41	40	0	0	0	0	0	5	0	66	0	0	37
V37	0	75	381	85	0	0	5	22	4	138	25	18	0	0	0
V38	85	293	250	127	0	12	0	28	0	37	69	35	1	0	0
V39	255	178	0	52	0	0	0	99	0	3	0	1	0	0	29
V40	53	4	57	23	142	0	57	0	1	0	0	0	85	0	0
V41	0	217	8	98	189	0	89	39	0	1	0	0	26	0	3
V42	0	12	0	0	29	85	67	0	25	0	38	0	29	0	0
V43	42	15	0	15	0	165	63	0	0	45	0	0	0	13	0
V44	90	25	1	0	53	118	47	0	61	0	0	30	30	0	0
V45	323	152	37	109	0	17	57	0	0	0	3	0	7	65	0
V46	91	257	0	33	0	18	0	82	0	3	0	0	15	0	0
V47	13	0	9	43	0	12	10	0	30	0	0	4	39	3	0
V48	48	93	30	1	49	31	31	0	15	18	0	0	26	0	37
V49	0	202	29	0	114	81	149	8	51	48	0	0	71	3	11
V50	6	0	47	331	33	38	0	131	4	1	31	0	0	40	12
V51	0	130	60	3	0	56	7	28	13	20	46	17	0	0	0
V52	0	17	79	40	15	0	7	69	56	47	6	0	0	0	0
V53	26	22	2	4	0	0	0	3	0	0	2	6	0	0	0
V54	0	26	67	15	0	208	38	14	2	0	37	15	12	0	0
V55	0	0	258	2	0	5	0	0	0	42	0	0	0	0	0
V56	2	4	23	49	10	1	10	0	34	15	0	0	0	0	13
V57	7	0	7	110	0	0	69	0	67	12	0	0	3	0	0
V58	0	20	4	101	0	175	6	22	0	0	21	0	0	48	0
V59	0	85	88	40	57	30	78	0	23	81	110	64	28	0	18
V60	3	26	7	110	56	22	147	0	75	9	0	0	28	0	0
V61	52	59	15	79	53	0	0	0	0	0	0	5	31	0	21
V62	22	88	36	59	0	21	32	15	5	16	0	0	0	0	0
V63	163	3	39	0	0	0	0	0	0	0	0	0	9	0	0
V64	146	229	35	35	0	0	0	102	0	21	0	0	2	0	0
V65	56	2	66	179	73	66	37	0	0	12	41	14	0	0	0
V66	40	68	37	47	0	0	0	3	0	26	0	25	0	0	0
V67	0	15	71	4	45	4	25	18	0	23	18	2	0	0	0
