NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	58.72	21.982	13.442	12.511	0.126	0.99	20000.0
2	57.744	21.129	13.348	12.055	0.121	0.991	30000.0
3	56.265	21.117	12.974	12.083	0.124	0.991	40000.0
4	56.88	20.782	13.033	11.654	0.119	0.992	40000.0
5	55.816	20.696	12.984	12.016	0.117	0.991	40000.0
6	58.463	22.025	13.521	12.575	0.128	0.99	40000.0
7	59.256	21.769	13.764	12.588	0.122	0.99	40000.0
8	57.197	21.113	13.311	12.196	0.12	0.991	30000.0
9	57.175	21.04	13.031	11.791	0.124	0.991	20000.0
10	57.526	21.222	13.286	12.102	0.124	0.991	40000.0
