Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	286	2	7	50	1	19	1	1	3	34	0
V2	62	685	197	1	0	57	54	35	12	86	56
V3	56	13	23	0	0	0	49	0	39	1	0
V4	109	23	4	31	67	1	27	0	65	12	0
V5	23	34	51	2	1	12	2	2	5	37	0
V6	0	5	24	90	17	127	26	64	18	30	55
V7	4	5	3	38	0	60	0	5	0	3	0
V8	0	70	51	14	98	60	27	29	34	17	17
V9	9	2	1	126	0	0	2	0	0	0	0
V10	15	9	0	20	53	50	1	16	0	14	0
V11	97	37	31	7	79	0	8	66	0	0	0
V12	87	0	1	0	0	0	8	0	18	0	0
V13	7	58	8	5	151	9	44	214	25	0	0
V14	63	9	5	43	9	239	3	37	0	59	34
V15	87	30	31	3	77	4	30	12	53	4	33
V16	193	27	15	23	5	1	11	6	5	6	0
V17	0	69	274	0	5	14	6	6	0	0	5
V18	47	8	5	4	78	8	41	20	63	0	0
V19	21	0	2	76	17	2	1	13	0	1	67
V20	277	0	1	6	0	4	1	0	0	3	25
V21	94	58	30	88	19	9	8	32	2	0	0
V22	36	54	14	28	1	43	10	48	0	17	0
V23	783	205	137	7	0	0	36	5	44	52	24
V24	28	171	80	2	27	50	11	0	13	13	0
V25	6	33	70	161	42	8	58	16	66	0	0
V26	3	12	6	14	140	11	5	0	11	0	26
V27	113	11	2	8	1	20	29	22	9	44	54
V28	131	12	3	27	47	0	21	18	2	31	6
V29	14	9	29	4	31	124	2	17	4	33	91
V30	0	18	62	7	15	30	277	17	159	28	14
V31	2	15	53	230	9	0	8	25	0	1	25
V32	100	9	2	0	47	2	59	64	18	0	0
V33	41	36	38	62	40	3	98	41	137	0	0
V34	0	1	9	44	0	0	10	0	3	0	0
V35	5	35	91	235	0	85	64	13	27	11	0
V36	0	123	208	87	7	114	0	33	2	36	22
V37	82	37	12	1	21	6	19	3	11	0	0
V38	238	5	8	181	31	3	1	7	3	17	3
V39	68	4	0	9	14	17	164	4	29	23	0
V40	0	0	0	7	0	3	5	6	2	0	0
V41	22	1	10	23	1	3	11	2	3	23	0
V42	0	31	15	5	43	25	2	66	0	5	0
V43	52	128	127	44	0	12	6	0	2	9	0
V44	0	2	12	29	0	104	2	48	4	50	99
V45	206	5	0	9	4	0	2	0	2	12	0
V46	82	21	5	11	1	6	46	1	29	2	3
V47	231	87	236	68	40	1	47	0	7	6	0
V48	0	91	49	1	134	8	94	1	86	23	2
V49	129	63	79	22	41	8	179	2	46	21	56
V50	0	1	1	0	4	61	30	9	4	6	39
V51	48	0	0	102	4	0	28	0	18	0	5
V52	20	18	164	31	745	0	25	212	33	0	0
V53	54	32	42	2	226	31	17	155	1	0	0
V54	18	56	51	5	8	0	3	10	0	0	0
V55	198	51	75	109	11	45	12	8	5	39	10
V56	201	34	3	57	153	6	0	125	0	0	0
V57	92	5	0	1	2	30	52	8	89	8	0
V58	4	44	60	14	26	110	58	0	27	23	0
V59	0	32	15	146	16	21	35	0	42	1	19
V60	0	12	3	1	0	121	2	21	2	27	3
V61	10	96	76	16	21	161	101	33	51	21	0
V62	0	84	75	3	0	11	3	28	0	13	0
V63	10	29	41	1	0	36	280	7	6	24	67
V64	196	1	0	109	3	47	10	23	24	33	123
V65	0	33	77	31	0	28	13	0	36	0	0
V66	116	39	3	35	101	0	13	95	1	6	0
V67	89	54	65	31	1	47	11	10	2	46	0
V68	12	11	25	29	35	14	74	30	33	0	0
V69	180	28	43	15	50	40	4	19	10	9	47
V70	33	6	4	14	7	6	57	56	29	0	0
V71	34	6	34	10	0	0	46	2	17	38	0
V72	3	79	42	4	16	0	2	40	3	0	0
V73	0	14	11	2	51	93	15	1	0	14	63
V74	5	135	20	8	0	15	0	0	0	6	2
V75	331	41	18	50	4	248	3	8	10	224	0
V76	138	81	57	46	0	7	0	21	2	20	11
V77	0	170	63	63	0	267	17	79	26	88	31
V78	1	119	65	12	1	0	81	0	58	0	0
V79	86	46	18	3	61	0	7	118	9	0	0
V80	0	25	0	19	47	15	16	103	20	27	138
V81	77	50	34	14	21	0	84	0	11	3	5
V82	79	22	13	13	11	21	6	8	4	9	54
V83	162	21	110	34	10	0	9	12	7	27	12
V84	76	39	27	4	11	3	54	4	12	0	9
V85	4	7	1	51	25	3	5	11	26	0	7
V86	40	22	6	5	28	27	1	182	11	8	0
V87	16	79	33	19	0	10	2	6	6	7	19
V88	14	30	20	39	2	13	17	0	40	10	0
V89	52	4	0	87	0	0	175	6	40	1	0
V90	4	7	17	4	0	0	0	0	0	0	12
V91	0	106	92	11	103	99	1	127	0	94	45
V92	13	7	5	1	0	30	22	0	22	18	57
V93	0	2	20	2	0	51	25	11	25	32	1
V94	19	17	9	9	42	13	10	27	6	0	0
V95	0	3	0	0	11	22	68	0	43	2	11
V96	232	63	72	272	140	25	4	14	0	19	158
V97	53	0	8	1	0	14	28	4	21	7	32
V98	30	46	38	39	3	0	9	0	3	14	0
V99	70	84	113	67	13	33	9	3	7	10	0
V100	0	21	37	2	5	22	0	0	0	7	4
