MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	3.98E-03	1.42E-03	5.30E-03	4.02E-02	3.49E-02	1.60E-02	3.10E-46	1.89E-03	4.38E-02	3.79E-02	5.12E-02	9.38E-02	3.90E-02	5.06E-03	3.18E-02
1:Del:C:1	0.00E+00	3.69E-08	0.00E+00	1.87E-46	1.16E-07	7.31E-07	2.54E-03	6.26E-03	3.51E-02	2.31E-02	6.86E-03	3.98E-03	3.10E-02	1.99E-02	2.37E-02
1:Del:C:2	4.04E-08	1.46E-04	0.00E+00	1.39E-03	9.02E-06	5.11E-08	9.58E-04	2.85E-04	5.68E-04	0.00E+00	2.02E-03	5.79E-04	2.51E-03	0.00E+00	3.02E-03
1:Del:C:3	2.59E-04	2.86E-04	5.25E-04	2.29E-03	0.00E+00	2.53E-04	0.00E+00	1.64E-03	4.67E-03	1.66E-03	8.86E-03	4.91E-03	1.19E-02	9.56E-03	6.58E-03
1:Del:C:4	4.48E-08	1.40E-46	2.14E-07	5.18E-03	3.13E-02	2.54E-02	4.29E-08	8.16E-08	7.28E-07	5.39E-06	1.12E-06	1.24E-07	7.00E-07	5.70E-07	3.65E-02
1:Del:C:5	2.51E-04	8.32E-04	2.26E-03	0.00E+00	2.03E-04	5.45E-04	2.17E-04	0.00E+00	0.00E+00	1.40E-46	1.41E-02	3.84E-03	2.34E-02	7.52E-04	5.79E-03
1:Del:T:0	0.00E+00	2.91E-04	2.25E-03	1.15E-02	1.75E-08	1.35E-07	7.21E-03	1.47E-03	5.43E-02	2.28E-02	1.76E-02	7.54E-03	5.99E-03	3.56E-08	1.64E-02
1:Del:T:1	3.05E-03	1.40E-46	2.80E-46	6.34E-03	1.08E-04	1.67E-03	1.43E-03	3.39E-03	1.11E-02	1.56E-02	1.59E-02	1.65E-03	1.07E-02	2.64E-02	1.41E-02
1:Del:T:2	2.65E-04	2.19E-07	1.40E-46	2.03E-03	2.36E-08	7.41E-04	0.00E+00	1.65E-06	2.81E-02	1.45E-02	3.13E-02	7.29E-03	6.85E-02	7.27E-03	3.26E-03
1:Del:T:3	1.85E-04	5.25E-04	2.59E-03	1.99E-02	6.94E-08	3.96E-07	0.00E+00	1.01E-08	1.28E-02	3.62E-02	6.72E-02	1.68E-03	1.39E-02	2.98E-03	4.04E-03
