Samples	ID83A	ID83B	ID83C
V1	20	309	32
V2	649	190	49
V3	136	82	64
V4	75	107	29
V5	219	106	43
V6	136	119	10
V7	546	0	41
V8	61	89	6
V9	100	497	12
V10	455	0	14
V11	18	196	2
V12	0	32	507
V13	264	36	35
V14	48	329	0
V15	523	0	76
V16	144	25	32
V17	125	0	15
V18	23	45	30
V19	61	118	19
V20	69	67	10
V21	165	12	11
V22	80	105	63
V23	5	357	64
V24	0	191	196
V25	66	30	3
V26	65	221	3
V27	348	0	108
V28	0	2	540
V29	214	207	26
V30	50	5	8
V31	0	296	1
V32	58	67	2
V33	21	113	1
V34	0	270	224
V35	0	207	35
V36	0	447	24
V37	135	9	0
V38	69	62	21
V39	139	51	7
V40	33	143	25
V41	327	33	1
V42	1	85	56
V43	486	0	16
V44	42	133	6
V45	34	124	2
V46	138	153	36
V47	211	0	22
V48	12	203	4
V49	553	0	80
V50	158	72	12
V51	64	121	31
V52	0	151	175
V53	251	392	0
V54	0	194	109
V55	97	51	9
V56	0	134	186
V57	0	105	79
V58	380	37	99
V59	75	265	4
V60	252	17	105
V61	0	369	2
V62	150	125	124
V63	33	52	28
V64	88	43	139
V65	0	105	643
V66	67	59	122
V67	177	93	29
V68	57	26	2
V69	150	4	33
V70	0	15	121
V71	4	50	0
V72	0	329	18
V73	19	254	0
V74	158	75	69
V75	65	128	10
V76	37	18	19
V77	333	15	0
V78	240	27	54
V79	0	111	151
V80	227	191	33
V81	243	35	7
V82	0	24	48
V83	194	168	5
V84	0	48	26
V85	0	109	9
V86	113	89	63
V87	0	58	718
V88	43	52	14
V89	261	0	1
V90	197	201	127
V91	72	34	7
V92	157	139	45
V93	0	29	351
V94	0	262	34
V95	0	145	0
V96	76	123	319
V97	49	101	81
V98	215	45	8
V99	94	391	16
V100	17	8	32
