NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	56.742	23.161	14.049	15.456	0.114	0.983	70000.0
2	60.105	24.589	14.435	15.923	0.118	0.983	50000.0
3	56.725	23.299	13.816	15.692	0.11	0.983	50000.0
4	55.448	22.926	13.382	15.338	0.113	0.984	50000.0
5	56.288	22.792	13.271	14.859	0.114	0.984	40000.0
6	55.946	23.276	13.418	15.653	0.114	0.982	40000.0
7	51.863	20.877	12.159	13.399	0.107	0.988	30000.0
8	53.88	22.185	12.951	14.693	0.11	0.985	40000.0
9	55.787	23.162	13.464	15.29	0.115	0.983	40000.0
10	54.003	21.881	12.854	14.296	0.11	0.986	30000.0
