Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	0	43	248	106	66	147	0	97	15	17	7
V2	10	31	3	1	4	4	26	0	0	0	0
V3	309	75	18	0	5	1	17	1	11	0	7
V4	0	25	0	117	0	122	134	3	0	18	0
V5	11	65	2	27	0	36	43	2	50	0	4
V6	18	22	176	0	36	0	38	39	70	0	11
V7	38	14	59	1	0	0	44	7	21	0	7
V8	21	11	96	5	95	16	0	160	1	0	76
V9	220	95	176	0	101	0	14	118	0	6	0
V10	280	11	51	0	28	1	0	27	0	3	0
V11	27	2	6	21	1	94	15	6	0	2	0
V12	0	34	1	17	5	51	0	2	0	10	0
V13	4	25	4	19	4	15	14	2	48	0	3
V14	4	26	1	27	0	9	0	0	0	3	11
V15	3	89	88	0	0	1	55	35	20	0	0
V16	38	0	2	12	0	25	1	2	1	5	0
V17	41	60	39	4	8	0	0	15	2	14	14
V18	46	0	2	0	10	5	38	1	14	11	6
V19	67	31	80	5	25	5	12	58	5	0	14
V20	5	27	26	48	10	29	160	1	148	9	2
V21	13	136	1	250	6	107	7	2	10	0	13
V22	0	3	8	122	0	38	0	13	0	0	10
V23	3	17	4	11	97	4	50	4	33	31	48
V24	1	22	59	8	1	19	69	12	16	0	4
V25	0	0	19	33	0	23	2	9	3	0	0
V26	71	13	33	44	0	38	2	4	8	2	20
V27	0	0	1	83	0	86	0	1	0	13	0
V28	0	8	29	9	26	1	3	24	0	25	0
V29	0	22	0	231	10	58	0	1	0	0	2
V30	14	81	5	59	85	54	6	0	0	48	34
V31	55	5	15	4	35	1	1	21	0	43	8
V32	4	0	12	10	105	13	0	10	0	25	18
V33	0	14	287	67	0	60	13	180	61	0	9
V34	6	14	3	97	7	0	0	99	7	12	0
V35	9	10	10	44	29	41	13	2	2	12	0
V36	0	3	6	107	4	111	0	16	0	0	2
V37	73	0	37	11	5	26	55	17	23	16	0
V38	105	8	15	0	119	0	9	16	22	41	6
V39	5	60	22	6	7	2	0	16	0	1	12
V40	0	69	12	38	0	31	8	2	24	4	2
V41	20	7	1	16	23	22	0	1	30	0	42
V42	108	15	9	10	39	22	98	0	45	0	0
V43	61	69	110	5	45	9	6	34	65	68	41
V44	33	60	19	28	45	46	54	0	53	0	50
V45	13	13	5	14	0	21	9	9	0	0	1
V46	0	35	31	0	0	0	0	43	0	17	7
V47	98	32	35	17	24	29	75	25	29	3	29
V48	0	0	6	18	108	10	16	2	6	2	25
V49	529	34	19	18	6	0	9	26	81	0	15
V50	70	0	0	0	0	0	3	1	3	7	0
V51	25	74	56	2	0	0	6	13	7	0	8
V52	7	5	24	50	21	16	21	13	92	0	0
V53	149	0	1	37	0	13	7	7	5	24	0
V54	7	139	14	129	0	46	0	4	1	43	0
V55	239	0	3	6	163	0	3	12	0	7	3
V56	9	208	4	23	0	3	4	4	0	4	6
V57	34	45	90	12	29	0	30	20	40	7	22
V58	45	85	1	56	0	57	0	2	0	35	3
V59	6	0	58	20	0	6	65	71	32	11	2
V60	55	3	16	141	0	48	10	12	21	19	0
V61	2	51	20	0	35	4	24	3	103	20	7
V62	89	48	23	17	4	0	10	21	20	16	13
V63	47	49	8	7	46	2	9	24	5	26	0
V64	85	0	101	0	0	7	1	18	2	5	5
V65	3	378	15	0	9	3	1	6	0	10	5
V66	5	185	2	0	24	1	44	4	17	0	31
V67	4	133	0	0	102	0	19	2	4	28	2
V68	32	0	11	30	0	54	0	9	0	31	0
V69	67	52	43	0	107	0	6	32	0	24	63
V70	56	128	2	0	0	0	0	3	0	40	14
V71	9	7	36	5	86	1	107	45	36	36	29
V72	142	0	1	17	0	9	10	2	9	23	0
V73	17	87	21	55	7	29	0	11	0	14	0
V74	40	8	7	4	89	3	6	21	4	20	26
V75	94	66	14	0	0	1	13	3	43	11	0
V76	46	6	78	1	6	0	0	66	0	0	1
V77	58	0	3	6	35	9	17	4	12	23	8
V78	13	22	14	0	7	0	0	13	0	0	0
V79	46	49	70	1	102	0	6	103	6	0	0
V80	3	23	2	7	41	1	2	5	0	11	3
V81	89	3	7	28	0	7	67	6	68	0	0
V82	7	4	18	4	8	0	5	12	10	0	2
V83	38	4	1	37	2	30	0	6	16	0	0
V84	55	4	83	17	0	66	20	6	46	0	17
V85	276	34	35	9	14	9	12	12	2	21	10
V86	65	199	5	28	84	29	56	11	59	16	25
V87	98	170	88	0	9	2	0	36	0	35	0
V88	0	28	28	111	11	42	55	46	0	24	0
V89	26	1	2	25	44	18	12	0	2	0	18
V90	43	3	147	1	32	13	40	36	7	9	9
V91	21	7	43	0	0	0	14	37	4	0	0
V92	156	0	50	13	36	7	19	21	10	9	0
V93	1	0	135	17	100	4	38	20	10	10	35
V94	79	18	11	2	0	0	0	25	1	12	7
V95	29	157	2	83	0	76	23	6	4	0	24
V96	61	80	7	5	47	0	15	7	36	0	29
V97	34	2	104	10	0	17	26	20	14	8	5
V98	8	40	9	5	123	7	43	8	49	27	19
V99	0	180	5	0	0	0	28	3	20	2	18
V100	1	46	26	11	0	26	57	5	90	0	6
