MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	3.07E-04	9.02E-03	1.55E-04	6.54E-04	7.01E-03	1.31E-02	2.95E-02	1.56E-02	1.88E-02	1.04E-02	5.12E-02	2.42E-03
1:Del:C:1	5.99E-04	1.21E-03	0.00E+00	4.20E-46	6.70E-03	2.39E-02	1.18E-02	4.08E-03	2.08E-02	1.37E-02	1.66E-02	2.03E-02
1:Del:C:2	0.00E+00	2.56E-04	0.00E+00	3.13E-08	1.17E-03	1.77E-03	1.87E-08	6.57E-03	1.70E-03	3.63E-03	3.98E-08	5.67E-04
1:Del:C:3	3.39E-09	1.41E-03	2.56E-04	2.56E-08	1.67E-03	5.53E-03	9.73E-03	1.17E-04	1.49E-03	3.64E-03	5.17E-03	3.26E-07
1:Del:C:4	2.03E-05	1.35E-02	4.85E-04	4.94E-08	0.00E+00	3.73E-03	3.54E-03	6.21E-02	8.00E-03	2.28E-03	9.10E-03	9.65E-03
1:Del:C:5	4.10E-04	9.01E-09	1.43E-03	4.98E-04	1.99E-04	0.00E+00	0.00E+00	1.39E-03	7.30E-09	5.15E-03	5.83E-04	2.74E-03
1:Del:T:0	9.38E-04	1.21E-04	4.19E-04	2.21E-03	5.36E-03	1.69E-02	2.67E-02	1.35E-02	7.44E-03	4.23E-03	1.94E-02	3.11E-02
1:Del:T:1	3.28E-04	4.36E-04	1.04E-07	1.26E-04	2.91E-03	8.91E-03	9.24E-03	1.41E-02	2.81E-03	4.41E-03	1.39E-02	4.71E-03
1:Del:T:2	0.00E+00	3.00E-03	1.56E-03	3.57E-04	3.18E-03	5.13E-03	1.49E-02	9.77E-03	1.41E-02	5.61E-03	1.46E-02	7.53E-03
1:Del:T:3	1.67E-04	5.01E-04	2.00E-03	5.15E-04	1.40E-46	1.43E-02	2.19E-02	6.97E-03	2.99E-02	1.20E-02	3.39E-02	1.76E-02
1:Del:T:4	7.96E-04	4.28E-03	2.77E-03	3.52E-04	2.10E-03	1.50E-02	2.53E-02	2.11E-02	2.15E-03	1.38E-02	2.23E-02	2.18E-02
