MutationType	ID83A	ID83B
1:Del:C:0	2.10E-02	1.79E-02
1:Del:C:1	6.86E-03	5.71E-03
1:Del:C:2	3.33E-04	3.68E-04
1:Del:C:3	1.01E-03	9.10E-04
1:Del:C:4	7.90E-04	6.74E-04
1:Del:C:5	2.84E-04	3.44E-04
1:Del:T:0	8.34E-03	6.91E-03
1:Del:T:1	2.71E-03	2.42E-03
1:Del:T:2	1.42E-02	1.31E-02
1:Del:T:3	6.49E-03	5.37E-03
1:Del:T:4	5.21E-03	4.39E-03
1:Del:T:5	7.98E-03	7.93E-03
1:Ins:C:0	9.55E-05	9.53E-05
1:Ins:C:1	9.87E-05	1.14E-04
1:Ins:C:2	1.66E-04	1.37E-04
1:Ins:C:3	4.07E-05	2.74E-05
1:Ins:C:4	1.47E-04	1.28E-04
1:Ins:C:5	6.28E-04	8.13E-04
1:Ins:T:0	9.22E-04	8.25E-04
1:Ins:T:1	1.03E-03	8.12E-04
1:Ins:T:2	1.48E-04	1.44E-04
1:Ins:T:3	1.31E-04	1.80E-04
1:Ins:T:4	2.14E-04	4.91E-04
1:Ins:T:5	5.14E-03	1.34E-02
2:Del:R:0	1.03E-03	8.49E-04
2:Del:R:1	9.56E-04	7.68E-04
2:Del:R:2	9.66E-05	9.93E-05
2:Del:R:3	7.58E-05	5.34E-05
2:Del:R:4	7.70E-05	6.52E-05
2:Del:R:5	5.42E-05	3.94E-05
3:Del:R:0	8.46E-04	7.81E-04
3:Del:R:1	2.46E-04	2.31E-04
3:Del:R:2	1.36E-04	9.29E-05
3:Del:R:3	7.16E-05	4.39E-05
3:Del:R:4	4.21E-09	4.27E-09
3:Del:R:5	4.21E-09	4.27E-09
4:Del:R:0	4.02E-04	3.23E-04
4:Del:R:1	3.79E-04	3.29E-04
4:Del:R:2	9.14E-05	8.99E-05
4:Del:R:3	1.12E-05	2.40E-05
4:Del:R:4	7.91E-05	6.82E-05
4:Del:R:5	4.21E-09	4.27E-09
5:Del:R:0	1.21E-02	1.00E-02
5:Del:R:1	3.52E-02	2.45E-02
5:Del:R:2	7.81E-05	7.30E-05
5:Del:R:3	4.66E-05	2.64E-05
5:Del:R:4	1.47E-04	7.43E-05
5:Del:R:5	4.21E-09	4.27E-09
2:Ins:R:0	1.59E-04	1.26E-04
2:Ins:R:1	5.68E-03	3.93E-03
2:Ins:R:2	5.71E-05	4.70E-05
2:Ins:R:3	7.18E-05	7.44E-05
2:Ins:R:4	4.22E-05	1.32E-04
2:Ins:R:5	4.69E-04	5.46E-04
3:Ins:R:0	7.84E-05	5.41E-05
3:Ins:R:1	1.54E-04	1.06E-04
3:Ins:R:2	1.39E-05	4.72E-08
3:Ins:R:3	1.52E-05	2.15E-05
3:Ins:R:4	4.41E-04	2.72E-04
3:Ins:R:5	6.18E-05	8.59E-05
4:Ins:R:0	1.30E-05	2.89E-05
4:Ins:R:1	3.70E-02	3.35E-02
4:Ins:R:2	1.37E-04	8.89E-05
4:Ins:R:3	1.99E-05	3.14E-05
4:Ins:R:4	4.38E-08	2.22E-05
4:Ins:R:5	6.70E-05	1.31E-04
5:Ins:R:0	1.86E-05	2.76E-05
5:Ins:R:1	6.25E-04	5.89E-04
5:Ins:R:2	3.13E-08	2.32E-05
5:Ins:R:3	2.94E-05	2.18E-05
5:Ins:R:4	4.31E-08	1.25E-05
5:Ins:R:5	2.97E-05	2.13E-05
2:Del:M:1	6.43E-04	5.27E-04
3:Del:M:1	6.98E-04	5.09E-04
3:Del:M:2	2.46E-04	2.17E-04
4:Del:M:1	3.21E-04	2.25E-04
4:Del:M:2	2.28E-04	2.17E-04
4:Del:M:3	1.57E-04	1.23E-04
5:Del:M:1	1.49E-02	1.26E-02
5:Del:M:2	7.06E-03	5.91E-03
5:Del:M:3	2.41E-03	2.01E-03
5:Del:M:4	8.62E-04	7.63E-04
5:Del:M:5	4.92E-04	4.33E-04
