Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	0	25	50	9	52	0	12	0	94	0	0
V2	32	0	42	45	4	24	49	4	0	0	0
V3	24	18	78	2	9	0	31	0	38	0	0
V4	27	7	45	0	41	0	0	2	17	0	16
V5	22	0	15	67	41	51	0	4	5	0	0
V6	4	56	10	58	1	0	0	0	4	7	0
V7	105	107	6	31	72	0	0	19	0	0	0
V8	0	0	89	0	11	21	8	32	22	0	0
V9	54	190	101	45	0	0	110	4	0	0	0
V10	4	0	0	50	3	7	0	0	9	0	0
V11	0	15	4	18	2	16	0	34	0	0	0
V12	66	0	0	1	13	5	9	3	0	14	0
V13	9	56	107	6	112	0	36	0	42	26	2
V14	70	34	66	148	4	20	0	0	7	29	27
V15	49	25	61	154	22	0	38	53	29	0	0
V16	0	23	10	73	4	26	0	0	3	0	0
V17	0	80	8	147	113	20	1	14	0	0	0
V18	3	80	66	30	5	0	0	0	0	10	3
V19	45	39	0	10	56	0	21	0	0	47	0
V20	0	65	23	11	15	0	48	41	31	0	0
V21	23	273	0	9	35	17	0	6	0	0	0
V22	2	9	10	11	128	2	0	0	15	0	0
V23	192	43	19	8	0	78	62	98	0	0	0
V24	7	13	0	86	0	44	1	5	0	35	0
V25	192	12	22	23	77	16	0	63	2	51	28
V26	0	16	58	69	74	39	0	9	24	0	6
V27	0	244	78	14	0	91	38	120	0	0	0
V28	48	3	0	59	41	2	0	0	0	0	19
V29	1	148	25	16	0	142	0	33	10	4	18
V30	79	2	119	0	6	0	82	11	10	27	0
V31	18	57	1	30	75	0	31	1	8	0	0
V32	111	5	12	3	43	121	0	0	16	21	13
V33	69	31	62	30	83	24	0	55	0	0	0
V34	94	3	7	27	8	3	0	2	0	9	0
V35	0	11	66	122	0	0	68	42	8	56	4
V36	13	7	0	0	35	25	0	0	0	0	10
V37	11	1	48	40	1	2	3	0	0	0	4
V38	171	128	0	7	24	4	12	0	0	21	0
V39	82	38	25	44	0	40	4	23	0	32	3
V40	0	0	309	0	0	0	146	16	4	6	0
V41	22	96	7	0	236	44	0	0	0	0	23
V42	2	3	0	22	298	15	0	22	0	0	0
V43	6	21	82	87	50	0	92	0	109	0	0
V44	104	13	95	34	0	116	6	15	11	21	0
V45	133	68	181	5	0	0	138	94	22	0	0
V46	2	36	144	8	65	0	91	2	94	0	0
V47	8	47	24	17	20	3	21	15	0	9	0
V48	32	46	134	2	90	0	54	0	30	102	18
V49	0	10	0	65	14	0	16	0	10	0	0
V50	35	4	26	11	8	147	0	5	0	13	5
V51	157	0	1	111	2	42	9	54	0	2	0
V52	0	7	19	57	223	152	0	0	76	0	8
V53	33	104	29	170	207	0	48	41	80	0	0
V54	0	2	0	1	82	49	9	4	11	7	0
V55	48	0	9	2	0	20	4	9	0	7	0
V56	23	176	9	49	6	36	7	23	6	0	0
V57	4	0	37	1	24	6	8	3	18	0	22
V58	271	128	44	82	1	160	36	70	38	34	12
V59	49	17	0	1	31	1	0	0	0	4	0
V60	6	40	46	69	0	23	40	12	0	47	0
V61	70	13	0	36	4	6	5	0	0	0	0
V62	82	54	49	0	26	24	10	0	19	9	0
V63	10	35	9	10	16	20	1	26	0	0	0
V64	239	34	0	25	4	80	3	26	0	0	14
V65	0	2	2	0	14	0	0	9	3	0	0
V66	0	9	25	33	0	38	2	0	0	38	14
V67	15	28	0	0	0	21	1	1	0	0	0
V68	365	0	235	11	0	3	140	53	10	58	0
V69	0	1	0	352	12	43	15	32	13	0	0
V70	102	77	95	14	0	85	21	42	29	15	0
V71	4	51	90	2	6	110	81	72	31	31	4
V72	110	115	3	4	0	41	3	15	2	31	0
V73	0	134	15	0	0	0	0	0	17	0	0
V74	25	20	0	197	45	37	0	12	0	0	0
V75	15	0	19	9	30	0	5	0	0	0	0
V76	0	65	35	77	0	9	48	0	0	0	0
V77	4	154	83	2	36	187	35	50	83	0	28
V78	0	111	21	67	0	12	0	5	3	6	0
V79	9	73	0	1	9	0	0	0	8	0	2
V80	3	62	108	7	9	0	101	0	38	0	0
V81	13	0	29	91	0	88	0	111	0	0	0
V82	140	6	3	1	4	0	4	0	0	45	0
V83	39	35	50	77	4	2	21	0	38	4	1
V84	57	0	14	26	101	18	0	0	0	18	0
V85	276	46	106	106	0	7	130	5	38	0	2
V86	90	4	20	0	253	12	5	0	0	7	3
V87	33	17	0	4	14	7	0	0	6	0	0
V88	36	19	0	34	2	16	6	0	0	7	7
V89	75	0	238	32	0	0	84	0	5	0	0
V90	61	31	142	8	42	46	65	0	127	0	0
V91	0	63	5	41	12	5	3	0	0	79	0
V92	121	12	28	1	7	25	0	30	6	0	22
V93	65	10	0	94	0	8	0	29	0	19	0
V94	133	26	47	72	28	129	48	0	18	0	41
V95	123	43	16	163	111	0	40	8	6	22	10
V96	6	54	31	0	61	0	6	6	55	0	0
V97	59	55	8	13	6	104	0	40	4	0	0
V98	233	26	51	0	1	24	97	21	40	95	7
V99	47	111	1	0	7	0	0	10	0	1	0
V100	49	4	15	0	0	1	0	0	0	0	0
