Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V34	5.87E+00	8.46E-01	1.31E+00	2.54E+00	1.21E+00	1.28E+00	1.22E+00	4.16E-01	8.94E-01	5.48E+00	3.11E+00
V35	6.90E+00	2.06E+00	1.74E+01	1.33E+01	8.54E-01	4.16E+00	1.85E+01	7.27E+00	8.88E+00	7.23E+00	2.18E+01
V36	2.96E+00	9.55E-01	0.00E+00	4.27E-01	1.32E+00	1.70E+00	0.00E+00	4.99E-01	1.79E+00	2.14E+00	2.67E+00
V37	1.51E+00	1.33E-01	6.51E+00	4.08E+00	5.12E-01	5.54E-01	3.67E+00	8.70E-01	1.00E+00	0.00E+00	8.67E+00
V38	1.15E+01	7.42E+00	3.96E-01	1.12E+00	2.95E+00	5.39E-01	1.30E+00	1.10E+00	6.20E+00	1.26E+01	2.14E+00
V39	1.38E+01	1.64E+00	4.62E+00	5.06E+00	0.00E+00	5.61E+00	4.15E+00	5.69E+00	4.23E+00	1.55E+01	1.50E+01
V40	2.29E+00	0.00E+00	5.58E+01	1.17E+00	1.39E+00	1.22E+00	5.77E+01	1.46E+00	2.98E+01	3.20E+00	3.16E+00
V41	3.69E+00	2.98E+00	1.22E+00	7.60E-01	3.62E+00	4.70E+00	2.91E+00	2.99E+00	5.46E+00	2.39E+00	4.94E+00
V42	7.90E-01	1.38E+00	0.00E+00	1.97E+00	4.59E+00	3.66E+00	0.00E+00	3.98E+00	1.00E-01	3.00E-01	4.50E+00
V43	1.19E+00	4.04E+00	3.04E+01	8.59E+00	6.49E+00	4.58E-01	2.77E+01	7.67E-01	1.88E+01	1.53E+00	1.41E+01
V44	1.49E+01	2.25E+00	1.13E+01	2.52E+00	2.60E-01	1.13E+01	1.08E+01	1.01E+01	8.05E+00	1.23E+01	1.30E+01
V45	1.36E+01	4.35E+00	4.13E+01	1.96E+00	1.03E+00	7.71E+00	3.84E+01	7.68E+00	2.26E+01	1.48E+01	7.73E+00
V46	7.00E-01	3.38E+00	2.90E+01	2.29E+00	3.05E+00	1.15E+00	2.97E+01	2.16E+00	1.42E+01	6.67E-01	5.38E+00
V47	2.19E+00	2.12E+00	6.46E+00	1.03E+00	2.03E+00	1.86E+00	5.57E+00	4.10E+00	4.50E+00	2.64E+00	2.79E+00
V48	1.13E+01	3.68E+00	2.75E+01	1.74E+00	5.52E+00	1.00E-01	2.54E+01	1.78E+00	1.17E+01	1.12E+01	5.41E+00
V49	0.00E+00	1.42E+00	2.27E+00	3.81E+00	2.17E+00	0.00E+00	3.36E+00	0.00E+00	2.49E+00	4.00E-01	4.72E+00
V50	6.81E+00	5.26E-01	2.49E+00	1.75E+00	1.30E+00	1.33E+01	7.00E-01	1.58E+01	3.13E+00	5.91E+00	5.94E+00
V51	1.87E+01	7.06E-01	2.04E+00	3.63E+00	8.72E-01	7.18E+00	1.61E+00	1.00E+01	1.05E+00	1.52E+01	1.80E+00
V52	2.13E-01	3.01E+00	7.03E+00	4.08E+00	1.51E+01	1.63E+01	6.55E+00	9.69E+00	2.21E+01	1.00E-01	7.59E+00
V53	5.21E+00	6.37E+00	1.23E+01	3.42E+00	7.45E+00	3.46E+00	1.24E+01	5.11E+00	9.15E+00	5.94E+00	5.57E+00
V54	6.05E-01	8.94E-01	1.91E+00	2.13E-01	4.88E+00	6.94E+00	3.92E+00	6.60E+00	3.78E+00	9.46E-01	3.30E+00
V55	5.69E+00	0.00E+00	2.16E+00	2.69E-01	0.00E+00	3.98E+00	1.72E+00	4.07E+00	1.23E+00	8.19E+00	2.37E+00
V56	3.58E+00	6.43E+00	2.77E+00	3.66E+00	1.11E+00	3.84E+00	3.28E+00	3.30E+00	7.20E+00	2.30E+00	5.33E+00
V57	1.30E+00	7.27E-01	7.33E+00	9.57E-01	3.84E+00	1.02E+00	8.64E+00	1.85E+00	5.10E+00	1.49E+00	5.96E+00
V58	3.32E+01	7.27E+00	8.97E+00	7.78E+00	1.33E+00	2.07E+01	8.96E+00	1.97E+01	9.32E+00	3.08E+01	1.29E+01
V59	5.71E+00	1.15E+00	0.00E+00	3.89E-01	3.57E+00	2.13E-01	3.00E-01	1.33E-01	6.00E-01	2.93E+00	7.68E+00
V60	5.41E+00	3.78E+00	1.04E+01	7.23E+00	1.67E-01	4.77E+00	9.91E+00	7.63E+00	5.63E+00	6.47E+00	9.31E+00
V61	1.02E+01	1.62E+00	0.00E+00	3.36E+00	7.37E-01	9.57E-01	4.16E-01	1.00E+00	1.92E+00	1.07E+01	7.49E+00
V62	1.18E+01	2.94E+00	8.71E+00	3.42E-01	3.74E+00	4.06E+00	7.94E+00	2.21E+00	5.34E+00	5.60E+00	1.22E+01
V63	2.09E+00	2.74E+00	1.98E+00	1.13E+00	1.86E+00	4.61E+00	2.31E+00	3.29E+00	2.28E+00	2.10E+00	1.65E+00
V64	1.78E+01	2.77E+00	1.02E+00	3.74E+00	5.62E-01	1.06E+01	1.45E+00	6.81E+00	1.59E+00	1.56E+01	1.64E+01
V65	4.33E-01	5.17E-01	5.37E-01	0.00E+00	9.67E-01	6.18E-01	0.00E+00	9.80E-01	8.44E-01	0.00E+00	4.00E-01
V66	4.67E+00	1.30E+00	4.66E+00	3.49E+00	5.04E-01	4.69E+00	2.08E+00	5.13E+00	1.56E+00	4.12E+00	7.06E+00
V67	2.46E+00	1.59E+00	0.00E+00	0.00E+00	0.00E+00	2.60E+00	1.00E-01	1.78E+00	5.17E-01	2.57E+00	2.20E+00
V68	4.83E+01	7.95E-01	4.11E+01	2.93E+00	1.62E+00	4.78E+00	3.83E+01	6.15E+00	2.18E+01	5.43E+01	4.50E+00
V69	0.00E+00	1.31E+00	2.60E+00	4.57E+00	2.00E+00	6.72E+00	3.78E+00	7.70E+00	2.81E+00	1.00E-01	5.56E+00
V70	1.46E+01	2.74E+00	1.74E+01	2.33E+00	5.17E-01	9.04E+00	1.84E+01	8.24E+00	9.05E+00	1.82E+01	5.51E+00
V71	4.35E+00	4.00E+00	2.03E+01	9.57E-01	1.91E+00	1.78E+01	1.99E+01	1.40E+01	1.28E+01	5.08E+00	5.06E+00
V72	1.58E+01	8.00E+00	1.20E+00	6.53E-01	0.00E+00	4.39E+00	1.39E+00	3.75E+00	7.63E+00	1.30E+01	6.01E+00
V73	0.00E+00	4.79E+00	3.06E+00	0.00E+00	0.00E+00	0.00E+00	3.47E+00	0.00E+00	4.42E+00	0.00E+00	0.00E+00
V74	3.79E+00	1.97E+00	5.17E-01	4.14E+00	2.09E+00	5.00E+00	1.69E+00	4.03E+00	3.17E+00	2.26E+00	7.17E+00
V75	2.38E+00	0.00E+00	3.70E+00	1.01E+00	1.75E+00	0.00E+00	3.19E+00	3.00E-01	8.54E-01	3.07E+00	3.12E+00
V76	0.00E+00	3.07E+00	8.12E+00	2.94E+00	9.87E-01	1.22E+00	7.57E+00	2.40E+00	1.90E+00	0.00E+00	1.50E+00
V77	2.33E+00	7.23E+00	1.89E+01	1.77E+00	2.03E+00	2.54E+01	1.76E+01	2.06E+01	1.20E+01	6.06E+00	8.70E+00
V78	7.86E-01	7.02E+00	2.19E+00	2.58E+00	0.00E+00	2.66E+00	3.31E+00	2.35E+00	6.08E+00	9.94E-01	2.25E+00
V79	2.04E+00	2.32E+00	3.06E-01	2.21E-01	1.19E+00	0.00E+00	0.00E+00	1.20E+00	2.27E+00	1.81E+00	1.31E+00
V80	8.69E-01	3.69E+00	2.65E+01	1.75E+00	2.26E+00	3.59E-01	2.65E+01	2.19E+00	1.26E+01	2.39E+00	3.28E+00
V81	3.49E+00	2.24E-01	5.10E+00	3.52E+00	0.00E+00	1.56E+01	4.86E+00	1.69E+01	4.17E+00	3.18E+00	3.52E+00
V82	9.21E+00	1.05E+00	1.19E+00	2.67E-01	6.99E-01	0.00E+00	2.46E+00	2.00E+00	8.03E-01	1.02E+01	7.16E-01
V83	6.83E+00	4.51E+00	9.40E+00	1.09E+01	1.94E+00	6.67E-01	7.73E+00	2.69E+00	3.68E+00	6.72E+00	2.07E+01
V84	1.13E+01	1.33E-01	2.16E+00	3.43E+00	1.01E+01	2.46E+00	1.65E+00	1.96E+00	1.15E+01	1.16E+01	9.66E+00
V85	3.01E+01	3.24E+00	2.25E+01	7.95E+00	1.83E+00	1.22E+00	2.57E+01	8.03E+00	1.15E+01	3.61E+01	1.15E+01
V86	9.37E+00	9.45E-01	3.74E+00	2.24E-01	7.87E+00	1.75E+00	2.99E+00	1.68E+00	1.56E+00	1.06E+01	1.46E+01
V87	4.34E+00	1.12E+00	9.69E-01	7.12E-01	1.55E+00	1.19E+00	1.00E-01	1.45E+00	6.46E-01	3.65E+00	3.15E+00
V88	5.40E+00	2.04E+00	9.00E-01	2.94E+00	4.76E-01	1.74E+00	1.07E+00	2.40E+00	7.67E-01	5.50E+00	5.18E+00
V89	1.05E+01	0.00E+00	3.90E+01	3.95E+00	1.09E+00	0.00E+00	3.62E+01	0.00E+00	2.18E+01	1.39E+01	7.06E+00
V90	6.92E+00	2.64E+00	3.25E+01	2.24E+00	2.43E+00	7.32E+00	2.98E+01	4.80E+00	2.03E+01	6.28E+00	9.71E+00
V91	8.35E+00	3.72E+00	1.83E+00	1.72E+00	1.85E+00	6.90E-01	1.53E+00	2.25E+00	3.02E+00	6.22E+00	3.87E+00
V92	1.32E+01	1.94E+00	5.58E+00	1.38E+00	1.35E+00	5.39E+00	4.62E+00	5.30E+00	4.05E+00	6.29E+00	1.47E+01
V93	9.86E+00	1.67E+00	0.00E+00	5.26E+00	0.00E+00	3.82E+00	1.10E+00	4.66E+00	1.42E+00	8.67E+00	7.02E+00
V94	1.44E+01	2.57E+00	1.39E+01	5.12E+00	1.93E+00	8.31E+00	1.39E+01	7.87E+00	7.63E+00	1.15E+01	7.33E+00
V95	1.88E+01	2.69E+00	5.31E+00	4.83E+00	6.54E+00	4.73E-01	6.22E+00	1.17E+00	4.26E+00	1.34E+01	2.04E+01
V96	1.08E+00	3.91E+00	7.94E+00	1.63E-01	2.11E+00	1.01E+00	7.27E+00	1.84E+00	6.68E+00	3.70E+00	1.61E+00
V97	5.80E+00	3.72E+00	1.53E+00	1.39E+00	7.34E-01	1.48E+01	9.43E-01	1.28E+01	4.88E+00	4.88E+00	2.87E+00
V98	3.12E+01	3.66E+00	2.01E+01	9.36E-01	2.38E+00	5.04E+00	1.47E+01	6.98E+00	1.03E+01	3.42E+01	2.24E+00
V99	6.01E+00	2.90E+00	3.06E-01	0.00E+00	1.06E+00	7.46E-01	2.21E-01	8.44E-01	3.40E+00	5.73E+00	3.40E+00
V100	5.12E+00	8.31E-01	2.29E+00	0.00E+00	0.00E+00	3.06E-01	2.09E+00	8.00E-01	1.89E+00	5.90E+00	7.57E-01
