NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.792	21.542	11.597	13.432	0.133	0.987	40000.0
2	52.343	21.515	11.529	13.263	0.135	0.986	70000.0
3	56.305	22.994	13.112	14.477	0.132	0.986	50000.0
4	54.724	22.299	12.694	14.038	0.133	0.987	60000.0
5	51.586	21.207	11.21	12.806	0.128	0.988	50000.0
6	52.55	21.433	11.983	13.355	0.133	0.987	40000.0
7	52.75	21.255	12.25	13.543	0.128	0.986	50000.0
8	54.694	23.218	12.559	14.766	0.14	0.985	40000.0
9	56.788	23.391	13.154	14.757	0.136	0.985	60000.0
10	56.244	23.44	13.118	14.754	0.14	0.984	80000.0
