NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	66.689	27.433	15.42	17.435	0.173	0.977	40000.0
2	72.847	29.506	17.603	19.329	0.176	0.972	30000.0
3	71.058	28.715	16.976	18.608	0.169	0.975	40000.0
4	71.704	27.917	17.952	18.411	0.161	0.978	50000.0
5	66.629	26.93	15.132	16.865	0.161	0.98	80000.0
6	71.016	28.483	17.265	18.584	0.168	0.976	40000.0
7	67.165	26.74	16.51	17.737	0.159	0.978	60000.0
8	71.94	29.037	18.151	19.491	0.174	0.974	20000.0
9	75.477	29.288	18.786	19.268	0.171	0.975	70000.0
10	68.12	27.247	16.62	17.959	0.171	0.976	30000.0
