NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.259	22.576	13.662	14.413	0.134	0.983	40000.0
2	52.297	21.388	12.858	13.268	0.125	0.987	50000.0
3	57.821	23.791	15.133	15.391	0.136	0.982	20000.0
4	55.178	22.693	14.189	14.507	0.129	0.985	50000.0
5	52.813	22.157	12.939	13.506	0.134	0.987	30000.0
6	51.657	21.026	12.342	12.475	0.123	0.99	40000.0
7	53.772	22.24	12.568	13.325	0.132	0.988	50000.0
8	54.114	22.419	13.531	14.168	0.138	0.985	30000.0
9	56.937	23.472	15.069	15.547	0.133	0.982	30000.0
10	55.997	23.31	15.265	15.495	0.139	0.982	50000.0
