NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	124.06	53.954	41.69	43.975	0.34	0.874	20000.0
2	118.116	50.804	38.436	37.867	0.313	0.896	20000.0
3	123.968	53.901	42.405	42.958	0.323	0.878	20000.0
4	118.252	50.976	36.868	38.976	0.32	0.891	20000.0
5	115.962	50.034	35.987	37.52	0.328	0.897	20000.0
6	119.754	51.399	37.341	39.411	0.317	0.889	20000.0
7	118.105	50.843	35.324	36.936	0.325	0.902	30000.0
8	123.292	52.783	37.862	38.933	0.335	0.899	20000.0
9	120.925	51.718	37.89	39.105	0.321	0.899	20000.0
10	118.84	51.168	35.815	37.121	0.327	0.9	20000.0
