NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	223.919	81.817	76.928	65.469	0.58	0.72	20000.0
2	216.577	80.124	69.475	62.7	0.587	0.73	20000.0
3	222.392	81.217	75.261	64.369	0.568	0.723	30000.0
4	229.499	83.997	78.011	66.291	0.587	0.718	30000.0
5	222.81	82.095	74.123	63.9	0.564	0.733	40000.0
6	227.229	82.311	78.172	66.497	0.57	0.721	20000.0
7	218.974	80.141	74.833	64.122	0.555	0.729	30000.0
8	222.617	82.57	74.608	64.934	0.585	0.721	40000.0
9	228.296	82.802	78.334	65.945	0.579	0.72	20000.0
10	224.687	82.025	77.276	65.805	0.577	0.724	20000.0
