Samples	ID83A	ID83B
V1	175	113
V2	54	199
V3	211	44
V4	0	370
V5	164	108
V6	64	0
V7	195	54
V8	255	27
V9	227	0
V10	216	24
V11	0	292
V12	185	314
V13	136	82
V14	0	577
V15	206	0
V16	187	206
V17	0	390
V18	0	250
V19	0	255
V20	365	4
V21	47	300
V22	232	58
V23	0	199
V24	48	27
V25	172	25
V26	307	57
V27	148	0
V28	0	359
V29	0	320
V30	10	39
V31	676	0
V32	0	482
V33	128	72
V34	225	45
V35	404	117
V36	312	0
V37	345	0
V38	60	135
V39	138	271
V40	42	68
V41	220	95
V42	566	43
V43	121	210
V44	442	50
V45	113	207
V46	155	0
V47	0	444
V48	311	67
V49	242	162
V50	165	44
V51	0	290
V52	0	328
V53	705	0
V54	0	311
V55	320	101
V56	737	37
V57	276	0
V58	116	26
V59	531	30
V60	93	8
V61	170	38
V62	143	32
V63	241	129
V64	549	0
V65	75	5
V66	45	126
V67	0	118
V68	496	65
V69	176	52
V70	137	17
V71	69	204
V72	128	184
V73	87	114
V74	323	42
V75	25	35
V76	249	21
V77	41	286
V78	121	44
V79	238	110
V80	0	104
V81	3	5
V82	2	47
V83	89	71
V84	98	62
V85	129	0
V86	12	197
V87	464	48
V88	88	128
V89	235	37
V90	259	23
V91	72	270
V92	0	157
V93	0	120
V94	56	180
V95	154	8
V96	0	314
V97	281	9
V98	2	327
V99	51	169
V100	154	6
