Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	93	17	46	33	13	0	0	5	15	0	0	24	9	0	0	0
V2	11	0	41	0	15	18	0	0	24	9	0	25	10	0	2	0
V3	16	1	51	19	17	16	26	6	22	17	2	0	0	0	6	3
V4	0	9	1	0	0	11	10	0	0	9	0	0	8	0	0	0
V5	138	34	24	0	9	44	0	0	16	17	0	0	0	42	0	0
V6	15	1	97	43	76	8	0	20	46	6	0	51	0	0	10	3
V7	113	0	28	0	58	0	0	0	27	0	8	0	0	0	0	0
V8	21	70	3	5	0	0	0	6	6	5	3	2	0	0	1	0
V9	0	0	43	9	5	0	12	2	0	0	5	0	18	0	0	0
V10	28	0	42	91	4	0	0	26	0	0	0	0	0	0	0	5
V11	35	0	10	21	0	68	28	2	0	16	0	19	27	0	3	0
V12	0	27	40	19	3	0	0	7	0	0	9	3	1	0	0	8
V13	0	76	7	6	0	0	0	3	0	7	19	0	0	17	4	0
V14	126	83	3	3	0	6	8	1	0	0	0	0	0	0	0	5
V15	51	25	10	14	20	0	0	10	10	0	0	0	0	0	0	3
V16	72	25	13	2	0	32	0	1	0	6	15	0	6	27	0	0
V17	25	0	5	22	1	11	0	6	0	0	0	7	8	0	0	0
V18	4	22	37	1	0	14	3	5	0	0	5	10	5	9	0	0
V19	128	88	49	0	0	0	0	0	0	0	7	0	4	0	0	8
V20	25	43	108	0	11	0	0	0	3	0	2	0	2	12	4	11
V21	17	0	24	0	0	29	0	0	0	27	8	0	38	0	0	0
V22	26	0	21	57	0	50	44	37	0	15	0	0	6	0	0	0
V23	6	147	45	114	44	29	50	49	41	0	21	22	0	0	15	7
V24	19	96	3	1	3	1	0	3	0	0	23	7	0	20	0	4
V25	18	18	17	20	14	39	8	3	6	21	61	0	0	0	0	0
V26	1	409	102	0	0	0	0	0	0	0	3	0	32	18	20	0
V27	2	3	0	0	0	163	37	0	0	58	2	9	14	17	0	0
V28	171	0	301	103	37	9	11	20	10	20	0	12	0	0	7	26
V29	65	46	66	0	1	0	12	0	10	0	9	0	21	0	0	14
V30	74	65	36	4	0	26	7	0	0	10	31	0	4	11	0	4
V31	61	1	79	14	83	0	15	12	4	0	0	0	0	0	0	13
V32	28	8	5	1	27	7	0	3	14	14	1	10	0	0	0	0
V33	82	82	9	14	0	0	0	3	0	0	4	0	25	0	1	0
V34	0	1	5	0	23	68	38	0	11	41	35	9	10	0	0	0
V35	0	6	1	4	95	6	0	0	0	0	0	51	0	0	0	0
V36	100	267	7	0	11	0	0	0	0	0	73	0	20	1	27	0
V37	88	154	0	108	1	3	0	52	0	0	8	0	20	0	0	2
V38	52	0	27	9	2	0	0	0	0	0	0	4	0	0	2	12
V39	25	15	0	1	127	25	0	0	0	27	0	17	1	12	1	2
V40	47	218	2	20	0	19	23	28	0	7	45	13	26	0	2	2
V41	7	0	1	60	0	28	0	21	1	6	0	1	0	3	0	0
V42	0	11	88	35	44	0	0	12	1	0	0	0	0	0	27	8
V43	0	150	53	84	0	0	0	24	2	0	0	0	23	8	0	11
V44	130	1	1	4	13	0	26	4	0	12	0	2	0	0	0	1
V45	0	0	0	191	104	2	0	100	8	0	0	4	0	0	0	2
V46	2	30	19	60	10	4	1	10	0	0	0	4	0	12	20	0
V47	138	1	6	22	1	0	0	7	9	0	0	7	0	0	0	0
V48	38	39	1	28	0	59	48	13	0	0	12	2	0	6	0	0
V49	75	15	1	16	0	0	4	1	0	3	0	5	10	10	0	0
V50	2	0	34	22	0	20	17	4	0	2	0	0	5	2	0	12
V51	80	26	6	0	2	10	0	0	0	8	0	4	0	19	6	0
V52	6	1	2	45	79	0	0	28	16	2	1	4	3	0	0	0
