Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83A	ID83F
V1	1:Del:C:0	0.0004721388864618096	0.0	0.045455643354518446	0.9526428089107903	0.001429408848229537	0.0
V1	1:Del:C:1	0.007257510020642741	0.0	0.08672709039452217	0.903652352805957	0.002363046778878131	0.0
V1	1:Del:C:2	8.533387073442797e-16	0.0	0.33186608833859127	0.6681339116614079	4.1002300285032487e-44	0.0
V1	1:Del:C:3	0.11866855866800143	0.0	0.12991090395111152	0.6366538715638248	0.11476666581706227	0.0
V1	1:Del:C:4	0.05333882835151108	0.0	0.03725199076735827	0.9094091808811308	0.0	0.0
V1	1:Del:C:5	0.743246884345439	0.0	0.07959067154695845	0.009516526002534385	0.16764591810506826	0.0
V1	1:Del:T:0	0.011310652843550345	0.0	0.11413479762352922	0.8730147372767383	0.001539812256182224	0.0
V1	1:Del:T:1	6.850597827642221e-17	0.0	0.08360956862115058	0.8829861836716292	0.03340424770722003	0.0
V1	1:Del:T:2	0.010674633319880875	0.0	0.039616643063611214	0.9427136732750977	0.006995050341410358	0.0
V1	1:Del:T:3	0.019529656602435806	0.0	0.03230261226328534	0.9279037982119219	0.02026393292235699	0.0
V1	1:Del:T:4	0.04483253073144285	0.0	0.00514327093182165	0.9500241983367356	0.0	0.0
V1	1:Del:T:5	6.619055395733963e-16	0.0	0.8208418099526109	0.1790960301931476	6.215985424089612e-05	0.0
V1	1:Ins:C:0	3.0980064627663513e-15	0.0	0.9999721120952849	4.877122216150827e-15	2.7887904706994635e-05	0.0
V1	1:Ins:C:1	3.938091051569311e-15	0.0	0.9974567712498013	0.0022117045753452394	0.00033152417484966045	0.0
V1	1:Ins:C:2	2.7661353027523788e-15	0.0	0.493216285026007	0.28383641286194455	0.22294730211204555	0.0
V1	1:Ins:C:3	0.9494048705078688	0.0	0.050542487093447754	5.847868422304951e-15	5.264239867749629e-05	0.0
V1	1:Ins:C:4	0.8919596317232468	0.0	0.10699924334693917	0.0010393098979755225	1.8150318385473384e-06	0.0
V1	1:Ins:C:5	0.6047719971358083	0.0	0.004709157279298022	0.0017669605352621047	0.38875188504963154	0.0
V1	1:Ins:T:0	0.13776023819523053	0.0	0.10509839452458082	0.7328967414504123	0.024244625829776396	0.0
V1	1:Ins:T:1	0.0033794243210192006	0.0	0.15779864961638637	0.8388178938878034	4.032174791086103e-06	0.0
V1	1:Ins:T:2	0.06339832046754482	0.0	0.18163634407920196	0.732865282568957	0.022100052884296246	0.0
V1	1:Ins:T:3	0.6829748438334374	0.0	0.06763960905347992	0.24818557223278867	0.001199974880293979	0.0
V1	1:Ins:T:4	0.33800165703120194	0.0	0.006454736480067449	0.031000302945298513	0.6245433035434322	0.0
V1	1:Ins:T:5	0.9852329349707334	0.0	0.008617418133009836	0.006148671546111195	9.75350145522273e-07	0.0
V1	2:Del:R:0	0.040799947310531076	0.0	0.20156736890842195	0.7546762760532811	0.0029564077277657256	0.0
V1	2:Del:R:1	0.1464920200132155	0.0	0.47836181300535713	0.3699381688153787	0.005207998166048639	0.0
V1	2:Del:R:2	0.22614032561760974	0.0	0.09836332390723858	0.5481454440169021	0.12735090645824956	0.0
V1	2:Del:R:3	0.8056432436722886	0.0	0.019775251108206448	0.17439355313096042	0.00018795208854463546	0.0
V1	2:Del:R:4	0.14682139665714639	0.0	0.28480198344809715	1.401219012547253e-14	0.5683766198947424	0.0
V1	2:Del:R:5	1.0275348024247646e-14	0.0	0.9995572616381089	1.6176250350036554e-14	0.00044273836186469807	0.0
V1	3:Del:R:0	0.017946582389842914	0.0	0.5939434607994516	0.3858405258261247	0.0022694309845806854	0.0
V1	3:Del:R:1	0.5178889450574441	0.0	0.053879920464338364	0.4282311344782175	0.0	0.0
V1	3:Del:R:2	0.3588917046198985	0.0	0.06789232020445965	0.5731749807471458	4.099442849603019e-05	0.0
V1	3:Del:R:3	0.4883395617365278	0.0	0.12888273841774062	0.3827591459124946	1.8553933237051788e-05	0.0
V1	3:Del:R:4	2.266631222435987e-12	0.0	0.7093173977278225	3.568306788131252e-12	0.29068260226634257	0.0
V1	3:Del:R:5	1.9484171210123104e-15	0.0	0.020703715001507934	3.067349452438652e-15	0.9792962849984871	0.0
V1	4:Del:R:0	0.001313999165444984	0.0	0.034085052078276196	0.018188197901839852	0.946412750854439	0.0
V1	4:Del:R:1	0.15127169930168505	0.0	0.10537363086577656	0.7433546698325384	0.0	0.0
V1	4:Del:R:2	0.003135544323844046	0.0	0.10228827615445331	0.8378033882026285	0.05677279131907418	0.0
V1	4:Del:R:3	9.599850544630148e-14	0.0	0.3228359651581365	0.6648527708387859	0.012311264002981699	0.0
V1	4:Del:R:4	8.7033718696686e-14	0.0	0.9888384190662529	1.3701523483291786e-13	0.011161580933523032	0.0
V1	4:Del:R:5	0.6476668331193564	0.0	0.05491563599561282	0.295723903317219	0.0016936275678118271	0.0
V1	5:Del:R:0	8.894436003228988e-05	0.0	0.9797680376573716	0.007921191987883594	0.012221825994712554	0.0
V1	5:Del:R:1	0.21822078934656194	0.0	0.253130308532658	0.5286240754738516	2.4826646928362574e-05	0.0
