NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	57.292	23.166	13.694	14.922	0.135	0.984	60000.0
2	63.735	24.594	15.495	15.802	0.136	0.982	60000.0
3	61.877	23.757	15.187	15.469	0.127	0.983	40000.0
4	70.352	26.915	18.838	18.437	0.141	0.977	30000.0
5	58.319	22.529	13.801	14.047	0.13	0.987	30000.0
6	65.129	25.218	16.242	16.609	0.138	0.981	70000.0
7	56.743	22.006	13.288	13.787	0.129	0.986	30000.0
8	63.378	24.79	15.525	16.089	0.14	0.982	40000.0
9	64.616	24.819	15.974	16.16	0.136	0.982	30000.0
10	68.529	26.085	17.448	17.309	0.14	0.98	40000.0
