NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	64.315	25.477	15.882	15.941	0.157	0.983	20000.0
2	67.307	26.829	16.336	16.499	0.164	0.981	30000.0
3	63.907	25.383	15.452	15.493	0.157	0.984	20000.0
4	70.887	28.282	18.628	18.846	0.161	0.976	20000.0
5	75.617	29.84	21.332	20.523	0.163	0.972	20000.0
6	64.668	25.835	16.072	16.055	0.157	0.983	20000.0
7	68.013	26.869	18.287	18.254	0.155	0.977	30000.0
8	76.576	30.487	21.345	20.577	0.171	0.972	40000.0
9	67.294	27.131	17.26	17.622	0.163	0.981	40000.0
10	78.211	31.119	21.909	21.625	0.172	0.969	50000.0
