NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.492	22.992	11.117	13.855	0.132	0.986	30000.0
2	44.897	22.64	10.522	13.26	0.128	0.988	50000.0
3	45.651	22.87	10.738	13.431	0.128	0.987	40000.0
4	44.386	22.082	10.549	13.167	0.124	0.988	40000.0
5	44.197	22.033	10.526	13.226	0.125	0.987	50000.0
6	45.379	23.142	10.864	13.799	0.131	0.987	30000.0
7	44.071	21.907	10.452	12.955	0.131	0.988	100000.0
8	45.241	22.549	10.746	13.561	0.125	0.987	50000.0
9	46.075	23.24	10.925	13.821	0.131	0.987	30000.0
10	44.214	22.847	10.432	13.457	0.131	0.987	30000.0
