MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	4.20E-46	0.00E+00	2.80E-46	1.36E-03	9.04E-07	3.54E-02	7.94E-04	4.68E-03	3.62E-06	8.33E-03	1.94E-02	7.83E-02	1.75E-02	5.55E-46	1.40E-46
1:Del:C:1	0.00E+00	2.41E-04	0.00E+00	1.26E-04	4.27E-03	1.73E-02	0.00E+00	1.96E-03	4.49E-03	5.70E-02	2.12E-02	1.34E-02	1.07E-02	2.74E-02	8.93E-03
1:Del:C:2	2.89E-04	1.29E-07	6.08E-08	2.18E-07	0.00E+00	2.48E-03	7.92E-08	5.01E-05	3.33E-04	1.31E-03	1.22E-03	1.34E-03	5.99E-04	2.45E-04	2.60E-03
1:Del:C:3	1.56E-04	1.08E-04	1.76E-04	7.50E-04	4.86E-04	2.58E-03	5.67E-04	2.53E-03	4.31E-03	3.36E-03	4.48E-03	7.50E-03	4.63E-03	6.24E-03	5.99E-03
1:Del:C:4	0.00E+00	1.71E-08	2.90E-08	0.00E+00	7.75E-09	2.36E-03	2.49E-05	3.37E-04	1.14E-03	2.55E-03	3.75E-03	7.43E-03	4.83E-03	4.36E-04	2.69E-03
1:Del:C:5	4.98E-04	1.24E-04	1.50E-03	2.27E-04	1.24E-04	2.45E-07	9.71E-09	3.07E-04	0.00E+00	2.01E-07	3.94E-03	2.32E-02	1.87E-02	6.98E-07	1.99E-02
1:Del:T:0	3.61E-05	8.47E-05	5.29E-04	1.40E-46	8.20E-03	1.23E-02	1.02E-03	4.23E-03	9.16E-03	9.46E-03	3.62E-02	7.29E-02	3.15E-02	2.04E-03	5.94E-03
1:Del:T:1	4.79E-08	5.97E-08	1.03E-07	0.00E+00	5.84E-08	1.89E-02	5.46E-08	3.03E-03	2.49E-03	3.17E-05	2.14E-02	1.77E-02	3.72E-03	1.67E-04	4.05E-08
1:Del:T:2	5.96E-08	0.00E+00	2.70E-04	0.00E+00	1.04E-03	1.24E-02	2.75E-04	4.89E-04	6.17E-04	2.95E-03	1.21E-02	1.09E-02	7.47E-03	2.98E-03	1.27E-03
1:Del:T:3	1.73E-07	2.07E-08	2.32E-03	2.13E-07	2.82E-03	1.96E-02	6.51E-09	1.40E-46	0.00E+00	1.32E-03	2.17E-02	1.84E-02	2.10E-02	8.28E-08	1.65E-02
1:Del:T:4	7.40E-04	1.52E-04	7.09E-03	1.02E-04	2.05E-03	1.56E-02	2.97E-04	0.00E+00	1.07E-03	9.75E-03	1.66E-02	6.49E-02	3.01E-03	7.76E-02	8.42E-03
1:Del:T:5	1.15E-07	1.40E-46	8.00E-03	1.82E-03	7.08E-03	2.73E-02	8.64E-07	2.44E-03	3.12E-04	7.02E-03	1.04E-07	7.00E-03	8.71E-02	8.19E-03	1.90E-03
1:Ins:C:0	2.69E-04	9.90E-08	0.00E+00	4.77E-07	2.83E-06	4.37E-08	6.32E-05	6.81E-04	5.98E-04	1.07E-03	2.55E-07	1.11E-07	7.38E-07	2.56E-03	3.61E-08
1:Ins:C:1	4.75E-04	1.05E-08	1.71E-04	6.30E-08	1.03E-04	2.19E-04	2.31E-04	7.29E-04	6.87E-04	4.93E-04	2.37E-08	3.39E-04	8.47E-04	7.32E-05	0.00E+00
1:Ins:C:2	7.30E-08	2.21E-08	1.40E-08	7.99E-08	1.32E-04	1.80E-07	9.57E-09	0.00E+00	1.59E-04	2.09E-04	2.50E-04	8.69E-05	3.68E-04	3.21E-07	1.37E-07
1:Ins:C:3	1.40E-07	5.66E-07	1.03E-04	5.75E-08	0.00E+00	2.83E-07	1.71E-04	3.24E-04	1.13E-04	2.42E-04	8.45E-05	7.10E-05	1.13E-03	4.18E-06	2.53E-03
1:Ins:C:4	1.51E-03	4.58E-04	4.47E-04	1.20E-03	1.97E-03	2.02E-04	1.53E-04	1.16E-04	1.78E-04	8.34E-04	1.10E-03	7.09E-04	2.26E-03	2.38E-03	3.66E-03
1:Ins:C:5	1.59E-04	3.83E-03	4.82E-04	6.20E-05	2.66E-07	3.28E-04	9.43E-04	0.00E+00	0.00E+00	2.73E-02	1.65E-08	1.64E-07	5.96E-03	5.34E-02	5.27E-02
1:Ins:T:0	0.00E+00	3.68E-04	1.87E-04	7.80E-04	2.13E-03	1.00E-02	0.00E+00	5.48E-04	1.51E-03	1.03E-02	3.52E-03	4.67E-03	1.74E-03	5.33E-03	2.44E-03
1:Ins:T:1	8.40E-04	6.55E-05	8.69E-06	1.93E-04	1.02E-03	2.80E-03	3.56E-06	1.27E-03	1.60E-03	0.00E+00	9.96E-04	2.83E-03	1.78E-03	4.52E-03	4.76E-03
1:Ins:T:2	7.33E-08	1.65E-08	4.14E-05	3.52E-08	0.00E+00	1.33E-03	2.13E-07	0.00E+00	1.21E-04	1.43E-06	1.14E-03	1.27E-03	1.04E-03	1.69E-06	1.30E-03
1:Ins:T:3	4.09E-04	4.73E-04	4.84E-08	1.26E-08	2.60E-04	8.70E-04	0.00E+00	0.00E+00	2.14E-04	1.02E-03	1.06E-03	3.80E-03	3.01E-03	3.51E-03	5.43E-03
1:Ins:T:4	1.11E-03	2.13E-03	7.11E-05	2.58E-04	0.00E+00	8.03E-04	0.00E+00	2.44E-04	7.90E-08	5.04E-03	1.47E-04	8.80E-03	2.00E-03	1.95E-02	3.93E-02
1:Ins:T:5	3.98E-02	6.89E-03	2.03E-08	3.86E-08	4.67E-08	9.66E-07	2.86E-04	2.27E-06	5.36E-07	3.70E-02	3.56E-07	7.03E-07	5.58E-03	3.81E-02	2.63E-02
2:Del:R:0	1.65E-07	2.83E-04	0.00E+00	1.17E-07	0.00E+00	2.59E-03	7.01E-07	1.93E-03	2.62E-03	4.10E-03	7.10E-03	4.96E-03	4.75E-03	3.18E-03	2.67E-03
2:Del:R:1	2.44E-04	1.58E-04	5.21E-04	3.68E-04	3.56E-04	1.11E-03	4.17E-04	1.41E-03	2.96E-03	1.23E-02	3.52E-03	9.43E-03	3.74E-03	4.20E-03	1.15E-02
2:Del:R:2	1.98E-04	2.23E-04	3.10E-04	1.43E-04	5.98E-04	4.64E-04	5.03E-09	2.32E-04	0.00E+00	4.11E-04	1.57E-03	2.20E-07	2.06E-03	0.00E+00	1.27E-03
2:Del:R:3	2.58E-07	1.14E-04	7.04E-05	9.14E-08	8.42E-05	7.08E-08	0.00E+00	0.00E+00	1.41E-04	1.37E-03	2.45E-08	0.00E+00	0.00E+00	3.91E-04	2.92E-04
2:Del:R:4	1.47E-04	7.53E-05	2.12E-04	5.68E-09	2.23E-08	2.72E-04	1.06E-04	2.64E-08	5.49E-08	5.82E-04	6.39E-04	8.57E-04	4.11E-04	3.81E-03	1.94E-04
2:Del:R:5	4.97E-08	2.86E-08	2.88E-08	2.18E-04	7.27E-04	1.65E-07	5.48E-07	5.79E-04	3.03E-04	1.21E-03	3.21E-08	1.01E-07	1.07E-03	1.64E-07	2.89E-08
3:Del:R:0	0.00E+00	0.00E+00	4.43E-04	3.79E-04	9.03E-04	1.61E-03	0.00E+00	2.27E-03	1.72E-03	1.66E-03	2.86E-03	1.86E-03	9.85E-04	1.95E-03	3.60E-03
3:Del:R:1	1.30E-02	1.08E-03	1.92E-04	7.83E-08	1.09E-04	0.00E+00	9.36E-03	3.82E-03	7.87E-08	1.08E-04	1.63E-07	1.67E-03	8.54E-03	1.23E-01	1.15E-03
3:Del:R:2	5.69E-05	2.41E-04	5.62E-04	0.00E+00	3.80E-04	1.48E-03	4.56E-05	5.52E-04	3.25E-04	4.30E-04	0.00E+00	0.00E+00	6.11E-05	2.15E-03	5.94E-04
3:Del:R:3	7.59E-06	1.38E-04	4.89E-05	1.87E-08	1.46E-08	3.50E-07	1.97E-04	7.26E-09	0.00E+00	1.29E-04	1.69E-04	2.91E-04	2.21E-04	7.57E-04	1.07E-03
3:Del:R:4	5.53E-08	9.68E-09	1.22E-08	2.23E-08	1.93E-08	6.16E-08	7.50E-08	4.30E-08	4.39E-08	7.59E-08	1.13E-07	1.80E-07	9.01E-08	1.79E-07	2.23E-07
3:Del:R:5	5.53E-08	9.68E-09	1.22E-08	2.23E-08	1.93E-08	6.16E-08	7.50E-08	4.30E-08	4.39E-08	7.59E-08	1.13E-07	1.80E-07	9.01E-08	1.79E-07	2.23E-07
4:Del:R:0	4.65E-08	1.55E-07	0.00E+00	4.88E-04	1.09E-03	1.63E-03	6.35E-07	1.35E-03	1.13E-03	4.94E-04	2.14E-03	3.94E-03	2.20E-03	1.43E-03	2.15E-03
4:Del:R:1	0.00E+00	4.33E-04	5.06E-04	2.29E-08	3.24E-04	4.79E-04	0.00E+00	0.00E+00	9.08E-04	1.24E-03	1.04E-03	1.89E-03	4.33E-03	0.00E+00	5.46E-03
4:Del:R:2	5.75E-06	1.60E-04	1.84E-04	2.11E-07	1.22E-04	3.67E-05	4.47E-04	8.54E-04	4.92E-04	6.50E-08	2.36E-08	0.00E+00	1.89E-03	1.95E-04	1.32E-03
4:Del:R:3	4.15E-02	5.72E-08	9.13E-08	1.17E-07	1.40E-08	5.23E-07	8.51E-02	5.81E-08	6.86E-08	4.41E-07	7.49E-07	1.15E-06	8.34E-02	8.32E-02	5.21E-07
4:Del:R:4	1.23E-07	4.80E-08	6.01E-08	1.46E-02	3.46E-02	4.61E-07	2.70E-09	3.23E-08	1.74E-07	1.40E-03	1.34E-07	3.75E-07	5.97E-07	6.13E-07	4.18E-02
4:Del:R:5	5.53E-08	9.68E-09	1.22E-08	2.23E-08	1.93E-08	6.16E-08	7.50E-08	4.30E-08	4.39E-08	7.59E-08	1.13E-07	1.80E-07	9.01E-08	1.79E-07	2.23E-07
5:Del:R:0	3.40E-07	4.95E-08	1.57E-04	1.11E-07	4.63E-03	9.51E-08	1.14E-07	1.48E-02	1.75E-02	3.72E-02	9.42E-08	2.73E-07	8.37E-03	4.68E-07	2.92E-06
5:Del:R:1	9.88E-08	7.06E-09	3.77E-04	2.25E-04	0.00E+00	5.14E-04	3.76E-08	0.00E+00	3.91E-08	9.12E-04	3.07E-04	4.81E-04	9.60E-04	6.43E-04	2.52E-03
5:Del:R:2	1.67E-04	3.59E-08	7.50E-05	4.42E-08	2.46E-08	1.18E-04	1.08E-05	0.00E+00	2.23E-08	0.00E+00	1.47E-07	6.59E-04	5.79E-04	2.89E-08	9.45E-04
5:Del:R:3	5.53E-08	9.68E-09	1.22E-08	2.23E-08	1.93E-08	6.16E-08	7.50E-08	4.30E-08	4.39E-08	7.59E-08	1.13E-07	1.80E-07	9.01E-08	1.79E-07	2.23E-07
5:Del:R:4	5.53E-08	9.68E-09	1.22E-08	2.23E-08	1.93E-08	6.16E-08	7.50E-08	4.30E-08	4.39E-08	7.59E-08	1.13E-07	1.80E-07	9.01E-08	1.79E-07	2.23E-07
5:Del:R:5	2.65E-05	4.99E-08	3.98E-08	1.31E-04	2.09E-07	6.50E-08	1.36E-04	3.64E-08	3.75E-08	1.70E-04	1.87E-07	2.11E-07	7.56E-08	1.79E-07	3.08E-07
2:Ins:R:0	1.00E-06	2.62E-08	9.57E-05	1.62E-07	5.13E-05	1.44E-07	8.90E-02	2.59E-06	5.99E-04	4.46E-04	3.89E-07	2.42E-07	9.07E-04	2.33E-03	3.99E-07
2:Ins:R:1	7.51E-04	6.04E-05	6.37E-05	1.14E-07	0.00E+00	1.30E-03	1.00E-06	8.30E-05	6.56E-04	7.12E-04	1.58E-03	4.50E-03	1.13E-03	4.87E-03	2.92E-03
2:Ins:R:2	1.14E-04	1.58E-04	9.85E-05	2.57E-04	2.72E-04	7.63E-08	1.34E-04	0.00E+00	6.48E-04	0.00E+00	0.00E+00	1.18E-04	9.07E-04	1.62E-03	9.02E-04
2:Ins:R:3	9.15E-08	6.85E-05	1.65E-04	8.39E-08	3.15E-08	7.79E-08	5.85E-08	4.59E-08	1.87E-17	2.12E-07	1.72E-03	3.28E-07	5.92E-04	3.52E-04	2.65E-03
2:Ins:R:4	9.26E-04	3.87E-04	1.37E-04	2.84E-04	6.05E-05	3.10E-04	2.85E-04	5.69E-04	5.66E-04	6.52E-08	5.42E-05	3.62E-03	2.66E-03	3.89E-08	1.37E-03
2:Ins:R:5	0.00E+00	1.68E-03	1.14E-03	1.24E-08	0.00E+00	0.00E+00	0.00E+00	1.79E-03	1.14E-03	2.23E-03	0.00E+00	3.92E-04	1.11E-02	1.25E-02	4.28E-02
3:Ins:R:0	3.56E-07	3.03E-08	2.49E-08	6.20E-08	2.49E-07	2.40E-07	1.25E-07	2.95E-04	5.95E-07	1.42E-04	3.23E-07	4.24E-07	3.28E-04	3.06E-07	9.50E-07
3:Ins:R:1	3.99E-05	1.11E-08	2.32E-04	1.06E-08	3.62E-08	8.78E-04	6.43E-09	0.00E+00	0.00E+00	2.21E-04	8.49E-04	3.18E-04	1.28E-03	1.12E-03	1.71E-03
3:Ins:R:2	3.03E-04	8.00E-08	2.25E-05	6.35E-08	7.93E-08	4.80E-08	1.40E-08	2.55E-08	3.15E-08	3.28E-04	7.37E-08	2.86E-05	1.80E-04	4.13E-04	5.28E-07
