Kest,Sensitivity,Precision,rmse_novel_Sig,rmse_cosmic_Sig,rmse_Signatures,rmse_novel_Theta,rmse_cosmic_Theta,rmse_Weights,mean_cos_sim,rmse_Lambda,rmse_Counts,kl_counts,overd,J,case
10,1,1,0.001211686040936541,0.0025094811136778866,0.0018605835773072138,1.8174554227655366,23.977079729085315,12.897267575925426,0.9943687738368427,1.4478743734885484,3.018897514511745,18359.7053341124,0.15,400,fixed
10,1,1,0.0011822308930283549,0.0022134055709779397,0.0016978182320031474,1.447350926283622,22.46049644822003,11.953923687251827,0.9960260599741287,1.362085066781483,2.988318078912556,18433.058361656793,0.15,400,fixed
10,1,1,0.0014291343522064284,0.0017562883625334676,0.001592711357369948,1.4395749428623463,20.888736834582776,11.164155888722561,0.9950577174991907,1.4502385899229993,2.7424330158545334,18570.71662249357,0.15,400,fixed
10,1,1,0.001248819372291969,0.002043818834733929,0.001646319103512949,2.68265157166437,26.64328961556131,14.66297059361284,0.9958073193224444,1.475058228807348,3.003015832482374,18326.217324093952,0.15,400,fixed
10,1,1,0.0012091371485323734,0.0020993275275631436,0.0016542323380477585,1.5057241274459154,20.382425410257923,10.94407476885192,0.9956864780655521,1.3795634887759154,2.8752760326231535,18512.968342573284,0.15,400,fixed
10,1,1,0.001240158584109433,0.0020517269772157257,0.0016459427806625794,2.3244338050119504,24.461519100850992,13.392976452931471,0.9966589238532567,1.4881096380285217,2.9162455093442605,18419.352655918607,0.15,400,fixed
10,1,1,0.001435699949555752,0.0017856556014564844,0.0016106777755061181,2.7304711891932447,24.98050288386579,13.855487036529517,0.995367994676797,1.4716077931867186,2.9802614872627817,18412.96399020438,0.15,400,fixed
10,1,1,0.0012577881274611243,0.0020253622128112744,0.0016415751701361993,2.1316554876985436,24.85076600319158,13.491210745445063,0.9958491506328582,1.3821560789609693,2.9490657633177495,18516.02023307105,0.15,400,fixed
10,1,1,0.0012853417407096195,0.0022107457738386764,0.0017480437572741478,2.973462882982581,24.402093537175258,13.68777821007892,0.9951087271209638,1.3781073365312326,2.8990152924912027,18389.185644745914,0.15,400,fixed
10,1,1,0.0011674514235398,0.0024425512277535763,0.001805001325646688,2.3019856123835916,24.293027536265363,13.297506574324478,0.9948795752707332,1.4277713795915263,2.91831863718317,18293.439601207516,0.15,400,fixed
10,1,1,0.0011934954475138933,0.001994336360544138,0.0015939159040290157,1.7272304437559745,24.70095952496178,13.214094984358878,0.9954851804526601,1.4592471394563415,2.8696064846512783,18084.01599210964,0.15,400,fixed
10,1,1,0.0014262828659021085,0.001988386391409231,0.0017073346286556696,2.33110793869837,23.90355401469475,13.11733097669656,0.9953878259641509,1.463160520977105,2.919560081804967,18331.834541025655,0.15,400,fixed
10,1,1,0.0010405193665838205,0.0023045022701148484,0.0016725108183493344,2.141045783491806,22.677631132495378,12.409338457993591,0.994799888641856,1.434349546733868,2.8566551964542475,18181.911327820646,0.15,400,fixed
10,1,1,0.001173403559002172,0.001858848489607411,0.0015161260243047915,1.5250339457831092,22.43186835634139,11.978451151062249,0.9963879751986577,1.4579591369509532,3.059547747733067,18518.3230348729,0.15,400,fixed
10,1,1,0.0013196138290849442,0.0019350130942775619,0.0016273134616812531,1.8073300037826046,20.65823577899066,11.232782891386632,0.9968963097529518,1.3960786225353279,2.978413914344961,18458.101245844435,0.15,400,fixed
10,1,1,0.0011688775081982543,0.0020497661489283256,0.00160932182856329,2.5348302559187643,23.15947678816769,12.847153522043227,0.9952853742436876,1.3974193426498576,2.932899157324969,18509.252149851265,0.15,400,fixed
10,1,1,0.0010688928845910854,0.0020203669842357268,0.001544629934413406,2.1111421299767454,23.859015159209022,12.985078644592884,0.9964176804811238,1.4921976317277448,2.9472865808837296,18113.41589933217,0.15,400,fixed
10,1,1,0.0012008719046048095,0.0025475160421760974,0.0018741939733904534,2.400228946035028,25.00578822067478,13.703008583354904,0.9934171154241052,1.3532988385637863,2.7532750258356526,18292.850170764345,0.15,400,fixed
10,1,1,0.0012013679013325512,0.0021339601861914363,0.0016676640437619937,1.7743256919974364,21.855209083874307,11.814767387935872,0.9956946675341677,1.4327442491719924,2.887978966207034,18282.45030786797,0.15,400,fixed
10,1,1,0.0011620234784491454,0.001988431515339279,0.0015752274968942122,1.7899859451182287,23.099923096080264,12.444954520599246,0.9961742007940474,1.494724417521715,2.9685169778438785,18429.432163080823,0.15,400,fixed
