Kest,Sensitivity,Precision,rmse_novel_Sig,rmse_cosmic_Sig,rmse_Signatures,rmse_novel_Theta,rmse_cosmic_Theta,rmse_Weights,mean_cos_sim,rmse_Lambda,rmse_Counts,kl_counts,overd,J,case
10,1,1,0.0025330419176552246,0.0034097322675682236,0.002971387092611724,2.2674115032801705,52.36079989580557,27.31410569954287,0.9897014822420115,4.848876057123512,6.895876615217336,41429.84489275423,0.15,400,compressive
12,0.9,0.75,0.02265751291328909,0.009445869622674586,0.016051691267981838,9.01103096492165,62.13492765584602,35.572979310383836,NA,6.229064548820383,7.009061385924113,41920.193157727095,0.15,400,compressive
11,1,0.9090909090909091,0.01556991236465024,0.006979345244502857,0.01127462880457655,22.799507814848408,47.24926751369689,35.02438766427265,NA,5.82253582526202,6.507170369179705,39600.451830555416,0.15,400,compressive
12,1,0.8333333333333334,0.025300146005290444,0.00813524641866754,0.016717696211978994,9.115988522055943,54.082499530636525,31.599244026346234,NA,5.819758585719895,6.162530293446769,39140.470804242424,0.15,400,compressive
11,1,0.9090909090909091,0.013644347639035532,0.008791725768924565,0.011218036703980049,6.061087111486889,53.516041859698625,29.788564485592758,NA,4.789083955441484,6.145507498017353,39176.76653063138,0.15,400,compressive
11,1,0.9090909090909091,0.012695359216734797,0.00692038044278928,0.009807869829762039,5.3792393865150565,50.4456109402274,27.912425163371225,NA,5.172986282538657,6.290704257186928,39719.76757896094,0.15,400,compressive
10,1,1,0.002266192926490548,0.003400364959160545,0.0028332789428255466,2.4096687190736312,47.219277721809135,24.814473220441382,0.989872324205384,4.61048162603029,6.817461249960119,40457.74929189183,0.15,400,compressive
12,1,0.8333333333333334,0.024639171540642237,0.009691570611956767,0.0171653710762995,8.701965660601042,51.93616366590135,30.319064663251194,NA,5.820848925475064,6.1792243484560085,39523.574980437435,0.15,400,compressive
12,1,0.8333333333333334,0.022366393927347898,0.008915744586914947,0.01564106925713142,9.124987206643285,60.679139210889986,34.902063208766634,NA,6.013228386331819,6.266785237311267,39018.396628315575,0.15,400,compressive
11,0.9,0.8181818181818182,0.016006619259122345,0.008240897300352537,0.01212375827973744,19.703170040663956,47.58025491916198,33.64171247991297,NA,5.69646447413799,6.368025226531497,38823.3934421089,0.15,400,compressive
12,1,0.8333333333333334,0.022243368375837486,0.009345917985891867,0.015794643180864675,8.476053817346662,49.512699118345964,28.994376467846312,NA,5.073679288115073,5.956918167267442,38117.39063852319,0.15,400,compressive
10,1,1,0.002026640479730809,0.003553138439603148,0.0027898894596669783,2.7754102489835226,43.49895224399702,23.13718124649027,0.9905528690806478,4.065570207958638,6.548607224826846,40712.29199028989,0.15,400,compressive
13,1,0.7692307692307693,0.031082798008036167,0.012057579495074468,0.02157018875155532,9.905542342505157,59.930853025681905,34.91819768409353,NA,6.620385324909624,6.142102683053686,39285.15170610493,0.15,400,compressive
11,1,0.9090909090909091,0.01569082408290525,0.004627898781458434,0.010159361432181843,4.165020798838585,49.176359341517255,26.67069007017792,NA,4.955546232774154,6.611840531384891,39897.01784674395,0.15,400,compressive
12,1,0.8333333333333334,0.024406737650059428,0.00889734640780431,0.01665204202893187,6.545798923435889,49.995846598278774,28.27082276085733,NA,5.451174279851421,6.33078883824802,38555.42059883864,0.15,400,compressive
11,1,0.9090909090909091,0.01535954245536927,0.0059014660135653105,0.01063050423446729,8.931486051194426,51.77984360677751,30.35566482898597,NA,5.320396064968769,6.651142911919635,40282.22031176582,0.15,400,compressive
10,1,1,0.002768561784024348,0.0030840777660322244,0.0029263197750282865,4.414713435749714,46.00219087138025,25.208452153564984,0.991649517865079,4.679166475300845,6.751389415753504,39120.79557610117,0.15,400,compressive
11,1,0.9090909090909091,0.015191979353179593,0.004421052041316687,0.00980651569724814,6.261924885542649,45.808033250102355,26.0349790678225,NA,4.361411878282481,6.007705554303178,38401.7925820539,0.15,400,compressive
11,1,0.9090909090909091,0.015140199936648724,0.0064806713099839364,0.01081043562331633,7.110771213293044,53.43239523359033,30.271583223441684,NA,5.016172128513775,6.132715974153772,39649.27456703849,0.15,400,compressive
12,1,0.8333333333333334,0.023960497366797097,0.010479845110507523,0.01722017123865231,12.208846254697274,60.61304624557455,36.410946250135915,NA,5.8855409339269595,6.658020567560715,40584.50406990233,0.15,400,compressive
