NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	62.777	22.833	14.45	14.485	0.115	0.986	70000.0
2	60.967	22.469	14.408	14.668	0.114	0.985	50000.0
3	62.254	22.315	14.462	14.182	0.111	0.987	30000.0
4	62.458	22.482	14.648	14.479	0.112	0.987	60000.0
5	61.286	22.599	14.223	14.597	0.113	0.985	40000.0
6	62.372	22.378	14.559	14.442	0.112	0.986	50000.0
7	63.192	23.131	14.717	14.97	0.119	0.984	50000.0
8	64.115	23.433	15.196	15.199	0.115	0.984	50000.0
9	61.657	22.487	14.489	14.377	0.11	0.986	40000.0
10	63.377	23.212	14.886	14.905	0.117	0.985	50000.0
