NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	53.018	20.818	12.617	14.49	0.104	0.986	40000.0
2	51.426	19.68	11.978	13.17	0.096	0.988	50000.0
3	49.955	19.88	11.442	13.223	0.104	0.987	30000.0
4	49.755	19.637	11.647	13.383	0.101	0.987	30000.0
5	53.285	20.665	12.422	14.009	0.103	0.986	60000.0
6	55.268	21.131	13.306	14.346	0.099	0.986	30000.0
7	55.522	21.651	12.919	14.464	0.105	0.986	80000.0
8	49.879	19.662	11.723	13.33	0.097	0.988	40000.0
9	55.676	21.682	13.705	15.309	0.103	0.983	50000.0
10	50.919	19.89	12.289	13.869	0.102	0.986	30000.0
