NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	59.433	25.25	13.742	16.141	0.157	0.98	50000.0
2	61.489	25.29	14.031	15.918	0.152	0.982	40000.0
3	62.364	25.34	14.852	16.2	0.145	0.981	40000.0
4	61.203	24.5	14.386	15.605	0.145	0.983	60000.0
5	58.768	23.772	13.234	14.673	0.141	0.986	30000.0
6	61.216	24.749	14.527	15.884	0.148	0.981	70000.0
7	57.634	23.023	13.413	14.721	0.139	0.984	30000.0
8	60.625	25.25	14.02	15.999	0.15	0.982	30000.0
9	61.063	25.111	13.98	15.621	0.149	0.983	80000.0
10	55.925	22.931	12.551	14.013	0.143	0.985	50000.0
