Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	66	4	12	55	10	55	21	41	11	0	0	6	0	29	0	14	0
V2	47	1	44	33	105	17	0	5	12	37	14	42	16	0	13	0	0
V3	64	84	72	29	1	16	64	93	1	5	0	0	0	0	0	42	0
V4	17	14	45	29	4	22	9	23	21	16	4	8	1	6	14	6	0
V5	48	111	4	4	0	6	6	0	0	0	9	10	8	0	0	13	9
V6	42	0	91	9	2	21	5	1	0	3	9	2	0	0	1	0	10
V7	21	7	28	2	13	0	58	14	0	0	7	1	0	63	0	0	0
V8	62	0	15	51	1	20	12	12	2	6	6	1	0	5	3	0	0
V9	195	40	3	36	12	58	1	0	6	0	4	2	11	0	0	0	0
V10	50	37	63	28	8	98	15	17	0	0	14	0	0	14	0	0	16
V11	4	45	0	21	0	26	2	0	0	0	0	0	6	1	4	0	0
V12	39	50	0	10	8	17	20	27	0	3	8	7	0	11	1	0	9
V13	0	31	31	0	1	1	1	0	0	6	1	2	6	7	25	0	3
V14	23	9	107	7	8	9	14	0	13	0	0	2	9	2	0	0	0
V15	73	25	0	25	24	22	3	1	31	38	9	19	14	0	8	0	0
V16	15	15	2	25	24	25	31	22	28	35	0	4	4	0	0	0	0
V17	14	19	26	14	1	3	3	26	0	4	0	2	4	10	5	0	0
V18	170	76	25	3	15	4	11	29	29	16	38	9	11	4	4	0	0
V19	111	13	2	1	6	2	53	5	4	0	16	10	0	16	0	0	0
V20	7	3	32	79	0	83	3	1	0	0	10	0	0	0	0	0	0
V21	239	12	16	43	10	25	0	0	18	6	32	2	2	0	0	0	8
V22	68	142	28	57	51	37	71	46	42	3	11	0	30	16	70	4	52
V23	24	64	42	33	4	36	2	19	4	0	0	6	27	0	35	0	0
V24	176	18	1	37	39	23	5	8	6	24	23	14	26	11	1	0	0
V25	0	0	35	45	3	47	18	113	0	0	0	6	0	0	58	0	0
V26	9	59	0	25	1	27	7	0	0	5	8	2	1	5	0	0	6
V27	12	9	0	66	7	85	2	13	5	0	6	2	1	10	14	0	0
V28	197	1	131	0	0	0	2	26	2	0	11	0	0	15	0	0	0
V29	12	29	122	33	16	13	3	28	45	104	0	16	24	22	0	0	19
V30	43	7	6	45	24	28	93	32	0	20	1	15	0	30	3	0	0
